time,Houston,pts.away,score,pts.home,San Antonio
3:44.0,,,98-95,,K. Anderson misses 2-pt shot from 14 ft
3:44.0,Defensive rebound by J. Harden,,98-95,,
3:39.0,Houston full timeout,,98-95,,
3:39.0,,,98-95,,M. Ginobili enters the game for K. Anderson
3:39.0,,,98-95,,L. Aldridge enters the game for D. Lee
3:19.0,J. Harden misses 3-pt shot from 26 ft,,98-95,,
3:18.0,,,98-95,,Defensive rebound by P. Mills
3:17.0,Personal foul by R. Anderson (drawn by J. Simmons),,98-95,,
3:17.0,,,98-95,,D. Green enters the game for J. Simmons
2:56.0,,,98-95,,M. Ginobili misses 2-pt shot from 17 ft
2:55.0,Defensive rebound by N. Hilario,,98-95,,
2:45.0,Turnover by J. Harden (lost ball; steal by D. Green),,98-95,,
2:39.0,,,98-97,2,K. Leonard makes 2-pt shot at rim (assist by P. Mills)
2:15.0,J. Harden misses 2-pt shot from 9 ft,,98-97,,
2:14.0,Offensive rebound by J. Harden,,98-97,,
2:08.0,R. Anderson makes 3-pt shot from 26 ft (assist by T. Ariza),3,101-97,,
1:50.0,,,101-97,,D. Green misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by E. Gordon,,101-97,,
1:27.0,,,101-97,,Shooting block foul by M. Ginobili (drawn by J. Harden)
1:27.0,J. Harden misses free throw 1 of 2,,101-97,,
1:27.0,Offensive rebound by Team,,101-97,,
1:27.0,J. Harden misses free throw 2 of 2,,101-97,,
1:26.0,,,101-97,,Defensive rebound by D. Green
1:10.0,,,101-99,2,K. Leonard makes 2-pt shot from 15 ft
0:46.0,J. Harden misses 3-pt shot from 25 ft,,101-99,,
0:46.0,,,101-99,,Defensive rebound by Team
0:28.0,,,101-99,,K. Leonard misses 2-pt shot from 16 ft
0:28.0,Defensive rebound by J. Harden,,101-99,,
0:06.0,Offensive charge foul by J. Harden,,101-99,,
0:06.0,Turnover by J. Harden (offensive foul),,101-99,,
0:06.0,,,101-99,,San Antonio full timeout
0:06.0,,,101-99,,D. Lee enters the game for D. Green
0:06.0,,,101-99,,San Antonio full timeout
0:06.0,,,101-99,,P. Gasol enters the game for D. Lee
0:00.0,,,101-99,,K. Leonard misses 2-pt shot from 1 ft
0:00.0,,,101-99,,Offensive rebound by L. Aldridge
0:00.0,,,101-99,,L. Aldridge misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by T. Ariza,,101-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
