time,Houston,pts.away,score,pts.home,Memphis
1:18.0,R. Anderson misses 3-pt shot from 26 ft,,103-109,,
1:15.0,,,103-109,,Defensive rebound by M. Conley
1:15.0,,,103-109,,Memphis full timeout
1:15.0,Technical foul by P. Beverley,,103-109,,
1:15.0,,,103-110,1,M. Conley makes technical free throw
0:58.0,,,103-110,,V. Carter misses 3-pt shot from 27 ft
0:57.0,,,103-110,,Offensive rebound by M. Gasol
0:36.0,,,103-110,,Shooting foul by J. Harden (drawn by T. Allen)
0:36.0,,,103-111,1,T. Allen makes free throw 1 of 2
0:36.0,,,103-111,,T. Allen misses free throw 2 of 2
0:36.0,Defensive rebound by J. Harden,,103-111,,
0:36.0,Houston full timeout,,103-111,,
0:31.0,E. Gordon makes 2-pt shot from 1 ft,2,105-111,,
0:31.0,Shooting foul by J. Green (drawn by E. Gordon),,105-111,,
0:31.0,E. Gordon makes free throw 1 of 1,1,106-111,,
0:31.0,,,106-111,,Memphis full timeout
0:31.0,M. Harrell enters the game for R. Anderson,,105-111,,
0:24.0,Personal take foul by M. Harrell (drawn by T. Allen),,106-111,,
0:24.0,,,106-112,1,T. Allen makes free throw 1 of 2
0:24.0,,,106-112,,T. Allen misses free throw 2 of 2
0:24.0,R. Anderson enters the game for M. Harrell,,106-112,,
0:22.0,Defensive rebound by R. Anderson,,106-112,,
0:12.0,R. Anderson makes 3-pt shot at rim (assist by J. Harden),3,109-112,,
0:11.0,Personal take foul by P. Beverley (drawn by M. Conley),,109-112,,
0:11.0,,,109-113,1,M. Conley makes free throw 1 of 2
0:11.0,,,109-113,,M. Conley misses free throw 2 of 2
0:11.0,Defensive rebound by R. Anderson,,109-113,,
0:11.0,Houston full timeout,,109-113,,
0:06.0,R. Anderson misses 3-pt shot from 25 ft,,109-113,,
0:05.0,,,109-113,,Defensive rebound by M. Gasol
0:05.0,Personal take foul by P. Beverley (drawn by M. Gasol),,109-113,,
0:05.0,,,109-114,1,M. Gasol makes free throw 1 of 2
0:05.0,,,109-115,1,M. Gasol makes free throw 2 of 2
0:01.0,J. Harden misses 3-pt shot from 26 ft,,109-115,,
0:00.0,Offensive rebound by Team,,109-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
