time,Minnesota,pts.away,score,pts.home,LA Lakers
0:46.0,Shooting foul by J. Clarkson (drawn by A. Wiggins),,108-109,,
0:46.0,A. Wiggins makes free throw 1 of 2,1,109-109,,
0:46.0,A. Wiggins misses free throw 2 of 2,,109-109,,
0:46.0,K. Dunn enters the game for T. Jones,,109-109,,
0:43.0,,,109-109,,Defensive rebound by J. Randle
0:23.0,,,109-109,,D. Russell misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by K. Dunn,,109-109,,
0:00.0,G. Dieng misses 3-pt shot from 24 ft,,109-109,,
0:00.0,Offensive rebound by Team,,109-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:33.0,,,109-109,,L. Nance misses 2-pt shot from 9 ft (block by A. Wiggins)
4:30.0,Defensive rebound by K. Towns,,109-109,,
4:15.0,G. Dieng enters the game for T. Jones,,109-109,,
4:09.0,A. Wiggins misses 2-pt shot from 13 ft,,109-109,,
4:08.0,,,109-109,,Defensive rebound by L. Nance
4:02.0,,,109-109,,Shooting foul by A. Wiggins (drawn by L. Nance)
4:02.0,,,109-110,1,L. Nance makes free throw 1 of 2
4:02.0,,,109-111,1,L. Nance makes free throw 2 of 2
3:52.0,K. Towns misses 3-pt shot from 26 ft,,109-111,,
3:51.0,,,109-111,,Defensive rebound by D. Nwaba
3:33.0,,,109-114,3,J. Clarkson makes 3-pt shot from 28 ft (assist by J. Randle)
3:31.0,Minnesota full timeout,,109-114,,
3:18.0,K. Towns misses 2-pt shot from 16 ft,,109-114,,
3:18.0,,,109-114,,Defensive rebound by Team
3:06.0,,,109-114,,Shooting foul by A. Wiggins (drawn by D. Nwaba)
3:06.0,,,109-114,,D. Nwaba misses free throw 1 of 2
3:06.0,,,109-114,,Offensive rebound by Team
3:06.0,,,109-115,1,D. Nwaba makes free throw 2 of 2
2:53.0,R. Rubio misses 3-pt shot from 27 ft,,109-115,,
2:52.0,,,109-115,,Defensive rebound by L. Nance
2:49.0,,,109-117,2,J. Clarkson makes 2-pt shot from 2 ft (assist by D. Russell)
2:48.0,Minnesota full timeout,,109-117,,
2:35.0,A. Wiggins makes 3-pt shot from 25 ft (assist by G. Dieng),3,112-117,,
2:06.0,,,112-119,2,J. Clarkson makes 2-pt shot from 5 ft
1:46.0,A. Wiggins misses 3-pt shot from 26 ft,,112-119,,
1:45.0,,,112-119,,Defensive rebound by J. Randle
1:24.0,,,112-119,,J. Clarkson misses 2-pt shot from 21 ft
1:24.0,,,112-119,,Offensive rebound by J. Randle
1:24.0,,,112-121,2,J. Randle makes 2-pt shot at rim
1:24.0,Minnesota full timeout,,112-121,,
1:24.0,T. Jones enters the game for K. Towns,,112-121,,
1:19.0,A. Wiggins makes 2-pt shot from 7 ft,2,114-121,,
1:19.0,Shooting foul by L. Nance (drawn by A. Wiggins),,114-121,,
1:19.0,A. Wiggins makes free throw 1 of 1,1,115-121,,
1:19.0,,,115-121,,LA Lakers full timeout
1:17.0,Personal foul by A. Wiggins (drawn by L. Nance),,115-121,,
1:17.0,S. Muhammad enters the game for A. Wiggins,,115-121,,
1:15.0,Personal foul by T. Jones (drawn by L. Nance),,115-121,,
1:15.0,,,115-122,1,L. Nance makes free throw 1 of 2
1:15.0,,,115-123,1,L. Nance makes free throw 2 of 2
1:05.0,R. Rubio misses 2-pt shot from 19 ft,,115-123,,
1:05.0,,,115-123,,Defensive rebound by Team
1:04.0,Personal foul by G. Dieng (drawn by L. Nance),,115-123,,
1:04.0,,,115-124,1,L. Nance makes free throw 1 of 2
1:04.0,,,115-124,,L. Nance misses free throw 2 of 2
1:03.0,Defensive rebound by K. Dunn,,115-124,,
0:55.0,S. Muhammad misses 2-pt shot from 5 ft,,115-124,,
0:54.0,Offensive rebound by G. Dieng,,115-124,,
0:54.0,G. Dieng makes 2-pt shot from 1 ft,2,117-124,,
0:48.0,,,117-126,2,D. Nwaba makes 2-pt shot at rim (assist by J. Clarkson)
0:38.0,T. Jones makes 2-pt shot from 2 ft,2,119-126,,
0:34.0,,,119-128,2,L. Nance makes 2-pt shot at rim (assist by D. Nwaba)
0:26.0,Turnover by T. Jones (bad pass; steal by D. Russell),,119-128,,
0:26.0,Personal take foul by G. Dieng (drawn by D. Russell),,119-128,,
0:26.0,,,119-129,1,D. Russell makes free throw 1 of 2
0:26.0,,,119-130,1,D. Russell makes free throw 2 of 2
0:26.0,,,119-129,,C. Brewer enters the game for L. Nance
0:19.0,K. Dunn misses 3-pt shot from 27 ft,,119-130,,
0:14.0,,,119-130,,Defensive rebound by J. Randle
0:00.0,End of 1st overtime,,,,End of 1st overtime
