time,Milwaukee,pts.away,score,pts.home,Chicago
3:33.0,,,103-90,,N. Mirotic enters the game for T. Gibson
3:18.0,,,103-90,,Turnover by M. Carter-Williams (lost ball; steal by J. Parker)
3:12.0,J. Parker makes 2-pt shot from 2 ft (assist by G. Antetokounmpo),2,105-90,,
3:01.0,,,105-90,,J. Butler misses 2-pt shot from 1 ft
3:00.0,,,105-90,,Offensive rebound by R. Lopez
2:53.0,,,105-92,2,D. McDermott makes 2-pt shot from 6 ft (assist by M. Carter-Williams)
2:28.0,G. Antetokounmpo makes 2-pt shot from 7 ft (assist by M. Brogdon),2,107-92,,
2:16.0,,,107-92,,J. Butler misses 2-pt shot from 23 ft
2:16.0,,,107-92,,Offensive rebound by Team
2:16.0,Milwaukee full timeout,,107-92,,
2:16.0,,,107-92,,D. Valentine enters the game for J. Butler
2:16.0,,,107-92,,C. Felicio enters the game for R. Lopez
2:16.0,,,107-92,,I. Canaan enters the game for M. Carter-Williams
2:16.0,,,107-92,,B. Portis enters the game for D. McDermott
2:16.0,,,107-92,,J. Grant enters the game for N. Mirotic
2:06.0,,,107-92,,J. Grant misses 3-pt shot from 26 ft
2:04.0,Defensive rebound by G. Monroe,,107-92,,
1:50.0,,,107-92,,Personal foul by B. Portis (drawn by G. Antetokounmpo)
1:50.0,G. Antetokounmpo makes free throw 1 of 2,1,108-92,,
1:50.0,G. Antetokounmpo makes free throw 2 of 2,1,109-92,,
1:50.0,T. Maker enters the game for J. Parker,,108-92,,
1:49.0,Personal foul by M. Brogdon (drawn by J. Grant),,109-92,,
1:49.0,,,109-93,1,J. Grant makes free throw 1 of 2
1:49.0,,,109-94,1,J. Grant makes free throw 2 of 2
1:49.0,S. Novak enters the game for G. Antetokounmpo,,109-93,,
1:49.0,M. Teletovic enters the game for T. Snell,,109-93,,
1:32.0,G. Monroe makes 2-pt shot from 2 ft (assist by M. Brogdon),2,111-94,,
1:13.0,,,111-96,2,D. Valentine makes 2-pt shot from 20 ft
1:01.0,S. Novak makes 2-pt shot from 9 ft (assist by M. Brogdon),2,113-96,,
0:48.0,,,113-96,,D. Valentine misses 3-pt shot from 24 ft
0:47.0,Defensive rebound by G. Monroe,,113-96,,
0:29.0,T. Maker makes 3-pt shot from 25 ft (assist by M. Brogdon),3,116-96,,
0:05.0,,,116-96,,Turnover by D. Valentine (lost ball; steal by G. Monroe)
0:00.0,Turnover by M. Brogdon (lost ball; steal by D. Valentine),,116-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
