time,LA Lakers,pts.away,score,pts.home,San Antonio
4:45.0,I. Zubac misses 2-pt shot from 7 ft,,88-124,,
4:42.0,,,88-124,,Defensive rebound by D. Dedmon
4:23.0,,,88-126,2,D. Bertans makes 2-pt shot from 1 ft (assist by D. Murray)
4:09.0,,,88-126,,Personal foul by D. Murray (drawn by M. Huertas)
4:09.0,M. Huertas makes free throw 1 of 2,1,89-126,,
4:09.0,M. Huertas makes free throw 2 of 2,1,90-126,,
3:59.0,Personal foul by B. Ingram (drawn by K. Anderson),,90-126,,
3:51.0,,,90-126,,D. Bertans misses 3-pt shot from 26 ft
3:50.0,Defensive rebound by I. Zubac,,90-126,,
3:39.0,M. Huertas misses 2-pt shot from 16 ft,,90-126,,
3:39.0,,,90-126,,Defensive rebound by D. Murray
3:24.0,,,90-128,2,J. Simmons makes 2-pt shot at rim
3:01.0,M. Huertas misses 3-pt shot from 26 ft,,90-128,,
3:00.0,,,90-128,,Defensive rebound by D. Dedmon
2:54.0,,,90-128,,Shooting foul by I. Zubac (drawn by D. Murray)
2:54.0,,,90-128,,San Antonio full timeout
2:54.0,,,90-129,1,D. Murray makes free throw 1 of 2
2:54.0,,,90-130,1,D. Murray makes free throw 2 of 2
2:41.0,I. Zubac misses 2-pt shot from 17 ft,,90-130,,
2:40.0,,,90-130,,Defensive rebound by D. Bertans
2:20.0,,,90-130,,J. Simmons misses 2-pt shot from 2 ft
2:20.0,,,90-130,,Offensive rebound by Team
2:17.0,,,90-130,,D. Bertans misses 3-pt shot from 23 ft
2:16.0,Defensive rebound by J. Calderon,,90-130,,
1:52.0,M. Huertas misses 2-pt shot from 4 ft (block by D. Dedmon),,90-130,,
1:50.0,,,90-130,,Defensive rebound by D. Bertans
1:35.0,,,90-132,2,J. Simmons makes 2-pt shot from 2 ft
1:23.0,T. Robinson makes 2-pt shot at rim (assist by I. Zubac),2,92-132,,
1:05.0,,,92-134,2,K. Anderson makes 2-pt shot from 15 ft (assist by D. Murray)
0:50.0,B. Ingram makes 2-pt shot from 22 ft (assist by T. Robinson),2,94-134,,
0:33.0,,,94-134,,D. Murray misses 2-pt shot from 9 ft
0:33.0,Defensive rebound by Team,,94-134,,
0:19.0,J. Calderon misses 2-pt shot from 19 ft,,94-134,,
0:18.0,,,94-134,,Defensive rebound by K. Anderson
0:00.0,End of 4th quarter,,,,End of 4th quarter
