time,Denver,pts.away,score,pts.home,Houston
4:27.0,,,108-112,1,J. Harden makes free throw 2 of 3
4:27.0,,,108-113,1,J. Harden makes free throw 3 of 3
4:12.0,N. Jokic misses 2-pt shot from 12 ft,,108-113,,
4:11.0,,,108-113,,Defensive rebound by T. Ariza
4:02.0,,,108-115,2,J. Harden makes 2-pt shot from 1 ft
3:53.0,Shooting foul by C. Capela (drawn by N. Jokic),,108-115,,
3:53.0,N. Jokic makes free throw 1 of 3,1,109-115,,
3:53.0,N. Jokic makes free throw 2 of 3,1,110-115,,
3:53.0,N. Jokic makes free throw 3 of 3,1,111-115,,
3:33.0,,,111-118,3,P. Beverley makes 3-pt shot from 26 ft (assist by C. Capela)
3:26.0,Offensive foul by N. Jokic,,111-118,,
3:26.0,Turnover by N. Jokic (offensive foul),,111-118,,
3:26.0,,,111-118,,N. Hilario enters the game for C. Capela
3:12.0,,,111-118,,J. Harden misses 3-pt shot from 26 ft
3:11.0,Defensive rebound by W. Barton,,111-118,,
3:06.0,,,111-118,,Personal foul by N. Hilario (drawn by N. Jokic)
3:00.0,J. Nelson makes 3-pt shot from 25 ft,3,114-118,,
2:39.0,,,114-120,2,J. Harden makes 2-pt shot from 15 ft
2:21.0,N. Jokic makes 2-pt shot from 3 ft,2,116-120,,
1:58.0,,,116-120,,Turnover by E. Gordon (bad pass)
1:58.0,,,116-120,,Houston full timeout
1:41.0,N. Jokic misses 2-pt shot from 2 ft,,116-120,,
1:41.0,Offensive rebound by J. Hernangomez,,116-120,,
1:41.0,J. Hernangomez makes 2-pt shot from 1 ft,2,118-120,,
1:28.0,,,118-123,3,J. Harden makes 3-pt shot from 26 ft
1:14.0,W. Barton makes 3-pt shot from 26 ft (assist by N. Jokic),3,121-123,,
0:58.0,,,121-123,,Turnover by N. Hilario (bad pass; steal by W. Barton)
0:55.0,,,121-123,,Personal foul by P. Beverley (drawn by W. Barton)
0:42.0,W. Barton makes 2-pt shot from 9 ft (assist by G. Harris),2,123-123,,
0:42.0,Shooting foul by E. Gordon (drawn by W. Barton),,123-123,,
0:42.0,W. Barton makes free throw 1 of 1,1,124-123,,
0:32.0,,,124-123,,J. Harden misses 2-pt shot from 2 ft
0:31.0,Defensive rebound by J. Nelson,,124-123,,
0:09.0,J. Nelson misses 2-pt shot from 21 ft,,124-123,,
0:07.0,,,124-123,,Defensive rebound by J. Harden
0:02.0,,,124-125,2,J. Harden makes 2-pt shot from 2 ft
0:02.0,Denver full timeout,,124-125,,
0:02.0,,,124-125,,Houston full timeout
0:02.0,M. Plumlee enters the game for J. Hernangomez,,124-125,,
0:01.0,Turnover by N. Jokic (bad pass; steal by J. Harden),,124-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
