time,Milwaukee,pts.away,score,pts.home,Brooklyn
6:36.0,Turnover by M. Beasley (lost ball; steal by I. Whitehead),,95-82,,
6:35.0,Personal foul by J. Terry (drawn by I. Whitehead),,95-82,,
6:22.0,,,95-82,,Turnover by I. Whitehead (bad pass; steal by M. Beasley)
6:18.0,J. Terry misses 3-pt shot from 25 ft,,95-82,,
6:17.0,Offensive rebound by M. Beasley,,95-82,,
6:16.0,Shooting foul by S. Kilpatrick (drawn by M. Beasley),,95-82,,
6:16.0,M. Beasley misses free throw 1 of 2,,95-82,,
6:16.0,Offensive rebound by Team,,95-82,,
6:16.0,M. Beasley makes free throw 2 of 2,1,96-82,,
6:16.0,,,96-82,,Brooklyn full timeout
6:16.0,,,96-82,,B. Bogdanovic enters the game for I. Whitehead
5:55.0,,,96-85,3,B. Bogdanovic makes 3-pt shot from 24 ft (assist by T. Booker)
5:41.0,M. Teletovic makes 3-pt shot from 27 ft (assist by M. Brogdon),3,99-85,,
5:29.0,,,99-85,,B. Bogdanovic misses 2-pt shot at rim
5:28.0,Defensive rebound by M. Beasley,,99-85,,
5:19.0,J. Terry makes 3-pt shot from 25 ft (assist by M. Brogdon),3,102-85,,
5:01.0,,,102-85,,Shooting foul by G. Monroe (drawn by B. Lopez)
5:01.0,,,102-85,,B. Lopez misses free throw 1 of 2
5:01.0,,,102-85,,Offensive rebound by Team
5:01.0,,,102-86,1,B. Lopez makes free throw 2 of 2
5:01.0,M. Dellavedova enters the game for J. Terry,,102-85,,
5:01.0,J. Parker enters the game for M. Beasley,,102-85,,
4:40.0,M. Teletovic misses 3-pt shot from 23 ft,,102-86,,
4:39.0,,,102-86,,Defensive rebound by T. Booker
4:34.0,,,102-86,,R. Foye misses 2-pt shot from 10 ft
4:33.0,Defensive rebound by M. Teletovic,,102-86,,
4:17.0,M. Teletovic makes 3-pt shot from 26 ft (assist by J. Parker),3,105-86,,
3:56.0,,,105-86,,S. Kilpatrick misses 3-pt shot from 26 ft
3:55.0,Defensive rebound by M. Teletovic,,105-86,,
3:44.0,M. Teletovic misses 3-pt shot from 25 ft,,105-86,,
3:43.0,Offensive rebound by G. Monroe,,105-86,,
3:26.0,Shooting foul by B. Bogdanovic (drawn by J. Parker),,105-86,,
3:26.0,,,105-86,,Brooklyn full timeout
3:26.0,J. Parker makes free throw 1 of 2,1,106-86,,
3:26.0,J. Parker makes free throw 2 of 2,1,107-86,,
3:26.0,M. Plumlee enters the game for G. Monroe,,105-86,,
3:26.0,,,105-86,,Y. Ferrell enters the game for B. Bogdanovic
3:26.0,,,105-86,,A. Bennett enters the game for T. Booker
3:26.0,,,105-86,,R. Hollis-Jefferson enters the game for B. Lopez
3:26.0,,,105-86,,C. McCullough enters the game for S. Kilpatrick
3:07.0,,,107-86,,C. McCullough misses 2-pt shot from 17 ft
3:06.0,Defensive rebound by M. Teletovic,,107-86,,
2:54.0,M. Plumlee misses 2-pt shot from 1 ft,,107-86,,
2:53.0,,,107-86,,Defensive rebound by A. Bennett
2:47.0,Personal foul by J. Parker (drawn by R. Hollis-Jefferson),,107-86,,
2:47.0,,,107-86,,R. Hollis-Jefferson misses free throw 1 of 2
2:47.0,,,107-86,,Offensive rebound by Team
2:47.0,,,107-87,1,R. Hollis-Jefferson makes free throw 2 of 2
2:47.0,T. Maker enters the game for M. Teletovic,,107-86,,
2:47.0,R. Vaughn enters the game for M. Dellavedova,,107-86,,
2:38.0,Turnover by J. Parker (bad pass; steal by A. Bennett),,107-87,,
2:32.0,,,107-87,,R. Hollis-Jefferson misses 2-pt shot from 2 ft (block by T. Maker)
2:30.0,,,107-87,,Offensive rebound by Team
2:18.0,,,107-87,,R. Foye misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by J. Parker,,107-87,,
2:10.0,J. Parker makes 2-pt shot from 3 ft,2,109-87,,
1:53.0,,,109-87,,Turnover by C. McCullough (bad pass; steal by J. Parker)
1:44.0,T. Maker misses 3-pt shot from 23 ft,,109-87,,
1:42.0,,,109-87,,Defensive rebound by R. Foye
1:31.0,,,109-87,,A. Bennett misses 2-pt shot from 2 ft
1:29.0,Defensive rebound by Team,,109-87,,
1:20.0,J. Parker makes 2-pt shot from 3 ft,2,111-87,,
1:03.0,,,111-89,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft
0:50.0,Turnover by R. Vaughn (traveling),,111-89,,
0:31.0,,,111-91,2,Y. Ferrell makes 2-pt shot from 6 ft
0:07.0,Turnover by Team (shot clock),,111-91,,
0:01.0,,,111-93,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
