time,LA Lakers,pts.away,score,pts.home,Phoenix
6:12.0,Defensive rebound by D. Russell,,91-117,,
6:09.0,L. Williams misses 3-pt shot from 25 ft,,91-117,,
6:06.0,,,91-117,,Defensive rebound by E. Bledsoe
5:55.0,Personal foul by L. Williams,,91-117,,
5:55.0,Official timeout,,91-117,,
5:55.0,,,91-117,,L. Barbosa enters the game for E. Bledsoe
5:55.0,,,91-117,,T. Ulis enters the game for P. Tucker
5:55.0,N. Young enters the game for L. Deng,,91-117,,
5:55.0,B. Ingram enters the game for L. Williams,,91-117,,
5:50.0,,,91-117,,B. Knight misses 2-pt shot from 18 ft
5:46.0,Defensive rebound by N. Young,,91-117,,
5:35.0,Shooting foul by T. Ulis (drawn by D. Russell),,91-117,,
5:35.0,D. Russell makes free throw 1 of 2,1,92-117,,
5:35.0,D. Russell makes free throw 2 of 2,1,93-117,,
5:20.0,,,93-117,,Turnover by A. Len (lost ball; steal by J. Randle)
5:20.0,,,93-117,,Personal foul by A. Len (drawn by J. Randle)
5:20.0,J. Randle makes free throw 1 of 2,1,94-117,,
5:20.0,J. Randle makes free throw 2 of 2,1,95-117,,
5:09.0,Personal foul by J. Randle (drawn by B. Knight),,95-117,,
5:07.0,,,95-117,,Offensive foul by A. Len
5:07.0,,,95-117,,Turnover by A. Len (offensive foul)
4:52.0,D. Russell misses 2-pt shot from 10 ft (block by A. Len),,95-117,,
4:49.0,,,95-117,,Defensive rebound by B. Knight
4:47.0,,,95-119,2,B. Knight makes 2-pt shot from 1 ft
4:37.0,Shooting foul by A. Len (drawn by B. Ingram),,95-119,,
4:37.0,B. Ingram makes free throw 1 of 2,1,96-119,,
4:37.0,B. Ingram misses free throw 2 of 2,,96-119,,
4:37.0,,,95-119,,A. Williams enters the game for A. Len
4:35.0,,,96-119,,Defensive rebound by A. Williams
4:23.0,,,96-121,2,B. Knight makes 2-pt shot from 1 ft (assist by L. Barbosa)
4:15.0,J. Clarkson misses 3-pt shot from 24 ft,,96-121,,
4:13.0,,,96-121,,Defensive rebound by A. Williams
4:09.0,,,96-123,2,T. Ulis makes 2-pt shot from 10 ft (assist by A. Williams)
3:49.0,J. Clarkson misses 3-pt shot from 25 ft,,96-123,,
3:49.0,,,96-123,,Defensive rebound by Team
3:49.0,,,96-123,,D. Jones enters the game for J. Dudley
3:39.0,,,96-125,2,L. Barbosa makes 2-pt shot at rim
3:24.0,J. Clarkson misses 2-pt shot from 3 ft,,96-125,,
3:22.0,,,96-125,,Defensive rebound by A. Williams
3:16.0,,,96-125,,Turnover by T. Ulis (bad pass; steal by N. Young)
3:09.0,J. Randle misses 2-pt shot from 7 ft,,96-125,,
3:08.0,,,96-125,,Defensive rebound by A. Williams
3:04.0,,,96-127,2,L. Barbosa makes 2-pt shot at rim (assist by T. Ulis)
3:04.0,LA Lakers full timeout,,96-127,,
2:52.0,B. Ingram misses 2-pt shot from 1 ft,,96-127,,
2:49.0,,,96-127,,Defensive rebound by D. Jones
2:46.0,,,96-127,,B. Knight misses 2-pt shot from 2 ft (block by D. Russell)
2:43.0,,,96-127,,Offensive rebound by D. Jones
2:43.0,,,96-129,2,D. Jones makes 2-pt shot at rim
2:34.0,D. Russell makes 3-pt shot from 26 ft,3,99-129,,
2:22.0,,,99-131,2,D. Jones makes 2-pt shot at rim (assist by T. Ulis)
2:09.0,D. Russell misses 2-pt shot at rim,,99-131,,
2:06.0,,,99-131,,Defensive rebound by A. Williams
2:02.0,,,99-133,2,B. Knight makes 2-pt shot at rim (assist by T. Ulis)
2:02.0,LA Lakers full timeout,,99-133,,
1:51.0,D. Russell misses 2-pt shot from 18 ft,,99-133,,
1:49.0,,,99-133,,Defensive rebound by A. Williams
1:36.0,,,99-133,,A. Williams misses 2-pt shot from 7 ft
1:33.0,Defensive rebound by N. Young,,99-133,,
1:19.0,J. Randle misses 2-pt shot from 9 ft,,99-133,,
1:19.0,,,99-133,,Defensive rebound by Team
1:19.0,Loose ball foul by J. Clarkson (drawn by B. Knight),,99-133,,
1:03.0,,,99-135,2,D. Jones makes 2-pt shot at rim (assist by T. Ulis)
0:55.0,D. Russell makes 2-pt shot from 9 ft,2,101-135,,
0:31.0,,,101-137,2,A. Williams makes 2-pt shot from 8 ft (assist by L. Barbosa)
0:18.0,D. Russell misses 3-pt shot from 25 ft,,101-137,,
0:17.0,,,101-137,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
