time,Houston,pts.away,score,pts.home,Oklahoma City
6:55.0,J. Harden misses 3-pt shot from 26 ft,,93-84,,
6:54.0,,,93-84,,Defensive rebound by Team
6:52.0,T. Ariza enters the game for C. Brewer,,93-84,,
6:41.0,,,93-86,2,R. Westbrook makes 2-pt shot from 1 ft
6:41.0,Houston full timeout,,93-86,,
6:41.0,R. Anderson enters the game for S. Dekker,,93-86,,
6:41.0,,,93-86,,V. Oladipo enters the game for E. Kanter
6:24.0,R. Anderson misses 3-pt shot from 22 ft,,93-86,,
6:24.0,,,93-86,,Defensive rebound by A. Roberson
6:13.0,,,93-86,,R. Westbrook misses 2-pt shot at rim
6:12.0,,,93-86,,Offensive rebound by A. Roberson
6:09.0,,,93-89,3,A. Morrow makes 3-pt shot from 24 ft (assist by A. Roberson)
5:50.0,C. Capela misses 2-pt shot at rim (block by J. Grant),,93-89,,
5:49.0,,,93-89,,Defensive rebound by V. Oladipo
5:39.0,,,93-89,,R. Westbrook misses 2-pt shot from 2 ft
5:39.0,Defensive rebound by R. Anderson,,93-89,,
5:37.0,N. Hilario enters the game for C. Capela,,93-89,,
5:37.0,Jump ball: R. Anderson vs. R. Westbrook (N. Hilario gains possession),,,,Jump ball: R. Anderson vs. R. Westbrook (N. Hilario gains possession)
5:24.0,Shooting foul by R. Westbrook (drawn by N. Hilario),,93-89,,
5:24.0,N. Hilario misses free throw 1 of 2,,93-89,,
5:24.0,Offensive rebound by Team,,93-89,,
5:24.0,N. Hilario makes free throw 2 of 2,1,94-89,,
5:24.0,,,93-89,,E. Kanter enters the game for A. Morrow
5:07.0,,,94-89,,V. Oladipo misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by R. Anderson,,94-89,,
4:55.0,N. Hilario misses 2-pt shot from 1 ft (block by J. Grant),,94-89,,
4:55.0,Offensive rebound by Team,,94-89,,
4:55.0,P. Beverley enters the game for E. Gordon,,94-89,,
4:53.0,Offensive charge foul by N. Hilario,,94-89,,
4:53.0,Turnover by N. Hilario (offensive foul),,94-89,,
4:32.0,,,94-89,,R. Westbrook misses 3-pt shot from 25 ft
4:31.0,Defensive rebound by Team,,94-89,,
4:31.0,M. Harrell enters the game for N. Hilario,,94-89,,
4:07.0,J. Harden misses 3-pt shot from 25 ft,,94-89,,
4:06.0,,,94-89,,Defensive rebound by A. Roberson
3:55.0,,,94-89,,Shooting foul by M. Harrell (drawn by A. Roberson)
3:55.0,,,94-90,1,A. Roberson makes free throw 1 of 2
3:55.0,,,94-90,,A. Roberson misses free throw 2 of 2
3:55.0,Defensive rebound by J. Harden,,94-90,,
3:55.0,,,94-90,,A. Morrow enters the game for E. Kanter
3:44.0,J. Harden misses 2-pt shot from 1 ft (block by J. Grant),,94-90,,
3:43.0,,,94-90,,Defensive rebound by Team
3:42.0,Personal foul by P. Beverley (drawn by R. Westbrook),,94-90,,
3:42.0,E. Gordon enters the game for M. Harrell,,94-90,,
3:34.0,,,94-90,,R. Westbrook misses 3-pt shot from 25 ft
3:32.0,Defensive rebound by T. Ariza,,94-90,,
3:22.0,Turnover by J. Harden (bad pass; steal by R. Westbrook),,94-90,,
3:22.0,Clear path foul by R. Anderson,,94-90,,
3:22.0,,,94-91,1,R. Westbrook makes clear path free throw 1 of 2
3:22.0,,,94-92,1,R. Westbrook makes clear path free throw 2 of 2
3:13.0,,,94-92,,R. Westbrook misses 2-pt shot from 13 ft
3:12.0,Defensive rebound by P. Beverley,,94-92,,
3:02.0,J. Harden makes 2-pt shot from 2 ft,2,96-92,,
2:46.0,,,96-94,2,R. Westbrook makes 2-pt shot from 2 ft
2:46.0,,,96-94,,Shooting foul by J. Harden (drawn by R. Westbrook)
2:46.0,,,96-94,,Oklahoma City full timeout
2:46.0,,,96-95,1,R. Westbrook makes free throw 1 of 1
2:37.0,Shooting foul by A. Roberson (drawn by J. Harden),,96-95,,
2:37.0,J. Harden makes free throw 1 of 2,1,97-95,,
2:37.0,J. Harden makes free throw 2 of 2,1,98-95,,
2:26.0,,,98-95,,V. Oladipo misses 3-pt shot from 23 ft
2:26.0,Defensive rebound by J. Harden,,98-95,,
2:01.0,E. Gordon misses 2-pt shot from 2 ft (block by J. Grant),,98-95,,
2:00.0,,,98-95,,Defensive rebound by V. Oladipo
1:47.0,,,98-97,2,R. Westbrook makes 2-pt shot from 10 ft
1:47.0,,,98-97,,Shooting foul by J. Harden (drawn by R. Westbrook)
1:47.0,,,98-97,,R. Westbrook misses free throw 1 of 1
1:46.0,,,98-97,,Offensive rebound by A. Morrow
1:30.0,,,98-97,,R. Westbrook misses 2-pt shot from 2 ft
1:30.0,Defensive rebound by J. Harden,,98-97,,
1:09.0,J. Harden misses 3-pt shot from 25 ft,,98-97,,
1:09.0,Offensive rebound by R. Anderson,,98-97,,
1:08.0,R. Anderson makes 2-pt shot from 1 ft,2,100-97,,
0:54.0,Personal foul by P. Beverley (drawn by R. Westbrook),,100-97,,
0:54.0,,,100-98,1,R. Westbrook makes free throw 1 of 2
0:54.0,,,100-99,1,R. Westbrook makes free throw 2 of 2
0:34.0,Turnover by J. Harden (lost ball; steal by R. Westbrook),,100-99,,
0:29.0,,,100-99,,V. Oladipo misses 2-pt shot at rim
0:29.0,,,100-99,,Offensive rebound by Team
0:29.0,,,100-99,,Oklahoma City full timeout
0:28.0,N. Hilario enters the game for R. Anderson,,100-99,,
0:20.0,,,100-99,,R. Westbrook misses 2-pt shot from 1 ft
0:18.0,,,100-99,,Offensive rebound by Team
0:18.0,,,100-99,,S. Adams enters the game for J. Grant
0:07.0,,,100-99,,R. Westbrook misses 3-pt shot from 25 ft
0:06.0,Defensive rebound by T. Ariza,,100-99,,
0:06.0,,,100-99,,Personal foul by A. Roberson (drawn by T. Ariza)
0:06.0,T. Ariza makes free throw 1 of 2,1,101-99,,
0:06.0,T. Ariza makes free throw 2 of 2,1,102-99,,
0:06.0,,,102-99,,Oklahoma City full timeout
0:06.0,,,101-99,,D. Sabonis enters the game for A. Morrow
0:06.0,,,102-99,,A. Morrow enters the game for A. Roberson
0:03.0,,,102-99,,A. Morrow misses 3-pt shot from 23 ft
0:02.0,Defensive rebound by P. Beverley,,102-99,,
0:00.0,P. Beverley misses 3-pt shot from 61 ft,,102-99,,
0:00.0,Offensive rebound by Team,,102-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
