time,LA Lakers,pts.away,score,pts.home,Memphis
2:30.0,,,97-101,3,T. Daniels makes 3-pt shot from 25 ft (assist by T. Allen)
2:05.0,T. Mozgov misses 2-pt shot from 14 ft,,97-101,,
2:03.0,,,97-101,,Defensive rebound by T. Allen
1:47.0,,,97-101,,Turnover by T. Allen (traveling)
1:30.0,J. Clarkson misses 2-pt shot from 9 ft,,97-101,,
1:30.0,,,97-101,,Defensive rebound by T. Allen
1:15.0,,,97-103,2,M. Gasol makes 2-pt shot from 7 ft (assist by A. Harrison)
1:15.0,LA Lakers full timeout,,97-103,,
1:15.0,L. Deng enters the game for T. Mozgov,,97-103,,
1:07.0,L. Williams misses 3-pt shot from 25 ft,,97-103,,
1:07.0,,,97-103,,Defensive rebound by M. Gasol
0:55.0,,,97-103,,Turnover by A. Harrison (lost ball)
0:55.0,,,97-103,,Loose ball foul by A. Harrison (drawn by L. Deng)
0:52.0,Shooting foul by T. Allen,,97-103,,
0:52.0,L. Williams makes 2-pt shot from 12 ft,2,99-103,,
0:52.0,L. Williams makes free throw 1 of 1,1,100-103,,
0:52.0,,,100-103,,Memphis full timeout
0:36.0,,,100-103,,T. Allen misses 2-pt shot from 2 ft (block by L. Deng)
0:35.0,,,100-103,,Offensive rebound by T. Allen
0:31.0,,,100-103,,J. Green misses 3-pt shot from 24 ft
0:30.0,Defensive rebound by Team,,100-103,,
0:29.0,,,100-103,,J. Martin enters the game for T. Daniels
0:21.0,L. Williams misses 3-pt shot from 23 ft,,100-103,,
0:19.0,,,100-103,,Defensive rebound by J. Green
0:18.0,Personal take foul by L. Deng (drawn by J. Green),,100-103,,
0:18.0,,,100-103,,Memphis full timeout
0:18.0,,,100-103,,T. Daniels enters the game for J. Martin
0:16.0,,,100-103,,Turnover by T. Allen (bad pass; steal by L. Deng)
0:06.0,Shooting foul by M. Gasol (drawn by J. Randle),,100-103,,
0:06.0,J. Randle misses free throw 1 of 3,,100-103,,
0:06.0,Offensive rebound by Team,,100-103,,
0:06.0,J. Randle misses free throw 2 of 3,,100-103,,
0:06.0,Offensive rebound by Team,,100-103,,
0:06.0,J. Randle misses free throw 3 of 3,,100-103,,
0:06.0,,,100-103,,J. Martin enters the game for T. Daniels
0:05.0,Offensive rebound by J. Clarkson,,100-103,,
0:01.0,J. Clarkson misses 3-pt shot from 24 ft,,100-103,,
0:00.0,,,100-103,,Defensive rebound by M. Gasol
0:00.0,End of 4th quarter,,,,End of 4th quarter
