time,Chicago,pts.away,score,pts.home,Brooklyn
8:17.0,D. Wade misses 2-pt shot from 15 ft,,98-75,,
8:16.0,,,98-75,,Defensive rebound by J. Harris
8:06.0,,,98-75,,A. Bennett misses 3-pt shot from 24 ft
8:05.0,Defensive rebound by D. Wade,,98-75,,
7:48.0,N. Mirotic makes 2-pt shot from 12 ft,2,100-75,,
7:32.0,,,100-75,,I. Whitehead misses 2-pt shot from 2 ft
7:31.0,Defensive rebound by D. McDermott,,100-75,,
7:17.0,N. Mirotic misses 3-pt shot from 25 ft,,100-75,,
7:16.0,,,100-75,,Defensive rebound by A. Bennett
7:09.0,,,100-75,,A. Bennett misses 3-pt shot from 24 ft
7:07.0,Defensive rebound by N. Mirotic,,100-75,,
7:01.0,Chicago full timeout,,100-75,,
7:01.0,D. Valentine enters the game for D. Wade,,100-75,,
6:49.0,I. Canaan misses 2-pt shot from 3 ft,,100-75,,
6:48.0,Offensive rebound by I. Canaan,,100-75,,
6:26.0,C. Felicio makes 2-pt shot from 3 ft (assist by I. Canaan),2,102-75,,
6:15.0,,,102-75,,A. Bennett misses 2-pt shot from 19 ft
6:14.0,Defensive rebound by N. Mirotic,,102-75,,
6:04.0,D. Valentine makes 3-pt shot from 24 ft (assist by N. Mirotic),3,105-75,,
5:44.0,,,105-77,2,J. Harris makes 2-pt shot from 11 ft (assist by R. Hollis-Jefferson)
5:31.0,D. McDermott makes 2-pt shot from 20 ft (assist by I. Canaan),2,107-77,,
5:21.0,,,107-79,2,A. Bennett makes 2-pt shot at rim (assist by I. Whitehead)
4:55.0,I. Canaan makes 2-pt shot from 15 ft,2,109-79,,
4:39.0,,,109-79,,R. Hollis-Jefferson misses 2-pt shot from 2 ft (block by N. Mirotic)
4:36.0,,,109-79,,Offensive rebound by C. McCullough
4:35.0,,,109-79,,C. McCullough misses 2-pt shot at rim
4:34.0,Defensive rebound by N. Mirotic,,109-79,,
4:25.0,N. Mirotic makes 3-pt shot from 25 ft (assist by I. Canaan),3,112-79,,
4:25.0,,,112-79,,Brooklyn full timeout
4:25.0,B. Portis enters the game for D. McDermott,,112-79,,
4:25.0,P. Zipser enters the game for N. Mirotic,,112-79,,
4:25.0,,,112-79,,S. Kilpatrick enters the game for J. Harris
4:11.0,,,112-79,,Turnover by I. Whitehead (bad pass)
3:49.0,Turnover by Team (back court),,112-79,,
3:33.0,,,112-82,3,A. Bennett makes 3-pt shot from 22 ft (assist by R. Hollis-Jefferson)
3:12.0,C. Felicio misses 2-pt shot from 19 ft,,112-82,,
3:11.0,,,112-82,,Defensive rebound by I. Whitehead
3:06.0,,,112-84,2,I. Whitehead makes 2-pt shot from 2 ft
2:46.0,D. Valentine misses 3-pt shot from 25 ft,,112-84,,
2:45.0,Offensive rebound by P. Zipser,,112-84,,
2:29.0,B. Portis makes 2-pt shot from 10 ft,2,114-84,,
2:13.0,,,114-84,,S. Kilpatrick misses 3-pt shot from 23 ft
2:11.0,Defensive rebound by I. Canaan,,114-84,,
2:03.0,P. Zipser misses 2-pt shot from 20 ft,,114-84,,
2:02.0,Offensive rebound by B. Portis,,114-84,,
2:00.0,B. Portis makes 2-pt shot from 2 ft,2,116-84,,
1:45.0,,,116-84,,Shooting foul by C. Felicio (drawn by S. Kilpatrick)
1:45.0,,,116-85,1,S. Kilpatrick makes free throw 1 of 2
1:45.0,,,116-86,1,S. Kilpatrick makes free throw 2 of 2
1:30.0,Turnover by B. Portis (traveling),,116-86,,
1:17.0,,,116-86,,C. McCullough misses 3-pt shot from 24 ft
1:16.0,,,116-86,,Offensive rebound by Team
1:13.0,,,116-86,,A. Bennett misses 3-pt shot from 25 ft
1:10.0,,,116-86,,Offensive rebound by I. Whitehead
1:08.0,Jump ball: I. Whitehead vs. P. Zipser (C. Felicio gains possession),,,,Jump ball: I. Whitehead vs. P. Zipser (C. Felicio gains possession)
1:08.0,,,116-86,,Turnover by I. Whitehead (lost ball; steal by P. Zipser)
0:59.0,D. Valentine misses 3-pt shot from 26 ft,,116-86,,
0:58.0,Offensive rebound by B. Portis,,116-86,,
0:46.0,B. Portis misses 2-pt shot from 15 ft,,116-86,,
0:44.0,,,116-86,,Defensive rebound by C. McCullough
0:31.0,,,116-86,,I. Whitehead misses 2-pt shot from 6 ft (block by D. Valentine)
0:28.0,Defensive rebound by P. Zipser,,116-86,,
0:26.0,B. Portis makes 2-pt shot from 3 ft (assist by P. Zipser),2,118-86,,
0:14.0,Personal foul by D. Valentine (drawn by S. Kilpatrick),,118-86,,
0:14.0,,,118-87,1,S. Kilpatrick makes free throw 1 of 2
0:14.0,,,118-88,1,S. Kilpatrick makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
