time,Memphis,pts.away,score,pts.home,Dallas
1:32.0,,,80-59,,Defensive rebound by J. Gibson
1:18.0,,,80-59,,Shooting foul by D. Davis (drawn by N. Brussino)
1:18.0,,,80-60,1,N. Brussino makes free throw 1 of 2
1:18.0,,,80-61,1,N. Brussino makes free throw 2 of 2
1:03.0,J. Martin misses 2-pt shot from 2 ft (block by D. Finney-Smith),,80-61,,
1:01.0,Offensive rebound by J. Martin,,80-61,,
0:53.0,A. Harrison misses 3-pt shot from 26 ft,,80-61,,
0:53.0,,,80-61,,Defensive rebound by A. Hammons
0:47.0,,,80-61,,Turnover by J. Anderson (lost ball)
0:34.0,Turnover by T. Williams (traveling),,80-61,,
0:25.0,,,80-64,3,N. Brussino makes 3-pt shot from 25 ft (assist by J. Gibson)
0:01.0,Turnover by Team (shot clock),,80-64,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
