time,Toronto,pts.away,score,pts.home,Detroit
1:56.0,,,82-74,,R. Jackson enters the game for I. Smith
1:47.0,,,83-74,,K. Caldwell-Pope misses 3-pt shot from 25 ft
1:45.0,Defensive rebound by D. DeRozan,,83-74,,
1:38.0,Shooting foul by A. Drummond (drawn by D. DeRozan),,83-74,,
1:38.0,D. DeRozan makes free throw 1 of 2,1,84-74,,
1:38.0,D. DeRozan makes free throw 2 of 2,1,85-74,,
1:38.0,,,85-74,,Detroit full timeout
1:38.0,,,84-74,,T. Harris enters the game for A. Drummond
1:38.0,,,85-74,,A. Baynes enters the game for J. Leuer
1:31.0,,,85-74,,K. Caldwell-Pope misses 3-pt shot from 26 ft
1:30.0,Defensive rebound by C. Joseph,,85-74,,
1:17.0,C. Joseph misses 3-pt shot from 23 ft,,85-74,,
1:17.0,,,85-74,,Defensive rebound by Team
1:17.0,Loose ball foul by P. Tucker (drawn by R. Jackson),,85-74,,
1:17.0,,,85-75,1,R. Jackson makes free throw 1 of 2
1:17.0,,,85-75,,R. Jackson misses free throw 2 of 2
1:16.0,Defensive rebound by S. Ibaka,,85-75,,
0:58.0,Offensive foul by C. Joseph,,85-75,,
0:58.0,Turnover by C. Joseph (offensive foul),,85-75,,
0:58.0,,,85-75,,J. Leuer enters the game for A. Baynes
0:44.0,,,85-75,,M. Morris misses 3-pt shot from 25 ft
0:43.0,Defensive rebound by C. Joseph,,85-75,,
0:24.0,Toronto full timeout,,85-75,,
0:20.0,Shooting foul by R. Jackson (drawn by D. DeRozan),,85-75,,
0:20.0,D. DeRozan makes free throw 1 of 2,1,86-75,,
0:20.0,D. DeRozan makes free throw 2 of 2,1,87-75,,
0:14.0,,,87-75,,R. Jackson misses 2-pt shot from 2 ft
0:13.0,Defensive rebound by P. Tucker,,87-75,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
