time,Utah,pts.away,score,pts.home,San Antonio
0:31.0,R. Gobert misses free throw 2 of 2,,103-107,,
0:31.0,,,103-107,,Defensive rebound by K. Anderson
0:25.0,Personal take foul by S. Mack (drawn by T. Parker),,103-107,,
0:25.0,,,103-108,1,T. Parker makes free throw 1 of 2
0:25.0,,,103-109,1,T. Parker makes free throw 2 of 2
0:16.0,J. Ingles misses 3-pt shot from 25 ft,,103-109,,
0:15.0,Offensive rebound by G. Hayward,,103-109,,
0:10.0,J. Johnson misses 3-pt shot from 24 ft,,103-109,,
0:10.0,,,103-109,,Defensive rebound by P. Gasol
0:00.0,End of 4th quarter,,,,End of 4th quarter
