time,Washington,pts.away,score,pts.home,Philadelphia
4:08.0,,,89-99,,E. Ilyasova misses 3-pt shot from 24 ft
4:07.0,Defensive rebound by M. Gortat,,89-99,,
4:02.0,,,89-99,,Shooting block foul by E. Ilyasova (drawn by J. Wall)
4:02.0,J. Wall makes free throw 1 of 2,1,90-99,,
4:02.0,J. Wall makes free throw 2 of 2,1,91-99,,
3:41.0,,,91-101,2,G. Henderson makes 2-pt shot from 14 ft
3:28.0,J. Wall makes 2-pt shot from 7 ft,2,93-101,,
3:20.0,,,93-101,,Turnover by R. Covington (bad pass; steal by J. Wall)
3:12.0,J. Wall misses 2-pt shot from 2 ft,,93-101,,
3:11.0,,,93-101,,Defensive rebound by T. McConnell
3:10.0,Personal foul by M. Thornton (drawn by G. Henderson),,93-101,,
3:10.0,O. Porter enters the game for T. Satoransky,,93-101,,
2:56.0,,,93-101,,Offensive foul by J. Okafor
2:56.0,,,93-101,,Turnover by J. Okafor (offensive foul)
2:56.0,Washington full timeout,,93-101,,
2:56.0,,,93-101,,D. Saric enters the game for J. Okafor
2:48.0,,,93-101,,Personal block foul by T. McConnell (drawn by J. Wall)
2:48.0,J. Wall misses free throw 1 of 2,,93-101,,
2:48.0,Offensive rebound by Team,,93-101,,
2:48.0,J. Wall makes free throw 2 of 2,1,94-101,,
2:48.0,,,93-101,,H. Thompson enters the game for R. Covington
2:36.0,,,94-101,,T. McConnell misses 2-pt shot from 1 ft (block by O. Porter)
2:35.0,,,94-101,,Offensive rebound by Team
2:28.0,,,94-103,2,G. Henderson makes 2-pt shot from 1 ft
2:16.0,J. Wall makes 2-pt shot from 3 ft,2,96-103,,
2:02.0,,,96-103,,D. Saric misses 3-pt shot from 24 ft
2:01.0,Defensive rebound by O. Porter,,96-103,,
2:01.0,,,96-103,,Loose ball foul by E. Ilyasova (drawn by O. Porter)
2:01.0,O. Porter makes free throw 1 of 2,1,97-103,,
2:01.0,O. Porter makes free throw 2 of 2,1,98-103,,
1:36.0,,,98-103,,G. Henderson misses 2-pt shot from 17 ft
1:34.0,Defensive rebound by O. Porter,,98-103,,
1:30.0,J. Wall misses 2-pt shot from 4 ft (block by G. Henderson),,98-103,,
1:29.0,Offensive rebound by Team,,98-103,,
1:29.0,,,98-103,,Loose ball foul by E. Ilyasova (drawn by J. Wall)
1:29.0,J. Wall makes free throw 1 of 2,1,99-103,,
1:29.0,J. Wall makes free throw 2 of 2,1,100-103,,
1:29.0,,,100-103,,Philadelphia full timeout
1:29.0,,,98-103,,R. Holmes enters the game for E. Ilyasova
1:10.0,,,100-106,3,R. Holmes makes 3-pt shot from 24 ft (assist by G. Henderson)
1:05.0,J. Wall makes 2-pt shot from 16 ft,2,102-106,,
0:54.0,,,102-106,,D. Saric misses 3-pt shot from 26 ft
0:53.0,Defensive rebound by O. Porter,,102-106,,
0:45.0,M. Morris misses 3-pt shot from 23 ft,,102-106,,
0:45.0,,,102-106,,Defensive rebound by D. Saric
0:26.0,Personal foul by O. Porter (drawn by G. Henderson),,102-106,,
0:26.0,,,102-106,,Philadelphia full timeout
0:26.0,,,102-106,,N. Stauskas enters the game for R. Holmes
0:26.0,,,102-106,,S. Rodriguez enters the game for T. McConnell
0:26.0,,,102-106,,R. Covington enters the game for H. Thompson
0:26.0,T. Satoransky enters the game for M. Gortat,,102-106,,
0:18.0,Personal foul by T. Satoransky (drawn by S. Rodriguez),,102-106,,
0:18.0,,,102-107,1,S. Rodriguez makes free throw 1 of 2
0:18.0,,,102-108,1,S. Rodriguez makes free throw 2 of 2
0:18.0,Washington full timeout,,102-108,,
0:18.0,M. Gortat enters the game for O. Porter,,102-107,,
0:18.0,O. Porter enters the game for T. Satoransky,,102-108,,
0:18.0,,,102-108,,T. McConnell enters the game for S. Rodriguez
0:14.0,M. Thornton misses 3-pt shot from 26 ft,,102-108,,
0:14.0,Offensive rebound by Team,,102-108,,
0:12.0,O. Porter misses 3-pt shot from 23 ft,,102-108,,
0:11.0,Offensive rebound by Team,,102-108,,
0:07.0,M. Morris misses 3-pt shot from 25 ft,,102-108,,
0:05.0,,,102-108,,Defensive rebound by T. McConnell
0:01.0,,,102-108,,Shooting foul by J. Wall (drawn by D. Saric)
0:01.0,,,102-108,,D. Saric misses free throw 1 of 2
0:01.0,,,102-108,,Offensive rebound by Team
0:01.0,,,102-109,1,D. Saric makes free throw 2 of 2
0:01.0,S. Mac enters the game for J. Wall,,102-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
