time,Miami,pts.away,score,pts.home,Cleveland
1:19.0,W. Ellington makes 3-pt shot from 26 ft (assist by R. McGruder),3,84-111,,
1:08.0,,,84-111,,K. Felder misses 2-pt shot from 1 ft
1:08.0,,,84-111,,Offensive rebound by Team
1:00.0,,,84-111,,J. McRae misses 2-pt shot at rim (block by W. Reed)
0:58.0,Defensive rebound by W. Reed,,84-111,,
0:54.0,W. Ellington misses 3-pt shot from 26 ft,,84-111,,
0:54.0,,,84-111,,Defensive rebound by C. Andersen
0:47.0,,,84-114,3,M. Dunleavy makes 3-pt shot from 23 ft (assist by K. Felder)
0:30.0,R. McGruder misses 3-pt shot from 24 ft,,84-114,,
0:29.0,Offensive rebound by W. Reed,,84-114,,
0:23.0,W. Reed misses 2-pt shot from 3 ft (block by C. Andersen),,84-114,,
0:23.0,Offensive rebound by Team,,84-114,,
0:23.0,Turnover by Team (shot clock),,84-114,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
