time,LA Lakers,pts.away,score,pts.home,New Orleans
3:05.0,,,81-100,,Defensive rebound by T. Jones
2:44.0,,,81-100,,A. Davis misses 2-pt shot from 2 ft
2:44.0,Defensive rebound by M. Huertas,,81-100,,
2:38.0,Shooting foul by T. Jones (drawn by M. Huertas),,81-100,,
2:38.0,LA Lakers full timeout,,81-100,,
2:38.0,M. Huertas misses free throw 1 of 2,,81-100,,
2:38.0,Offensive rebound by Team,,81-100,,
2:38.0,M. Huertas misses free throw 2 of 2,,81-100,,
2:35.0,Offensive rebound by T. Black,,81-100,,
2:28.0,B. Ingram misses 2-pt shot from 19 ft,,81-100,,
2:27.0,Offensive rebound by T. Robinson,,81-100,,
2:26.0,T. Robinson misses 2-pt shot at rim,,81-100,,
2:20.0,,,81-100,,Defensive rebound by A. Brown
2:03.0,,,81-100,,J. Holiday misses 3-pt shot from 26 ft
2:01.0,,,81-100,,Offensive rebound by A. Davis
1:40.0,,,81-100,,Shooting foul by M. Huertas (drawn by A. Davis)
1:40.0,,,81-101,1,A. Davis makes free throw 1 of 2
1:40.0,,,81-102,1,A. Davis makes free throw 2 of 2
1:40.0,,,81-101,,L. Galloway enters the game for J. Holiday
1:28.0,,,81-102,,Personal take foul by A. Davis (drawn by T. Black)
1:28.0,T. Black misses free throw 1 of 2,,81-102,,
1:28.0,Offensive rebound by Team,,81-102,,
1:28.0,T. Black makes free throw 2 of 2,1,82-102,,
1:28.0,,,81-102,,S. Hill enters the game for A. Davis
1:28.0,,,81-102,,C. Diallo enters the game for T. Jones
1:28.0,,,81-102,,B. Hield enters the game for T. Frazier
1:14.0,,,82-102,,Turnover by A. Brown (lost ball; steal by M. World Peace)
1:10.0,M. World Peace makes 2-pt shot from 2 ft,2,84-102,,
0:55.0,,,84-102,,A. Brown misses 2-pt shot from 16 ft
0:54.0,Defensive rebound by M. World Peace,,84-102,,
0:48.0,Shooting foul by S. Hill (drawn by T. Robinson),,84-102,,
0:48.0,T. Robinson makes free throw 1 of 2,1,85-102,,
0:48.0,T. Robinson makes free throw 2 of 2,1,86-102,,
0:48.0,,,86-102,,B. Hield misses 3-pt shot from 26 ft
0:31.0,,,86-102,,Offensive rebound by A. Brown
0:12.0,,,86-105,3,A. Brown makes 3-pt shot from 27 ft
0:03.0,T. Black makes 2-pt shot from 2 ft (assist by B. Ingram),2,88-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
