time,Boston,pts.away,score,pts.home,Washington
7:20.0,A. Johnson makes free throw 1 of 1,1,78-101,,
7:20.0,,,77-101,,J. Smith enters the game for M. Gortat
7:01.0,,,78-101,,O. Porter misses 2-pt shot from 19 ft
7:00.0,Defensive rebound by A. Johnson,,78-101,,
6:49.0,J. Young makes 3-pt shot from 24 ft (assist by A. Johnson),3,81-101,,
6:48.0,,,81-101,,Washington full timeout
6:48.0,,,81-101,,Technical foul by Team
6:48.0,G. Green makes technical free throw,1,82-101,,
6:30.0,,,82-101,,B. Bogdanovic misses 2-pt shot from 2 ft
6:29.0,Defensive rebound by K. Olynyk,,82-101,,
6:11.0,J. Young misses 3-pt shot from 26 ft,,82-101,,
6:10.0,,,82-101,,Defensive rebound by B. Bogdanovic
6:03.0,Personal foul by J. Brown (drawn by T. Burke),,82-101,,
6:03.0,T. Zeller enters the game for K. Olynyk,,82-101,,
5:52.0,,,82-101,,T. Burke misses 2-pt shot from 16 ft
5:51.0,Defensive rebound by T. Zeller,,82-101,,
5:45.0,G. Green misses 2-pt shot from 17 ft,,82-101,,
5:44.0,,,82-101,,Defensive rebound by O. Porter
5:44.0,Personal foul by T. Zeller (drawn by O. Porter),,82-101,,
5:30.0,,,82-103,2,B. Bogdanovic makes 2-pt shot from 1 ft (assist by O. Porter)
5:16.0,J. Brown makes 2-pt shot at rim,2,84-103,,
5:03.0,Personal foul by J. Brown (drawn by T. Burke),,84-103,,
5:03.0,,,84-103,,S. Mac enters the game for O. Porter
4:52.0,,,84-103,,Shooting foul by A. Johnson (drawn by B. Bogdanovic)
4:52.0,,,84-104,1,B. Bogdanovic makes free throw 1 of 3
4:52.0,,,84-105,1,B. Bogdanovic makes free throw 2 of 3
4:52.0,,,84-106,1,B. Bogdanovic makes free throw 3 of 3
4:35.0,Turnover by J. Young (bad pass),,84-106,,
4:28.0,,,84-106,,T. Satoransky misses 2-pt shot from 12 ft
4:27.0,Defensive rebound by G. Green,,84-106,,
4:10.0,A. Johnson misses 2-pt shot from 7 ft,,84-106,,
4:09.0,,,84-106,,Defensive rebound by B. Bogdanovic
3:58.0,,,84-108,2,J. Smith makes 2-pt shot from 5 ft (assist by T. Satoransky)
3:42.0,,,84-108,,Personal foul by T. Burke (drawn by J. Brown)
3:38.0,Shooting foul by J. Smith (drawn by J. Brown),,84-108,,
3:38.0,J. Brown makes 2-pt shot from 4 ft (assist by J. Young),2,86-108,,
3:38.0,J. Brown misses free throw 1 of 1,,86-108,,
3:37.0,Offensive rebound by J. Brown,,86-108,,
3:33.0,J. Brown makes 2-pt shot from 2 ft,2,88-108,,
3:11.0,,,88-108,,T. Satoransky misses 2-pt shot from 2 ft
3:10.0,Defensive rebound by A. Johnson,,88-108,,
3:02.0,G. Green misses 2-pt shot from 19 ft,,88-108,,
3:01.0,Offensive rebound by A. Johnson,,88-108,,
2:58.0,Shooting foul by J. Smith (drawn by T. Zeller),,88-108,,
2:58.0,Official timeout,,88-108,,
2:58.0,T. Zeller makes free throw 1 of 2,1,89-108,,
2:58.0,T. Zeller misses free throw 2 of 2,,89-108,,
2:57.0,,,89-108,,Defensive rebound by B. Bogdanovic
2:42.0,,,89-108,,T. Burke misses 3-pt shot from 25 ft
2:41.0,Defensive rebound by T. Zeller,,89-108,,
2:20.0,T. Zeller misses 2-pt shot at rim,,89-108,,
2:19.0,,,89-108,,Defensive rebound by B. Bogdanovic
2:00.0,,,89-111,3,S. Mac makes 3-pt shot from 24 ft (assist by T. Satoransky)
1:47.0,T. Zeller misses 2-pt shot from 14 ft,,89-111,,
1:47.0,,,89-111,,Defensive rebound by B. Bogdanovic
1:36.0,,,89-114,3,S. Mac makes 3-pt shot from 29 ft (assist by T. Burke)
1:19.0,J. Brown misses 3-pt shot from 27 ft,,89-114,,
1:18.0,,,89-114,,Defensive rebound by T. Satoransky
1:11.0,,,89-114,,B. Bogdanovic misses 3-pt shot from 25 ft
1:10.0,Defensive rebound by G. Green,,89-114,,
1:02.0,G. Green misses 3-pt shot from 28 ft,,89-114,,
1:01.0,,,89-114,,Defensive rebound by J. Smith
0:52.0,,,89-116,2,S. Mac makes 2-pt shot from 1 ft (assist by T. Burke)
0:38.0,J. Brown misses 2-pt shot from 3 ft,,89-116,,
0:36.0,,,89-116,,Defensive rebound by Team
0:13.0,,,89-116,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
