time,Denver,pts.away,score,pts.home,New Orleans
3:10.0,Offensive rebound by D. Gallinari,,125-120,,
2:54.0,G. Harris makes 3-pt shot from 25 ft,3,128-120,,
2:36.0,,,128-122,2,D. Cousins makes 2-pt shot from 2 ft
2:36.0,,,128-122,,Shooting foul by N. Jokic (drawn by D. Cousins)
2:36.0,,,128-123,1,D. Cousins makes free throw 1 of 1
2:27.0,J. Murray misses 3-pt shot from 25 ft,,128-123,,
2:26.0,,,128-123,,Defensive rebound by S. Hill
2:19.0,,,128-123,,S. Hill misses 2-pt shot from 1 ft
2:17.0,Defensive rebound by N. Jokic,,128-123,,
2:01.0,Turnover by G. Harris (lost ball),,128-123,,
1:49.0,,,128-123,,A. Davis misses 3-pt shot from 25 ft
1:48.0,Defensive rebound by N. Jokic,,128-123,,
1:41.0,,,128-123,,Personal foul by S. Hill (drawn by N. Jokic)
1:26.0,Shooting foul by A. Davis (drawn by D. Gallinari),,128-123,,
1:26.0,D. Gallinari makes free throw 1 of 2,1,129-123,,
1:26.0,D. Gallinari makes free throw 2 of 2,1,130-123,,
1:18.0,,,130-126,3,D. Cousins makes 3-pt shot from 26 ft (assist by J. Holiday)
1:17.0,Denver full timeout,,130-126,,
1:02.0,J. Murray misses 2-pt shot from 15 ft,,130-126,,
1:00.0,,,130-126,,Defensive rebound by A. Davis
0:52.0,,,130-128,2,A. Davis makes 2-pt shot from 2 ft (assist by D. Cousins)
0:38.0,,,130-128,,Personal foul by D. Cousins (drawn by N. Jokic)
0:38.0,N. Jokic misses free throw 1 of 2,,130-128,,
0:38.0,Offensive rebound by Team,,130-128,,
0:38.0,N. Jokic makes free throw 2 of 2,1,131-128,,
0:38.0,,,131-128,,New Orleans full timeout
0:38.0,M. Plumlee enters the game for N. Jokic,,131-128,,
0:32.0,,,131-131,3,D. Cousins makes 3-pt shot from 25 ft (assist by J. Holiday)
0:31.0,Denver full timeout,,131-131,,
0:31.0,N. Jokic enters the game for M. Plumlee,,131-131,,
0:31.0,Denver full timeout,,131-131,,
0:18.0,Shooting foul by D. Cousins (drawn by W. Chandler),,131-131,,
0:18.0,W. Chandler misses free throw 1 of 2,,131-131,,
0:18.0,Offensive rebound by Team,,131-131,,
0:18.0,W. Chandler makes free throw 2 of 2,1,132-131,,
0:18.0,,,132-131,,New Orleans full timeout
0:18.0,,,132-131,,J. Crawford enters the game for S. Hill
0:15.0,,,132-131,,Turnover by J. Holiday (back court)
0:15.0,E. Mudiay enters the game for W. Chandler,,132-131,,
0:15.0,,,132-131,,S. Hill enters the game for J. Crawford
0:15.0,,,132-131,,D. Cunningham enters the game for D. Cousins
0:14.0,,,132-131,,Personal take foul by S. Hill (drawn by E. Mudiay)
0:14.0,E. Mudiay makes free throw 1 of 2,1,133-131,,
0:14.0,E. Mudiay misses free throw 2 of 2,,133-131,,
0:14.0,,,133-131,,D. Cousins enters the game for D. Cunningham
0:14.0,,,133-131,,J. Crawford enters the game for S. Hill
0:14.0,W. Chandler enters the game for J. Murray,,133-131,,
0:13.0,,,133-131,,Defensive rebound by J. Holiday
0:09.0,Personal take foul by G. Harris (drawn by J. Holiday),,133-131,,
0:04.0,,,133-131,,Turnover by J. Holiday (bad pass; steal by G. Harris)
0:04.0,,,133-131,,Personal take foul by D. Cousins (drawn by G. Harris)
0:04.0,G. Harris misses free throw 1 of 2,,133-131,,
0:04.0,Offensive rebound by Team,,133-131,,
0:04.0,G. Harris makes free throw 2 of 2,1,134-131,,
0:04.0,,,133-131,,D. Cunningham enters the game for D. Cousins
0:01.0,,,134-131,,J. Holiday misses 3-pt shot from 27 ft
0:00.0,,,134-131,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
