time,Philadelphia,pts.away,score,pts.home,Toronto
3:34.0,,,89-116,,B. Caboclo enters the game for T. Ross
3:17.0,Turnover by Team (shot clock),,89-116,,
2:53.0,,,89-116,,N. Powell misses 2-pt shot from 21 ft
2:53.0,Defensive rebound by T. Luwawu-Cabarrot,,89-116,,
2:36.0,D. Saric misses 3-pt shot from 24 ft,,89-116,,
2:35.0,,,89-116,,Defensive rebound by P. Siakam
2:27.0,Personal foul by T. McConnell (drawn by F. VanVleet),,89-116,,
2:21.0,,,89-116,,Shooting foul by T. McConnell (drawn by N. Powell)
2:21.0,,,89-117,1,N. Powell makes free throw 1 of 2
2:21.0,,,89-118,1,N. Powell makes free throw 2 of 2
2:06.0,Turnover by T. McConnell (lost ball; steal by B. Caboclo),,89-118,,
2:02.0,,,89-120,2,P. Siakam makes 2-pt shot at rim (assist by N. Powell)
2:02.0,Philadelphia full timeout,,89-120,,
1:48.0,D. Saric makes 3-pt shot from 25 ft (assist by T. Luwawu-Cabarrot),3,92-120,,
1:39.0,,,92-120,,Turnover by J. Poeltl (lost ball; steal by T. McConnell)
1:34.0,Shooting foul by J. Poeltl (drawn by T. McConnell),,92-120,,
1:34.0,T. McConnell makes free throw 1 of 2,1,93-120,,
1:34.0,T. McConnell makes free throw 2 of 2,1,94-120,,
1:17.0,Personal foul by R. Holmes (drawn by J. Poeltl),,94-120,,
1:17.0,,,94-120,,J. Poeltl misses free throw 1 of 2
1:17.0,,,94-120,,Offensive rebound by Team
1:17.0,,,94-120,,J. Poeltl misses free throw 2 of 2
1:16.0,Defensive rebound by R. Holmes,,94-120,,
1:01.0,Turnover by D. Saric (lost ball; steal by P. Siakam),,94-120,,
0:56.0,,,94-120,,Turnover by P. Siakam (bad pass; steal by R. Holmes)
0:52.0,Turnover by R. Holmes (bad pass; steal by N. Powell),,94-120,,
0:47.0,,,94-120,,N. Powell misses 2-pt shot from 3 ft
0:47.0,,,94-120,,Offensive rebound by J. Poeltl
0:47.0,,,94-120,,Shooting foul by N. Stauskas (drawn by J. Poeltl)
0:47.0,,,94-121,1,J. Poeltl makes free throw 1 of 2
0:47.0,,,94-122,1,J. Poeltl makes free throw 2 of 2
0:38.0,,,94-122,,Personal foul by P. Siakam (drawn by D. Saric)
0:38.0,D. Saric misses free throw 1 of 2,,94-122,,
0:38.0,Offensive rebound by Team,,94-122,,
0:38.0,D. Saric makes free throw 2 of 2,1,95-122,,
0:25.0,,,95-122,,F. VanVleet misses 2-pt shot from 7 ft
0:24.0,Defensive rebound by D. Saric,,95-122,,
0:16.0,D. Saric misses 3-pt shot from 26 ft,,95-122,,
0:16.0,,,95-122,,Defensive rebound by B. Caboclo
0:00.0,End of 4th quarter,,,,End of 4th quarter
