time,Sacramento,pts.away,score,pts.home,Phoenix
5:12.0,,,98-79,2,D. Booker makes 2-pt shot from 1 ft (assist by E. Bledsoe)
4:55.0,,,98-79,,Personal foul by T. Warren (drawn by D. Cousins)
4:55.0,A. Afflalo enters the game for B. McLemore,,98-79,,
4:44.0,D. Cousins misses 2-pt shot from 22 ft,,98-79,,
4:42.0,,,98-79,,Defensive rebound by J. Dudley
4:39.0,,,98-81,2,T. Warren makes 2-pt shot from 2 ft (assist by D. Booker)
4:39.0,Sacramento full timeout,,98-81,,
4:31.0,,,98-81,,Personal foul by T. Warren (drawn by M. Barnes)
4:20.0,,,98-81,,Personal foul by T. Warren (drawn by R. Gay)
4:20.0,D. Cousins makes free throw 1 of 2,1,99-81,,
4:20.0,D. Cousins makes free throw 2 of 2,1,100-81,,
4:08.0,,,100-81,,T. Warren misses 2-pt shot from 17 ft
4:06.0,Defensive rebound by M. Barnes,,100-81,,
3:49.0,M. Barnes makes 3-pt shot from 26 ft (assist by R. Gay),3,103-81,,
3:39.0,,,103-81,,Shooting foul by M. Barnes (drawn by T. Chandler)
3:39.0,,,103-81,,T. Chandler misses free throw 1 of 2
3:39.0,,,103-81,,Offensive rebound by Team
3:39.0,,,103-81,,T. Chandler misses free throw 2 of 2
3:38.0,Defensive rebound by D. Cousins,,103-81,,
3:21.0,R. Gay makes 2-pt shot from 9 ft,2,105-81,,
3:07.0,,,105-81,,Shooting foul by T. Lawson (drawn by E. Bledsoe)
3:07.0,,,105-82,1,E. Bledsoe makes free throw 1 of 2
3:07.0,,,105-83,1,E. Bledsoe makes free throw 2 of 2
3:07.0,,,105-82,,A. Len enters the game for T. Warren
3:07.0,,,105-82,,M. Chriss enters the game for J. Dudley
3:07.0,,,105-82,,D. Bender enters the game for T. Chandler
3:04.0,R. Gay makes 2-pt shot at rim (assist by M. Barnes),2,107-83,,
2:54.0,,,107-83,,Turnover by D. Booker (bad pass)
2:54.0,,,107-83,,T. Ulis enters the game for E. Bledsoe
2:42.0,,,107-83,,Personal foul by A. Len (drawn by D. Cousins)
2:42.0,D. Cousins makes free throw 1 of 2,1,108-83,,
2:42.0,D. Cousins misses free throw 2 of 2,,108-83,,
2:42.0,,,108-83,,Defensive rebound by D. Bender
2:42.0,A. Tolliver enters the game for M. Barnes,,108-83,,
2:42.0,G. Temple enters the game for R. Gay,,108-83,,
2:24.0,,,108-85,2,D. Booker makes 2-pt shot from 1 ft
2:17.0,Sacramento full timeout,,108-85,,
2:17.0,W. Cauley-Stein enters the game for D. Cousins,,108-85,,
2:17.0,M. Richardson enters the game for A. Afflalo,,108-85,,
2:09.0,G. Temple makes 2-pt shot from 16 ft (assist by W. Cauley-Stein),2,110-85,,
1:45.0,,,110-87,2,D. Bender makes 2-pt shot from 15 ft
1:30.0,T. Lawson makes 3-pt shot from 26 ft (assist by W. Cauley-Stein),3,113-87,,
1:18.0,,,113-89,2,M. Chriss makes 2-pt shot from 19 ft
1:02.0,M. Richardson misses 2-pt shot from 18 ft,,113-89,,
1:00.0,,,113-89,,Defensive rebound by D. Booker
0:49.0,,,113-89,,D. Bender misses 3-pt shot from 23 ft
0:47.0,,,113-89,,Offensive rebound by A. Len
0:46.0,,,113-89,,Shooting foul by M. Richardson (drawn by A. Len)
0:46.0,,,113-90,1,A. Len makes free throw 1 of 2
0:46.0,,,113-91,1,A. Len makes free throw 2 of 2
0:27.0,A. Tolliver misses 3-pt shot from 26 ft,,113-91,,
0:25.0,,,113-91,,Defensive rebound by A. Len
0:21.0,,,113-93,2,D. Booker makes 2-pt shot from 2 ft (assist by T. Ulis)
0:21.0,,,113-93,,Shooting foul by A. Tolliver (drawn by D. Booker)
0:21.0,,,113-94,1,D. Booker makes free throw 1 of 1
0:00.0,End of 4th quarter,,,,End of 4th quarter
