time,Memphis,pts.away,score,pts.home,Dallas
1:33.0,,,88-94,,S. Curry misses 3-pt shot from 24 ft
1:31.0,Defensive rebound by J. Green,,88-94,,
1:16.0,T. Allen makes 2-pt shot from 2 ft,2,90-94,,
1:16.0,,,90-94,,Dallas full timeout
1:16.0,,,90-94,,N. Noel enters the game for D. Finney-Smith
1:00.0,,,90-94,,Y. Ferrell misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by T. Douglas,,90-94,,
0:47.0,Loose ball foul by M. Gasol (drawn by Y. Ferrell),,90-94,,
0:47.0,Turnover by M. Gasol (offensive foul),,90-94,,
0:47.0,Technical foul by Team,,90-94,,
0:47.0,,,90-95,1,D. Nowitzki makes technical free throw
0:47.0,,,90-96,1,Y. Ferrell makes free throw 1 of 2
0:47.0,,,90-97,1,Y. Ferrell makes free throw 2 of 2
0:47.0,Memphis full timeout,,90-97,,
0:47.0,,,90-96,,D. Finney-Smith enters the game for D. Nowitzki
0:47.0,M. Conley enters the game for J. Green,,90-97,,
0:47.0,T. Daniels enters the game for T. Allen,,90-97,,
0:41.0,V. Carter misses 3-pt shot from 25 ft,,90-97,,
0:40.0,,,90-97,,Defensive rebound by D. Finney-Smith
0:38.0,Personal take foul by M. Conley (drawn by D. Finney-Smith),,90-97,,
0:38.0,,,90-97,,D. Finney-Smith misses free throw 1 of 2
0:38.0,,,90-97,,Offensive rebound by Team
0:38.0,,,90-98,1,D. Finney-Smith makes free throw 2 of 2
0:38.0,Memphis full timeout,,90-98,,
0:38.0,J. Green enters the game for T. Douglas,,90-98,,
0:33.0,M. Gasol misses 3-pt shot from 25 ft,,90-98,,
0:31.0,Offensive rebound by Team,,90-98,,
0:27.0,M. Conley makes 2-pt shot from 2 ft (assist by M. Gasol),2,92-98,,
0:24.0,Personal take foul by M. Conley (drawn by S. Curry),,92-98,,
0:24.0,,,92-99,1,S. Curry makes free throw 1 of 2
0:24.0,,,92-100,1,S. Curry makes free throw 2 of 2
0:11.0,M. Gasol makes 2-pt shot at rim,2,94-100,,
0:10.0,Personal take foul by J. Green (drawn by H. Barnes),,94-100,,
0:10.0,,,94-101,1,H. Barnes makes free throw 1 of 2
0:10.0,,,94-102,1,H. Barnes makes free throw 2 of 2
0:06.0,M. Conley makes 3-pt shot from 26 ft,3,97-102,,
0:04.0,Personal take foul by M. Conley (drawn by S. Curry),,97-102,,
0:04.0,,,97-103,1,S. Curry makes free throw 1 of 2
0:04.0,,,97-104,1,S. Curry makes free throw 2 of 2
0:01.0,V. Carter makes 3-pt shot from 26 ft (assist by M. Conley),3,100-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
