time,Chicago,pts.away,score,pts.home,Boston
3:22.0,Offensive foul by B. Portis,,94-100,,
3:22.0,Turnover by B. Portis (offensive foul),,94-100,,
3:11.0,,,94-100,,A. Bradley misses 3-pt shot from 25 ft
3:10.0,Defensive rebound by R. Rondo,,94-100,,
3:06.0,J. Butler makes 2-pt shot at rim (assist by R. Rondo),2,96-100,,
2:48.0,,,96-100,,I. Thomas misses 2-pt shot from 9 ft
2:48.0,Defensive rebound by J. Butler,,96-100,,
2:42.0,N. Mirotic misses 3-pt shot from 25 ft,,96-100,,
2:40.0,Offensive rebound by R. Rondo,,96-100,,
2:35.0,R. Rondo misses 2-pt shot at rim,,96-100,,
2:35.0,Offensive rebound by J. Butler,,96-100,,
2:35.0,J. Butler misses 2-pt shot from 1 ft,,96-100,,
2:33.0,Offensive rebound by B. Portis,,96-100,,
2:30.0,N. Mirotic misses 3-pt shot from 26 ft,,96-100,,
2:29.0,Offensive rebound by B. Portis,,96-100,,
2:22.0,B. Portis makes 2-pt shot from 2 ft,2,98-100,,
2:02.0,,,98-100,,Boston full timeout
2:02.0,Official timeout,,98-100,,
2:02.0,,,98-100,,J. Jerebko enters the game for G. Green
1:58.0,,,98-100,,A. Bradley misses 2-pt shot from 1 ft (block by B. Portis)
1:57.0,Defensive rebound by N. Mirotic,,98-100,,
1:57.0,,,98-100,,Personal foul by A. Bradley (drawn by N. Mirotic)
1:57.0,N. Mirotic makes free throw 1 of 2,1,99-100,,
1:57.0,N. Mirotic makes free throw 2 of 2,1,100-100,,
1:44.0,,,100-100,,Shooting foul by B. Portis (drawn by A. Johnson)
1:44.0,,,100-100,,A. Johnson misses free throw 1 of 2
1:44.0,,,100-100,,Offensive rebound by Team
1:44.0,,,100-101,1,A. Johnson makes free throw 2 of 2
1:36.0,,,100-101,,Personal foul by J. Jerebko (drawn by N. Mirotic)
1:36.0,N. Mirotic misses free throw 1 of 2,,100-101,,
1:36.0,Offensive rebound by Team,,100-101,,
1:36.0,N. Mirotic misses free throw 2 of 2,,100-101,,
1:36.0,,,100-101,,Defensive rebound by M. Smart
1:23.0,,,100-103,2,I. Thomas makes 2-pt shot from 1 ft
1:10.0,R. Rondo misses 2-pt shot from 21 ft,,100-103,,
1:07.0,,,100-103,,Defensive rebound by J. Jerebko
0:47.0,,,100-103,,I. Thomas misses 3-pt shot from 24 ft
0:46.0,,,100-103,,Offensive rebound by A. Bradley
0:34.0,,,100-103,,Boston full timeout
0:25.0,,,100-105,2,M. Smart makes 2-pt shot from 5 ft
0:25.0,Chicago full timeout,,100-105,,
0:25.0,Chicago full timeout,,100-105,,
0:18.0,J. Butler misses 3-pt shot from 25 ft,,100-105,,
0:16.0,Offensive rebound by B. Portis,,100-105,,
0:13.0,D. Wade misses 3-pt shot from 26 ft,,100-105,,
0:12.0,,,100-105,,Defensive rebound by J. Jerebko
0:12.0,Personal take foul by R. Rondo (drawn by J. Jerebko),,100-105,,
0:12.0,,,100-106,1,J. Jerebko makes free throw 1 of 2
0:12.0,,,100-107,1,J. Jerebko makes free throw 2 of 2
0:08.0,R. Rondo misses 3-pt shot from 25 ft,,100-107,,
0:07.0,,,100-107,,Defensive rebound by A. Johnson
0:00.0,End of 4th quarter,,,,End of 4th quarter
