time,Detroit,pts.away,score,pts.home,Atlanta
1:50.0,Shooting foul by M. Scott (drawn by B. Marjanovic),,120-84,,
1:50.0,B. Marjanovic makes free throw 1 of 2,1,121-84,,
1:50.0,B. Marjanovic misses free throw 2 of 2,,121-84,,
1:50.0,,,121-84,,Defensive rebound by Team
1:42.0,Personal block foul by M. Gbinije (drawn by T. Hardaway),,121-84,,
1:42.0,,,121-84,,T. Hardaway misses free throw 1 of 2
1:42.0,,,121-84,,Offensive rebound by Team
1:42.0,,,121-85,1,T. Hardaway makes free throw 2 of 2
1:26.0,M. Gbinije misses 2-pt shot from 1 ft,,121-85,,
1:24.0,,,121-85,,Defensive rebound by T. Waller-Prince
1:18.0,,,121-85,,M. Scott misses 3-pt shot from 25 ft
1:17.0,Defensive rebound by B. Marjanovic,,121-85,,
1:04.0,S. Johnson misses 2-pt shot from 15 ft,,121-85,,
1:01.0,,,121-85,,Defensive rebound by R. Kelly
0:53.0,,,121-85,,M. Scott misses 2-pt shot from 14 ft
0:51.0,Defensive rebound by S. Johnson,,121-85,,
0:42.0,D. Hilliard misses 2-pt shot from 19 ft,,121-85,,
0:40.0,Offensive rebound by B. Marjanovic,,121-85,,
0:36.0,M. Gbinije misses 3-pt shot from 25 ft,,121-85,,
0:35.0,,,121-85,,Defensive rebound by M. Scott
0:26.0,,,121-85,,T. Hardaway misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by J. Leuer,,121-85,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
