time,LA Lakers,pts.away,score,pts.home,Houston
7:12.0,,,81-119,2,S. Dekker makes 2-pt shot at rim (assist by C. Brewer)
7:11.0,LA Lakers full timeout,,81-119,,
7:11.0,,,81-119,,K. McDaniels enters the game for E. Gordon
7:11.0,,,81-119,,C. Capela enters the game for N. Hilario
7:11.0,J. Randle enters the game for B. Ingram,,81-119,,
7:11.0,M. World Peace enters the game for L. Nance,,81-119,,
6:52.0,J. Clarkson misses 2-pt shot from 11 ft,,81-119,,
6:51.0,,,81-119,,Defensive rebound by K. McDaniels
6:39.0,,,81-119,,Turnover by C. Brewer (offensive foul)
6:39.0,,,81-119,,Offensive foul by C. Brewer
6:26.0,M. Huertas misses 3-pt shot from 26 ft,,81-119,,
6:24.0,,,81-119,,Defensive rebound by C. Capela
6:16.0,,,81-119,,S. Dekker misses 3-pt shot from 25 ft
6:14.0,Defensive rebound by T. Robinson,,81-119,,
6:07.0,M. World Peace misses 3-pt shot from 23 ft,,81-119,,
6:06.0,,,81-119,,Defensive rebound by S. Dekker
6:01.0,,,81-121,2,C. Brewer makes 2-pt shot from 3 ft (assist by S. Dekker)
5:44.0,Shooting foul by C. Capela (drawn by T. Robinson),,81-121,,
5:44.0,Official timeout,,81-121,,
5:44.0,T. Robinson makes free throw 1 of 2,1,82-121,,
5:44.0,T. Robinson makes free throw 2 of 2,1,83-121,,
5:44.0,B. Ingram enters the game for J. Clarkson,,81-121,,
5:28.0,,,83-121,,K. McDaniels misses 3-pt shot from 23 ft
5:27.0,Defensive rebound by B. Ingram,,83-121,,
5:14.0,,,83-121,,Personal foul by K. McDaniels (drawn by M. World Peace)
5:14.0,I. Zubac enters the game for T. Robinson,,83-121,,
5:07.0,M. Huertas misses 3-pt shot from 25 ft,,83-121,,
5:06.0,,,83-121,,Defensive rebound by S. Dekker
4:59.0,,,83-121,,Turnover by P. Beverley (bad pass; steal by M. Huertas)
4:51.0,J. Randle misses 2-pt shot from 2 ft,,83-121,,
4:49.0,Offensive rebound by Team,,83-121,,
4:49.0,,,83-121,,M. Harrell enters the game for C. Capela
4:40.0,Turnover by M. Huertas (bad pass; steal by P. Beverley),,83-121,,
4:35.0,,,83-123,2,M. Harrell makes 2-pt shot at rim (assist by P. Beverley)
4:16.0,I. Zubac misses 2-pt shot from 5 ft,,83-123,,
4:14.0,Offensive rebound by J. Randle,,83-123,,
4:12.0,J. Randle makes 2-pt shot from 1 ft,2,85-123,,
4:03.0,,,85-123,,P. Beverley misses 3-pt shot from 26 ft
4:01.0,,,85-123,,Offensive rebound by S. Dekker
4:00.0,,,85-125,2,S. Dekker makes 2-pt shot from 2 ft
3:50.0,Turnover by B. Ingram (lost ball; steal by C. Brewer),,85-125,,
3:45.0,,,85-125,,K. McDaniels misses 2-pt shot from 3 ft (block by M. World Peace)
3:40.0,Defensive rebound by M. Huertas,,85-125,,
3:38.0,Turnover by B. Ingram (bad pass; steal by C. Brewer),,85-125,,
3:26.0,,,85-127,2,M. Harrell makes 2-pt shot from 20 ft
3:08.0,Turnover by M. Huertas (bad pass; steal by K. McDaniels),,85-127,,
3:04.0,,,85-127,,K. McDaniels misses 2-pt shot from 5 ft
3:03.0,Defensive rebound by Team,,85-127,,
3:03.0,,,85-127,,T. Ennis enters the game for P. Beverley
2:39.0,J. Randle makes 2-pt shot from 3 ft,2,87-127,,
2:26.0,,,87-127,,K. McDaniels misses 2-pt shot from 8 ft
2:25.0,Defensive rebound by B. Ingram,,87-127,,
2:19.0,M. Huertas makes 2-pt shot from 2 ft (assist by B. Ingram),2,89-127,,
1:59.0,,,89-129,2,M. Harrell makes 2-pt shot from 2 ft (assist by T. Ennis)
1:45.0,Shooting foul by C. Brewer (drawn by M. World Peace),,89-129,,
1:45.0,,,89-129,,Houston full timeout
1:45.0,M. World Peace makes free throw 1 of 2,1,90-129,,
1:45.0,M. World Peace makes free throw 2 of 2,1,91-129,,
1:31.0,,,91-129,,C. Brewer misses 2-pt shot from 10 ft
1:31.0,,,91-129,,Offensive rebound by M. Harrell
1:31.0,,,91-131,2,M. Harrell makes 2-pt shot at rim
1:17.0,I. Zubac misses 2-pt shot from 9 ft,,91-131,,
1:16.0,Offensive rebound by J. Randle,,91-131,,
1:11.0,M. Huertas misses 3-pt shot from 25 ft,,91-131,,
1:09.0,,,91-131,,Defensive rebound by K. McDaniels
0:50.0,,,91-131,,M. Harrell misses 2-pt shot from 6 ft
0:49.0,Defensive rebound by M. Huertas,,91-131,,
0:34.0,Shooting foul by M. Harrell (drawn by I. Zubac),,91-131,,
0:34.0,I. Zubac makes free throw 1 of 2,1,92-131,,
0:34.0,I. Zubac makes free throw 2 of 2,1,93-131,,
0:20.0,,,93-131,,Shooting foul by B. Ingram (drawn by C. Brewer)
0:20.0,,,93-133,2,C. Brewer makes 2-pt shot from 6 ft (assist by S. Dekker)
0:20.0,,,93-134,1,C. Brewer makes free throw 1 of 1
0:07.0,,,93-134,,Personal foul by T. Ennis (drawn by M. Huertas)
0:07.0,M. Huertas makes free throw 1 of 2,1,94-134,,
0:07.0,M. Huertas makes free throw 2 of 2,1,95-134,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
