time,Oklahoma City,pts.away,score,pts.home,Utah
2:49.0,,,84-102,,R. Gobert enters the game for J. Withey
2:31.0,,,84-102,,Offensive charge foul by G. Hayward
2:31.0,,,84-102,,Turnover by G. Hayward (offensive foul)
2:31.0,,,84-102,,J. Withey enters the game for R. Gobert
2:31.0,,,84-102,,J. Ingles enters the game for G. Hayward
2:20.0,D. Sabonis misses 2-pt shot from 12 ft,,84-102,,
2:19.0,,,84-102,,Defensive rebound by J. Johnson
2:02.0,,,84-104,2,R. Hood makes 2-pt shot from 10 ft
1:44.0,S. Christon misses 2-pt shot from 18 ft,,84-104,,
1:43.0,,,84-104,,Defensive rebound by S. Mack
1:30.0,,,84-104,,Turnover by S. Mack (bad pass)
1:30.0,,,84-104,,T. Lyles enters the game for J. Johnson
1:30.0,,,84-104,,R. Neto enters the game for S. Mack
1:30.0,,,84-104,,J. Bolomboy enters the game for J. Withey
1:15.0,A. Abrines makes 3-pt shot from 26 ft (assist by D. Sabonis),3,87-104,,
0:55.0,,,87-107,3,R. Hood makes 3-pt shot from 24 ft
0:43.0,A. Abrines misses 3-pt shot from 24 ft,,87-107,,
0:43.0,,,87-107,,Defensive rebound by R. Hood
0:19.0,,,87-109,2,J. Bolomboy makes 2-pt shot from 5 ft (assist by J. Ingles)
0:11.0,D. Sabonis makes 2-pt shot from 20 ft (assist by S. Christon),2,89-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
