time,Golden State,pts.away,score,pts.home,Toronto
4:35.0,,,116-100,,N. Powell misses 2-pt shot from 3 ft (block by D. West)
4:33.0,,,116-100,,Offensive rebound by P. Siakam
4:32.0,,,116-100,,P. Siakam misses 2-pt shot from 1 ft (block by P. McCaw)
4:30.0,Defensive rebound by S. Curry,,116-100,,
4:27.0,Shooting foul by N. Powell (drawn by S. Curry),,116-100,,
4:27.0,S. Curry makes free throw 1 of 2,1,117-100,,
4:27.0,S. Curry makes free throw 2 of 2,1,118-100,,
4:27.0,K. Durant enters the game for D. West,,117-100,,
4:14.0,,,118-100,,Turnover by D. DeRozan (lost ball; steal by D. Green)
4:01.0,D. Green misses 2-pt shot from 6 ft,,118-100,,
4:01.0,,,118-100,,Defensive rebound by P. Siakam
3:53.0,,,118-103,3,N. Powell makes 3-pt shot from 24 ft (assist by D. DeRozan)
3:42.0,Turnover by D. Green (bad pass),,118-103,,
3:33.0,,,118-103,,K. Lowry misses 3-pt shot from 27 ft
3:32.0,Defensive rebound by K. Durant,,118-103,,
3:16.0,S. Curry misses 3-pt shot from 27 ft,,118-103,,
3:16.0,,,118-103,,Defensive rebound by P. Patterson
3:11.0,,,118-103,,Shooting foul by K. Durant (drawn by K. Lowry)
3:11.0,,,118-104,1,K. Lowry makes free throw 1 of 2
3:11.0,,,118-105,1,K. Lowry makes free throw 2 of 2
3:11.0,K. Thompson enters the game for S. Livingston,,118-104,,
3:03.0,,,118-105,,Personal foul by N. Powell (drawn by K. Durant)
2:50.0,D. Green misses 2-pt shot from 6 ft,,118-105,,
2:50.0,,,118-105,,Defensive rebound by Team
2:50.0,,,118-105,,Toronto full timeout
2:50.0,,,118-105,,C. Joseph enters the game for K. Lowry
2:41.0,Personal foul by D. Green (drawn by D. DeRozan),,118-105,,
2:41.0,,,118-106,1,D. DeRozan makes free throw 1 of 2
2:41.0,,,118-107,1,D. DeRozan makes free throw 2 of 2
2:23.0,K. Durant makes 2-pt shot from 19 ft,2,120-107,,
2:11.0,,,120-109,2,C. Joseph makes 2-pt shot from 16 ft
1:59.0,S. Curry misses 2-pt shot from 19 ft,,120-109,,
1:59.0,,,120-109,,Defensive rebound by D. DeRozan
1:53.0,,,120-111,2,D. DeRozan makes 2-pt shot from 3 ft
1:38.0,S. Curry misses 3-pt shot from 26 ft,,120-111,,
1:38.0,,,120-111,,Defensive rebound by N. Powell
1:30.0,,,120-111,,Shooting foul by D. Green (drawn by C. Joseph)
1:30.0,,,120-112,1,C. Joseph makes free throw 1 of 2
1:30.0,,,120-113,1,C. Joseph makes free throw 2 of 2
1:30.0,,,120-112,,T. Ross enters the game for D. DeRozan
1:16.0,Shooting foul by N. Powell (drawn by K. Thompson),,120-113,,
1:16.0,K. Thompson makes free throw 1 of 2,1,121-113,,
1:16.0,K. Thompson makes free throw 2 of 2,1,122-113,,
1:16.0,,,122-113,,Toronto full timeout
1:16.0,,,122-113,,D. DeRozan enters the game for P. Siakam
1:07.0,,,122-116,3,T. Ross makes 3-pt shot from 27 ft
0:41.0,K. Durant misses 3-pt shot from 26 ft,,122-116,,
0:41.0,,,122-116,,Defensive rebound by C. Joseph
0:41.0,,,122-116,,Toronto full timeout
0:34.0,,,122-116,,T. Ross misses 3-pt shot from 26 ft
0:33.0,Defensive rebound by K. Thompson,,122-116,,
0:21.0,Jump ball: S. Curry vs. T. Ross (D. Green gains possession),,,,Jump ball: S. Curry vs. T. Ross (D. Green gains possession)
0:14.0,,,122-116,,Personal take foul by C. Joseph (drawn by K. Durant)
0:14.0,K. Durant misses free throw 1 of 2,,122-116,,
0:14.0,Offensive rebound by Team,,122-116,,
0:14.0,K. Durant makes free throw 2 of 2,1,123-116,,
0:14.0,,,123-116,,Toronto full timeout
0:14.0,,,123-116,,Shooting foul by S. Curry (drawn by T. Ross)
0:14.0,,,123-117,1,T. Ross makes free throw 1 of 3
0:14.0,,,123-118,1,T. Ross makes free throw 2 of 3
0:14.0,,,123-119,1,T. Ross makes free throw 3 of 3
0:14.0,,,123-118,,P. Siakam enters the game for P. Patterson
0:12.0,,,123-119,,Personal take foul by T. Ross (drawn by K. Thompson)
0:12.0,K. Thompson makes free throw 1 of 2,1,124-119,,
0:12.0,K. Thompson makes free throw 2 of 2,1,125-119,,
0:12.0,,,124-119,,P. Patterson enters the game for P. Siakam
0:05.0,,,125-119,,Shooting foul by D. Green (drawn by T. Ross)
0:05.0,,,125-120,1,T. Ross makes free throw 1 of 2
0:05.0,,,125-121,1,T. Ross makes free throw 2 of 2
0:03.0,,,125-121,,Personal take foul by C. Joseph (drawn by S. Curry)
0:03.0,S. Curry makes free throw 1 of 2,1,126-121,,
0:03.0,S. Curry makes free throw 2 of 2,1,127-121,,
0:03.0,,,127-121,,Turnover by P. Patterson (bad pass)
0:00.0,End of 4th quarter,,,,End of 4th quarter
