time,Milwaukee,pts.away,score,pts.home,Toronto
1:55.0,G. Antetokounmpo makes 2-pt shot from 18 ft (assist by K. Middleton),2,95-76,,
1:46.0,,,95-76,,D. DeRozan misses 2-pt shot from 2 ft (block by G. Antetokounmpo)
1:46.0,,,95-76,,Offensive rebound by Team
1:46.0,Technical foul by G. Antetokounmpo,,95-76,,
1:46.0,,,95-77,1,D. DeRozan makes technical free throw
1:46.0,,,95-77,,F. VanVleet enters the game for S. Ibaka
1:46.0,,,95-77,,D. Wright enters the game for D. DeRozan
1:46.0,,,95-77,,J. Poeltl enters the game for K. Lowry
1:46.0,M. Beasley enters the game for K. Middleton,,95-77,,
1:46.0,T. Maker enters the game for G. Antetokounmpo,,95-77,,
1:46.0,R. Vaughn enters the game for G. Monroe,,95-77,,
1:42.0,,,95-79,2,N. Powell makes 2-pt shot from 19 ft (assist by D. Wright)
1:22.0,Shooting foul by F. VanVleet (drawn by M. Dellavedova),,95-79,,
1:22.0,M. Dellavedova makes free throw 1 of 2,1,96-79,,
1:22.0,M. Dellavedova makes free throw 2 of 2,1,97-79,,
1:22.0,,,96-79,,L. Nogueira enters the game for P. Tucker
1:22.0,J. Terry enters the game for M. Brogdon,,96-79,,
1:14.0,Shooting block foul by M. Beasley (drawn by L. Nogueira),,97-79,,
1:14.0,,,97-80,1,L. Nogueira makes free throw 1 of 2
1:14.0,,,97-80,,L. Nogueira misses free throw 2 of 2
1:12.0,Defensive rebound by M. Beasley,,97-80,,
0:54.0,M. Dellavedova misses 3-pt shot from 26 ft,,97-80,,
0:53.0,,,97-80,,Defensive rebound by L. Nogueira
0:43.0,,,97-80,,N. Powell misses 2-pt shot from 3 ft (block by T. Maker)
0:42.0,Defensive rebound by T. Maker,,97-80,,
0:40.0,Turnover by T. Maker (bad pass; steal by J. Poeltl),,97-80,,
0:27.0,,,97-80,,L. Nogueira misses 2-pt shot from 2 ft
0:27.0,,,97-80,,Offensive rebound by L. Nogueira
0:22.0,,,97-80,,D. Wright misses 3-pt shot from 24 ft
0:22.0,,,97-80,,Offensive rebound by L. Nogueira
0:13.0,,,97-83,3,N. Powell makes 3-pt shot from 25 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
