time,New Orleans,pts.away,score,pts.home,San Antonio
2:42.0,,,94-106,,Defensive rebound by D. Bertans
2:27.0,,,94-108,2,J. Simmons makes 2-pt shot from 1 ft (assist by N. Laprovittola)
2:27.0,New Orleans full timeout,,94-108,,
2:27.0,,,94-108,,D. Lee enters the game for D. Bertans
2:14.0,L. Galloway misses 3-pt shot from 26 ft,,94-108,,
2:13.0,,,94-108,,Defensive rebound by N. Laprovittola
2:00.0,,,94-111,3,J. Simmons makes 3-pt shot from 25 ft (assist by K. Anderson)
1:54.0,T. Frazier makes 3-pt shot from 25 ft,3,97-111,,
1:39.0,,,97-111,,N. Laprovittola misses 2-pt shot from 7 ft
1:37.0,Defensive rebound by C. Diallo,,97-111,,
1:33.0,Shooting foul by J. Simmons (drawn by D. Cunningham),,97-111,,
1:33.0,D. Cunningham misses free throw 1 of 2,,97-111,,
1:33.0,Offensive rebound by Team,,97-111,,
1:33.0,D. Cunningham makes free throw 2 of 2,1,98-111,,
1:33.0,,,97-111,,D. Bertans enters the game for D. Lee
1:19.0,,,98-113,2,J. Simmons makes 2-pt shot from 19 ft
1:07.0,Turnover by T. Frazier (lost ball; steal by J. Simmons),,98-113,,
0:50.0,,,98-113,,Turnover by J. Simmons (lost ball; steal by T. Frazier)
0:40.0,T. Frazier misses 3-pt shot from 25 ft,,98-113,,
0:38.0,Offensive rebound by C. Diallo,,98-113,,
0:38.0,C. Diallo makes 2-pt shot at rim,2,100-113,,
0:24.0,,,100-113,,D. Dedmon misses 2-pt shot from 7 ft
0:22.0,Defensive rebound by C. Diallo,,100-113,,
0:12.0,D. Cunningham misses 3-pt shot from 25 ft,,100-113,,
0:10.0,Offensive rebound by L. Galloway,,100-113,,
0:08.0,L. Galloway misses 2-pt shot from 1 ft (block by D. Dedmon),,100-113,,
0:07.0,,,100-113,,Defensive rebound by K. Anderson
0:00.0,End of 4th quarter,,,,End of 4th quarter
