time,Chicago,pts.away,score,pts.home,Atlanta
6:20.0,,,97-103,,M. Muscala enters the game for K. Humphries
6:20.0,R. Lopez enters the game for T. Gibson,,97-103,,
6:08.0,J. Butler makes 2-pt shot from 18 ft (assist by R. Rondo),2,99-103,,
5:47.0,,,99-103,,M. Muscala misses 2-pt shot from 3 ft
5:45.0,Defensive rebound by D. McDermott,,99-103,,
5:25.0,R. Rondo misses 3-pt shot from 23 ft,,99-103,,
5:24.0,,,99-103,,Defensive rebound by M. Muscala
5:04.0,,,99-103,,D. Schroder misses 2-pt shot from 17 ft
5:03.0,Defensive rebound by B. Portis,,99-103,,
4:55.0,D. McDermott makes 2-pt shot from 10 ft (assist by J. Butler),2,101-103,,
4:55.0,,,101-103,,Atlanta full timeout
4:55.0,,,101-103,,P. Millsap enters the game for M. Muscala
4:43.0,,,101-105,2,D. Howard makes 2-pt shot at rim (assist by P. Millsap)
4:21.0,Turnover by B. Portis (traveling),,101-105,,
4:05.0,,,101-105,,D. Schroder misses 2-pt shot from 3 ft
4:05.0,,,101-105,,Offensive rebound by Team
4:05.0,Loose ball foul by R. Rondo (drawn by D. Howard),,101-105,,
4:05.0,T. Gibson enters the game for B. Portis,,101-105,,
3:58.0,,,101-105,,D. Schroder misses 2-pt shot from 4 ft
3:55.0,Defensive rebound by R. Rondo,,101-105,,
3:51.0,R. Rondo misses 2-pt shot from 2 ft (block by P. Millsap),,101-105,,
3:49.0,,,101-105,,Defensive rebound by D. Schroder
3:40.0,,,101-107,2,T. Sefolosha makes 2-pt shot from 10 ft
3:13.0,R. Rondo misses 2-pt shot from 22 ft (block by T. Sefolosha),,101-107,,
3:13.0,Offensive rebound by R. Lopez,,101-107,,
3:13.0,Turnover by Team (shot clock),,101-107,,
3:13.0,D. Wade enters the game for D. McDermott,,101-107,,
2:52.0,,,101-107,,Turnover by P. Millsap (bad pass; steal by J. Butler)
2:41.0,Turnover by J. Butler (bad pass; steal by D. Howard),,101-107,,
2:35.0,,,101-107,,T. Sefolosha misses 3-pt shot from 25 ft
2:31.0,Defensive rebound by T. Gibson,,101-107,,
2:26.0,J. Butler misses 2-pt shot from 6 ft,,101-107,,
2:24.0,,,101-107,,Defensive rebound by P. Millsap
2:21.0,,,101-109,2,K. Bazemore makes 2-pt shot at rim (assist by D. Schroder)
2:21.0,Chicago full timeout,,101-109,,
2:21.0,Official timeout,,101-109,,
2:21.0,I. Canaan enters the game for R. Lopez,,101-109,,
2:21.0,D. McDermott enters the game for R. Rondo,,101-109,,
2:11.0,J. Butler misses 3-pt shot from 25 ft,,101-109,,
2:10.0,,,101-109,,Defensive rebound by P. Millsap
1:54.0,,,101-111,2,D. Schroder makes 2-pt shot from 2 ft
1:33.0,D. McDermott misses 3-pt shot from 24 ft (block by K. Bazemore),,101-111,,
1:30.0,Offensive rebound by J. Butler,,101-111,,
1:26.0,I. Canaan misses 3-pt shot from 25 ft,,101-111,,
1:25.0,,,101-111,,Defensive rebound by K. Bazemore
1:05.0,,,101-111,,D. Schroder misses 2-pt shot from 10 ft (block by I. Canaan)
1:03.0,Defensive rebound by I. Canaan,,101-111,,
0:57.0,D. McDermott makes 2-pt shot from 20 ft (assist by J. Butler),2,103-111,,
0:52.0,,,103-111,,M. Delaney enters the game for D. Schroder
0:33.0,,,103-111,,P. Millsap misses 2-pt shot from 19 ft
0:32.0,,,103-111,,Offensive rebound by Team
0:32.0,,,103-111,,Turnover by Team (shot clock)
0:32.0,Chicago full timeout,,103-111,,
0:29.0,J. Butler makes 2-pt shot from 11 ft (assist by I. Canaan),2,105-111,,
0:27.0,Personal take foul by D. McDermott (drawn by T. Sefolosha),,105-111,,
0:27.0,,,105-111,,Atlanta full timeout
0:27.0,,,105-111,,K. Korver enters the game for K. Bazemore
0:27.0,,,105-111,,T. Hardaway enters the game for D. Howard
0:27.0,B. Portis enters the game for D. Wade,,105-111,,
0:19.0,Personal take foul by B. Portis (drawn by P. Millsap),,105-111,,
0:19.0,,,105-112,1,P. Millsap makes free throw 1 of 2
0:19.0,,,105-113,1,P. Millsap makes free throw 2 of 2
0:19.0,Chicago full timeout,,105-113,,
0:19.0,R. Lopez enters the game for I. Canaan,,105-112,,
0:19.0,,,105-113,,K. Bazemore enters the game for K. Korver
0:19.0,D. Wade enters the game for R. Lopez,,105-113,,
0:19.0,I. Canaan enters the game for B. Portis,,105-113,,
0:13.0,J. Butler makes 2-pt shot from 2 ft,2,107-113,,
0:13.0,,,107-113,,Atlanta full timeout
0:13.0,,,107-113,,K. Korver enters the game for T. Sefolosha
0:12.0,Personal take foul by I. Canaan (drawn by M. Delaney),,107-113,,
0:12.0,,,107-114,1,M. Delaney makes free throw 1 of 2
0:12.0,,,107-115,1,M. Delaney makes free throw 2 of 2
0:12.0,,,107-114,,T. Sefolosha enters the game for K. Korver
0:12.0,,,107-114,,K. Humphries enters the game for P. Millsap
0:03.0,J. Butler misses 3-pt shot from 25 ft,,107-115,,
0:02.0,Offensive rebound by Team,,107-115,,
0:00.0,J. Butler misses 3-pt shot from 23 ft,,107-115,,
0:00.0,Offensive rebound by Team,,107-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
