time,Oklahoma City,pts.away,score,pts.home,Memphis
2:13.0,Defensive rebound by R. Westbrook,,92-93,,
2:00.0,R. Westbrook makes 3-pt shot from 26 ft,3,95-93,,
1:47.0,Personal foul by V. Oladipo (drawn by V. Carter),,95-93,,
1:47.0,,,95-94,1,V. Carter makes free throw 1 of 2
1:47.0,Oklahoma City full timeout,,95-94,,
1:47.0,,,95-95,1,V. Carter makes free throw 2 of 2
1:24.0,D. McDermott makes 3-pt shot from 25 ft (assist by R. Westbrook),3,98-95,,
1:11.0,,,98-97,2,T. Allen makes 2-pt shot at rim (assist by M. Gasol)
0:57.0,R. Westbrook misses 2-pt shot from 11 ft,,98-97,,
0:55.0,,,98-97,,Defensive rebound by Z. Randolph
0:42.0,,,98-97,,V. Carter misses 3-pt shot from 24 ft
0:41.0,Defensive rebound by D. McDermott,,98-97,,
0:33.0,V. Oladipo misses 3-pt shot from 25 ft,,98-97,,
0:32.0,Offensive rebound by T. Gibson,,98-97,,
0:14.0,R. Westbrook makes 3-pt shot from 25 ft,3,101-97,,
0:14.0,,,101-97,,Memphis full timeout
0:14.0,,,101-97,,T. Daniels enters the game for T. Allen
0:14.0,S. Christon enters the game for D. McDermott,,101-97,,
0:11.0,,,101-97,,Turnover by M. Gasol (lost ball; steal by R. Westbrook)
0:11.0,,,101-97,,Personal foul by M. Gasol (drawn by S. Adams)
0:11.0,S. Adams misses free throw 1 of 2,,101-97,,
0:11.0,Offensive rebound by Team,,101-97,,
0:11.0,Turnover by T. Gibson (lane violation.),,101-97,,
0:02.0,,,101-97,,A. Harrison misses 3-pt shot from 26 ft
0:01.0,,,101-97,,Offensive rebound by V. Carter
0:01.0,,,101-100,3,A. Harrison makes 3-pt shot from 26 ft (assist by V. Carter)
0:01.0,,,101-100,,Personal take foul by V. Carter (drawn by R. Westbrook)
0:01.0,R. Westbrook makes free throw 1 of 2,1,102-100,,
0:01.0,R. Westbrook makes free throw 2 of 2,1,103-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
