time,Minnesota,pts.away,score,pts.home,New Orleans
4:27.0,Turnover by N. Bjelica (lost ball; steal by T. Jones),,84-103,,
4:25.0,,,84-105,2,T. Jones makes 2-pt shot at rim
4:08.0,N. Bjelica misses 3-pt shot from 26 ft,,84-105,,
4:07.0,,,84-105,,Defensive rebound by L. Galloway
4:00.0,,,84-105,,J. Holiday misses 2-pt shot from 3 ft
3:59.0,Defensive rebound by A. Payne,,84-105,,
3:56.0,Turnover by A. Payne (bad pass; steal by L. Galloway),,84-105,,
3:49.0,,,84-107,2,A. Davis makes 2-pt shot from 12 ft (assist by L. Galloway)
3:34.0,Z. LaVine misses 3-pt shot from 27 ft,,84-107,,
3:32.0,,,84-107,,Defensive rebound by A. Davis
3:25.0,,,84-107,,A. Davis misses 3-pt shot from 26 ft
3:24.0,Defensive rebound by N. Bjelica,,84-107,,
3:15.0,A. Payne makes 2-pt shot from 4 ft (assist by K. Dunn),2,86-107,,
3:02.0,,,86-107,,Shooting foul by A. Payne (drawn by A. Davis)
3:02.0,,,86-108,1,A. Davis makes free throw 1 of 2
3:02.0,,,86-109,1,A. Davis makes free throw 2 of 2
3:02.0,,,86-108,,B. Hield enters the game for J. Holiday
3:02.0,T. Jones enters the game for Z. LaVine,,86-108,,
2:50.0,N. Bjelica misses 3-pt shot from 26 ft,,86-109,,
2:49.0,,,86-109,,Defensive rebound by L. Galloway
2:42.0,,,86-109,,New Orleans full timeout
2:42.0,,,86-109,,S. Hill enters the game for A. Davis
2:42.0,,,86-109,,A. Brown enters the game for T. Frazier
2:25.0,,,86-109,,T. Jones misses 3-pt shot from 26 ft
2:22.0,Defensive rebound by K. Dunn,,86-109,,
2:10.0,S. Muhammad makes 2-pt shot from 1 ft (assist by T. Jones),2,88-109,,
1:50.0,,,88-111,2,T. Jones makes 2-pt shot from 4 ft (assist by B. Hield)
1:30.0,Turnover by K. Dunn (lost ball; steal by S. Hill),,88-111,,
1:24.0,,,88-111,,B. Hield misses 2-pt shot from 3 ft
1:22.0,,,88-111,,Offensive rebound by L. Galloway
1:20.0,,,88-114,3,A. Brown makes 3-pt shot from 27 ft (assist by L. Galloway)
1:12.0,A. Payne makes 2-pt shot from 3 ft (assist by T. Jones),2,90-114,,
1:04.0,,,90-114,,B. Hield misses 3-pt shot from 27 ft
1:00.0,Defensive rebound by A. Payne,,90-114,,
1:00.0,,,90-114,,Personal foul by B. Hield (drawn by S. Muhammad)
1:00.0,S. Muhammad makes free throw 1 of 2,1,91-114,,
1:00.0,S. Muhammad misses free throw 2 of 2,,91-114,,
0:55.0,,,91-114,,Defensive rebound by T. Jones
0:53.0,,,91-114,,B. Hield misses 2-pt shot from 3 ft (block by K. Dunn)
0:53.0,,,91-114,,Offensive rebound by Team
0:45.0,,,91-117,3,A. Brown makes 3-pt shot from 28 ft
0:34.0,N. Bjelica misses 2-pt shot from 9 ft,,91-117,,
0:34.0,Offensive rebound by N. Bjelica,,91-117,,
0:34.0,N. Bjelica makes 2-pt shot from 9 ft,2,93-117,,
0:19.0,,,93-117,,B. Hield misses 3-pt shot from 27 ft
0:18.0,Defensive rebound by A. Payne,,93-117,,
0:12.0,S. Muhammad makes 2-pt shot from 3 ft (assist by T. Jones),2,95-117,,
0:12.0,Shooting foul by A. Brown (drawn by S. Muhammad),,95-117,,
0:12.0,S. Muhammad makes free throw 1 of 1,1,96-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
