time,Philadelphia,pts.away,score,pts.home,New York
7:08.0,,,87-100,3,J. Holiday makes 3-pt shot from 26 ft (assist by C. Anthony)
7:01.0,G. Henderson makes 2-pt shot from 1 ft (assist by T. McConnell),2,89-100,,
7:01.0,Shooting foul by J. Holiday (drawn by G. Henderson),,89-100,,
7:01.0,G. Henderson makes free throw 1 of 1,1,90-100,,
7:01.0,R. Covington enters the game for N. Stauskas,,89-100,,
6:41.0,,,90-102,2,L. Thomas makes 2-pt shot from 1 ft
6:24.0,Turnover by G. Henderson (bad pass; steal by K. O'Quinn),,90-102,,
6:17.0,,,90-102,,L. Thomas misses 2-pt shot from 23 ft
6:16.0,Defensive rebound by G. Henderson,,90-102,,
6:14.0,,,90-102,,Personal foul by K. O'Quinn (drawn by G. Henderson)
6:14.0,G. Henderson misses free throw 1 of 2,,90-102,,
6:14.0,Offensive rebound by Team,,90-102,,
6:14.0,G. Henderson makes free throw 2 of 2,1,91-102,,
5:55.0,,,91-102,,J. Holiday misses 3-pt shot from 25 ft
5:54.0,Defensive rebound by T. McConnell,,91-102,,
5:47.0,R. Covington misses 3-pt shot from 27 ft,,91-102,,
5:46.0,,,91-102,,Defensive rebound by J. Holiday
5:35.0,Personal foul by G. Henderson (drawn by K. O'Quinn),,91-102,,
5:35.0,Official timeout,,91-102,,
5:35.0,Violation by D. Saric (kicked ball),,91-102,,
5:30.0,,,91-102,,L. Thomas misses 2-pt shot from 22 ft
5:29.0,,,91-102,,Offensive rebound by Team
5:29.0,Loose ball foul by R. Covington (drawn by K. O'Quinn),,91-102,,
5:29.0,,,91-102,,New York full timeout
5:26.0,Personal foul by R. Covington (drawn by C. Anthony),,91-102,,
5:26.0,,,91-102,,C. Anthony misses free throw 1 of 2
5:26.0,,,91-102,,Offensive rebound by Team
5:26.0,,,91-103,1,C. Anthony makes free throw 2 of 2
5:13.0,Turnover by D. Saric (bad pass; steal by K. O'Quinn),,91-103,,
4:56.0,,,91-103,,J. Holiday misses 3-pt shot from 24 ft
4:55.0,Defensive rebound by D. Saric,,91-103,,
4:45.0,R. Covington makes 2-pt shot from 2 ft,2,93-103,,
4:30.0,,,93-103,,Turnover by D. Rose (bad pass; steal by R. Covington)
4:26.0,R. Covington misses 3-pt shot from 25 ft,,93-103,,
4:25.0,Offensive rebound by J. Okafor,,93-103,,
4:24.0,J. Okafor makes 2-pt shot from 2 ft,2,95-103,,
4:23.0,,,95-103,,New York full timeout
4:03.0,,,95-103,,C. Anthony misses 2-pt shot from 16 ft
4:02.0,Defensive rebound by R. Covington,,95-103,,
3:39.0,G. Henderson misses 2-pt shot from 23 ft,,95-103,,
3:38.0,Offensive rebound by Team,,95-103,,
3:38.0,Turnover by Team (shot clock),,95-103,,
3:21.0,,,95-103,,J. Holiday misses 2-pt shot from 21 ft (block by R. Covington)
3:19.0,Defensive rebound by J. Okafor,,95-103,,
3:12.0,,,95-103,,Personal foul by L. Thomas (drawn by R. Covington)
3:12.0,R. Covington makes free throw 1 of 2,1,96-103,,
3:12.0,R. Covington makes free throw 2 of 2,1,97-103,,
2:53.0,,,97-103,,J. Holiday misses 3-pt shot from 25 ft
2:52.0,Defensive rebound by Team,,97-103,,
2:52.0,,,97-103,,Loose ball foul by J. Holiday (drawn by D. Saric)
2:52.0,D. Saric makes free throw 1 of 2,1,98-103,,
2:52.0,D. Saric misses free throw 2 of 2,,98-103,,
2:52.0,,,98-103,,C. Lee enters the game for J. Holiday
2:51.0,,,98-103,,Defensive rebound by L. Thomas
2:33.0,,,98-103,,C. Anthony misses 2-pt shot at rim
2:32.0,Defensive rebound by R. Covington,,98-103,,
2:27.0,R. Covington misses 2-pt shot from 1 ft,,98-103,,
2:26.0,Offensive rebound by Team,,98-103,,
2:26.0,,,98-103,,Loose ball foul by C. Anthony (drawn by J. Okafor)
2:26.0,J. Okafor makes free throw 1 of 2,1,99-103,,
2:26.0,J. Okafor makes free throw 2 of 2,1,100-103,,
2:14.0,,,100-105,2,D. Rose makes 2-pt shot from 9 ft
2:04.0,D. Saric misses 2-pt shot from 3 ft (block by K. O'Quinn),,100-105,,
2:03.0,Offensive rebound by Team,,100-105,,
1:55.0,T. McConnell makes 2-pt shot from 15 ft,2,102-105,,
1:41.0,Personal foul by J. Okafor (drawn by K. O'Quinn),,102-105,,
1:41.0,,,102-105,,K. O'Quinn misses free throw 1 of 2
1:41.0,,,102-105,,Offensive rebound by Team
1:41.0,,,102-106,1,K. O'Quinn makes free throw 2 of 2
1:27.0,T. McConnell makes 3-pt shot from 25 ft (assist by D. Saric),3,105-106,,
1:04.0,,,105-108,2,C. Anthony makes 2-pt shot from 18 ft
0:51.0,J. Okafor makes 2-pt shot from 5 ft,2,107-108,,
0:32.0,,,107-108,,Turnover by L. Thomas (bad pass; steal by R. Covington)
0:23.0,G. Henderson misses 3-pt shot from 23 ft,,107-108,,
0:22.0,Offensive rebound by D. Saric,,107-108,,
0:18.0,D. Saric misses 2-pt shot from 1 ft (block by K. O'Quinn),,107-108,,
0:16.0,Offensive rebound by T. McConnell,,107-108,,
0:09.0,J. Okafor makes 2-pt shot from 4 ft,2,109-108,,
0:09.0,,,109-108,,New York full timeout
0:09.0,R. Holmes enters the game for J. Okafor,,109-108,,
0:09.0,,,109-108,,J. Holiday enters the game for K. O'Quinn
0:00.0,,,109-110,2,C. Anthony makes 2-pt shot from 11 ft (assist by D. Rose)
0:00.0,Philadelphia full timeout,,109-110,,
0:00.0,,,109-110,,K. O'Quinn enters the game for J. Holiday
0:00.0,N. Stauskas enters the game for T. McConnell,,109-110,,
0:00.0,Turnover by D. Saric (bad pass; steal by K. O'Quinn),,109-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
