time,Cleveland,pts.away,score,pts.home,Atlanta
2:46.0,,,124-117,,Shooting foul by T. Thompson (drawn by P. Millsap)
2:46.0,Cleveland full timeout,,124-117,,
2:46.0,,,124-118,1,P. Millsap makes free throw 1 of 1
2:28.0,L. James misses 3-pt shot from 24 ft,,124-118,,
2:26.0,,,124-118,,Defensive rebound by P. Millsap
2:21.0,,,124-118,,T. Hardaway misses 3-pt shot from 26 ft
2:20.0,,,124-118,,Offensive rebound by Team
2:16.0,,,124-121,3,K. Bazemore makes 3-pt shot from 24 ft (assist by E. Ilyasova)
1:47.0,K. Irving misses 2-pt shot from 16 ft (block by K. Bazemore),,124-121,,
1:44.0,,,124-121,,Defensive rebound by P. Millsap
1:32.0,,,124-123,2,P. Millsap makes 2-pt shot from 14 ft (assist by K. Bazemore)
1:17.0,K. Korver makes 3-pt shot from 25 ft (assist by L. James),3,127-123,,
1:10.0,,,127-123,,T. Hardaway misses 3-pt shot from 25 ft
1:08.0,Defensive rebound by L. James,,127-123,,
0:45.0,L. James misses 2-pt shot from 21 ft,,127-123,,
0:43.0,,,127-123,,Defensive rebound by K. Bazemore
0:37.0,,,127-123,,K. Bazemore misses 2-pt shot at rim
0:34.0,Defensive rebound by L. James,,127-123,,
0:28.0,K. Irving makes 2-pt shot from 2 ft,2,129-123,,
0:28.0,,,129-123,,Atlanta full timeout
0:28.0,,,129-123,,D. Schroder enters the game for T. Sefolosha
0:24.0,,,129-126,3,P. Millsap makes 3-pt shot from 24 ft (assist by T. Hardaway)
0:24.0,,,129-126,,Personal take foul by D. Schroder (drawn by K. Irving)
0:23.0,,,129-126,,Personal take foul by D. Schroder (drawn by K. Irving)
0:23.0,K. Irving makes free throw 1 of 2,1,130-126,,
0:23.0,K. Irving makes free throw 2 of 2,1,131-126,,
0:23.0,,,131-126,,Atlanta full timeout
0:23.0,,,130-126,,T. Sefolosha enters the game for E. Ilyasova
0:23.0,,,131-126,,E. Ilyasova enters the game for T. Sefolosha
0:20.0,,,131-128,2,T. Hardaway makes 2-pt shot from 2 ft (assist by K. Bazemore)
0:14.0,,,131-128,,Personal take foul by E. Ilyasova (drawn by K. Irving)
0:14.0,K. Irving makes free throw 1 of 2,1,132-128,,
0:14.0,K. Irving makes free throw 2 of 2,1,133-128,,
0:09.0,,,133-130,2,D. Schroder makes 2-pt shot at rim
0:09.0,Cleveland full timeout,,133-130,,
0:09.0,,,133-130,,T. Sefolosha enters the game for E. Ilyasova
0:09.0,C. Frye enters the game for T. Thompson,,133-130,,
0:08.0,,,133-130,,Personal take foul by P. Millsap (drawn by K. Irving)
0:08.0,K. Irving makes free throw 1 of 2,1,134-130,,
0:08.0,K. Irving makes free throw 2 of 2,1,135-130,,
0:08.0,,,135-130,,Atlanta full timeout
0:08.0,T. Thompson enters the game for C. Frye,,134-130,,
0:08.0,,,134-130,,E. Ilyasova enters the game for T. Sefolosha
0:02.0,,,135-130,,P. Millsap misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by I. Shumpert,,135-130,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
