time,Boston,pts.away,score,pts.home,Philadelphia
2:41.0,I. Thomas misses 2-pt shot from 2 ft (block by N. Stauskas),,98-94,,
2:39.0,Offensive rebound by I. Thomas,,98-94,,
2:36.0,A. Horford misses 3-pt shot from 25 ft,,98-94,,
2:34.0,,,98-94,,Defensive rebound by J. Okafor
2:27.0,,,98-94,,Turnover by S. Rodriguez (lost ball)
2:15.0,A. Horford misses 2-pt shot from 11 ft,,98-94,,
2:13.0,,,98-94,,Defensive rebound by D. Saric
2:03.0,,,98-94,,D. Saric misses 3-pt shot from 26 ft
2:01.0,,,98-94,,Offensive rebound by S. Rodriguez
1:50.0,,,98-96,2,J. Okafor makes 2-pt shot from 1 ft
1:31.0,I. Thomas makes 2-pt shot from 3 ft,2,100-96,,
1:10.0,,,100-96,,N. Stauskas misses 3-pt shot from 23 ft
1:09.0,,,100-96,,Offensive rebound by D. Saric
1:09.0,,,100-96,,Shooting foul by J. Crowder (drawn by D. Saric)
1:09.0,,,100-97,1,D. Saric makes free throw 1 of 2
1:09.0,,,100-98,1,D. Saric makes free throw 2 of 2
1:09.0,,,100-97,,T. McConnell enters the game for S. Rodriguez
0:59.0,I. Thomas misses 2-pt shot from 2 ft,,100-98,,
0:57.0,,,100-98,,Defensive rebound by D. Saric
0:35.0,,,100-100,2,D. Saric makes 2-pt shot from 2 ft (assist by J. Okafor)
0:35.0,Boston full timeout,,100-100,,
0:30.0,I. Thomas makes 2-pt shot from 2 ft,2,102-100,,
0:30.0,,,102-100,,Philadelphia full timeout
0:30.0,J. Jerebko enters the game for I. Thomas,,102-100,,
0:30.0,,,102-100,,E. Ilyasova enters the game for T. McConnell
0:30.0,,,102-100,,H. Thompson enters the game for G. Henderson
0:21.0,,,102-100,,H. Thompson misses 2-pt shot from 3 ft
0:19.0,Defensive rebound by J. Jerebko,,102-100,,
0:16.0,,,102-100,,Personal foul by E. Ilyasova (drawn by A. Bradley)
0:16.0,A. Bradley misses free throw 1 of 2,,102-100,,
0:16.0,Offensive rebound by Team,,102-100,,
0:16.0,A. Bradley makes free throw 2 of 2,1,103-100,,
0:16.0,,,103-100,,Philadelphia full timeout
0:16.0,,,103-100,,G. Henderson enters the game for N. Stauskas
0:11.0,,,103-100,,D. Saric misses 3-pt shot from 26 ft
0:09.0,Defensive rebound by M. Smart,,103-100,,
0:09.0,,,103-100,,Personal foul by H. Thompson (drawn by M. Smart)
0:09.0,M. Smart makes free throw 1 of 2,1,104-100,,
0:09.0,M. Smart makes free throw 2 of 2,1,105-100,,
0:09.0,,,104-100,,S. Rodriguez enters the game for D. Saric
0:03.0,,,105-103,3,E. Ilyasova makes 3-pt shot from 28 ft (assist by S. Rodriguez)
0:03.0,Boston full timeout,,105-103,,
0:03.0,I. Thomas enters the game for J. Jerebko,,105-103,,
0:03.0,,,105-103,,N. Stauskas enters the game for H. Thompson
0:03.0,,,105-103,,T. McConnell enters the game for J. Okafor
0:03.0,,,105-103,,D. Saric enters the game for S. Rodriguez
0:02.0,,,105-103,,Personal foul by N. Stauskas (drawn by A. Horford)
0:02.0,A. Horford makes free throw 1 of 2,1,106-103,,
0:02.0,A. Horford makes free throw 2 of 2,1,107-103,,
0:01.0,,,107-106,3,E. Ilyasova makes 3-pt shot from 28 ft (assist by D. Saric)
0:00.0,End of 4th quarter,,,,End of 4th quarter
