time,New York,pts.away,score,pts.home,Toronto
5:21.0,New York full timeout,,85-108,,
5:21.0,,,85-108,,F. VanVleet enters the game for T. Ross
5:21.0,J. Holiday enters the game for M. Kuzminskas,,85-108,,
5:21.0,M. Ndour enters the game for W. Hernangomez,,85-108,,
5:03.0,M. Ndour misses 2-pt shot from 7 ft,,85-108,,
5:03.0,,,85-108,,Defensive rebound by C. Joseph
4:44.0,,,85-108,,Turnover by N. Powell (lost ball; steal by M. Ndour)
4:32.0,J. Holiday makes 2-pt shot from 3 ft (assist by B. Jennings),2,87-108,,
4:32.0,Shooting foul by L. Nogueira (drawn by J. Holiday),,87-108,,
4:32.0,J. Holiday makes free throw 1 of 1,1,88-108,,
4:11.0,,,88-108,,Shooting foul by S. Vujacic (drawn by N. Powell)
4:11.0,,,88-109,1,N. Powell makes free throw 1 of 2
4:11.0,,,88-110,1,N. Powell makes free throw 2 of 2
4:02.0,,,88-110,,Personal foul by P. Siakam (drawn by J. Holiday)
4:02.0,J. Holiday misses free throw 1 of 2,,88-110,,
4:02.0,Offensive rebound by Team,,88-110,,
4:02.0,J. Holiday makes free throw 2 of 2,1,89-110,,
3:45.0,,,89-110,,Turnover by C. Joseph (lost ball; steal by S. Vujacic)
3:45.0,,,89-110,,Personal foul by C. Joseph (drawn by S. Vujacic)
3:45.0,S. Vujacic misses free throw 1 of 2,,89-110,,
3:45.0,Offensive rebound by Team,,89-110,,
3:45.0,S. Vujacic makes free throw 2 of 2,1,90-110,,
3:31.0,,,90-110,,F. VanVleet misses 3-pt shot from 25 ft
3:31.0,Defensive rebound by J. Holiday,,90-110,,
3:22.0,M. Ndour makes 2-pt shot from 17 ft (assist by S. Vujacic),2,92-110,,
3:04.0,,,92-110,,Shooting foul by M. Ndour (drawn by N. Powell)
3:04.0,,,92-111,1,N. Powell makes free throw 1 of 2
3:04.0,,,92-112,1,N. Powell makes free throw 2 of 2
2:47.0,S. Vujacic makes 3-pt shot from 24 ft (assist by J. Holiday),3,95-112,,
2:39.0,,,95-112,,Toronto full timeout
2:24.0,,,95-112,,Turnover by C. Joseph (bad pass; steal by M. Ndour)
2:17.0,B. Jennings misses 3-pt shot from 25 ft,,95-112,,
2:16.0,,,95-112,,Defensive rebound by P. Siakam
1:57.0,,,95-112,,Turnover by N. Powell (bad pass; steal by J. Holiday)
1:53.0,S. Vujacic makes 3-pt shot from 28 ft,3,98-112,,
1:31.0,,,98-112,,F. VanVleet misses 2-pt shot from 1 ft
1:30.0,Defensive rebound by R. Baker,,98-112,,
1:17.0,R. Baker misses 3-pt shot from 26 ft,,98-112,,
1:17.0,,,98-112,,Defensive rebound by P. Siakam
1:03.0,,,98-114,2,P. Siakam makes 2-pt shot from 2 ft
0:55.0,J. Holiday makes 3-pt shot from 23 ft (assist by S. Vujacic),3,101-114,,
0:48.0,,,101-116,2,N. Powell makes 2-pt shot at rim (assist by C. Joseph)
0:36.0,M. Ndour misses 2-pt shot from 14 ft (block by L. Nogueira),,101-116,,
0:35.0,,,101-116,,Defensive rebound by C. Joseph
0:14.0,,,101-116,,N. Powell misses 2-pt shot from 2 ft (block by R. Baker)
0:13.0,Defensive rebound by J. Holiday,,101-116,,
0:11.0,Turnover by B. Jennings (lost ball),,101-116,,
0:11.0,,,101-116,,B. Caboclo enters the game for C. Joseph
0:00.0,End of 4th quarter,,,,End of 4th quarter
