time,Utah,pts.away,score,pts.home,Golden State
1:25.0,Defensive rebound by B. Diaw,,98-94,,
1:23.0,J. Johnson makes 3-pt shot from 23 ft (assist by B. Diaw),3,101-94,,
1:19.0,,,101-94,,Golden State full timeout
1:13.0,,,101-94,,P. McCaw misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by R. Gobert,,101-94,,
1:12.0,,,101-94,,Personal foul by Z. Pachulia (drawn by R. Gobert)
0:55.0,B. Diaw makes 2-pt shot from 2 ft (assist by J. Johnson),2,103-94,,
0:46.0,,,103-96,2,I. Clark makes 2-pt shot from 3 ft
0:46.0,,,103-96,,Shooting foul by R. Gobert (drawn by I. Clark)
0:46.0,,,103-97,1,I. Clark makes free throw 1 of 1
0:46.0,Utah full timeout,,103-97,,
0:27.0,J. Johnson makes 2-pt shot from 16 ft (assist by S. Mack),2,105-97,,
0:14.0,,,105-97,,J. McAdoo misses 3-pt shot from 25 ft
0:14.0,,,105-97,,Offensive rebound by J. McGee
0:14.0,,,105-99,2,J. McGee makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
