time,Denver,pts.away,score,pts.home,Cleveland
2:33.0,Personal foul by J. Murray (drawn by T. Thompson),,100-114,,
2:33.0,,,100-114,,T. Thompson misses free throw 1 of 2
2:33.0,,,100-114,,Offensive rebound by Team
2:33.0,,,100-115,1,T. Thompson makes free throw 2 of 2
2:26.0,Shooting foul by K. Irving (drawn by N. Jokic),,100-115,,
2:26.0,N. Jokic misses free throw 1 of 2,,100-115,,
2:26.0,Offensive rebound by Team,,100-115,,
2:26.0,N. Jokic makes free throw 2 of 2,1,101-115,,
2:24.0,Personal foul by J. Murray (drawn by T. Thompson),,101-115,,
2:24.0,,,101-116,1,T. Thompson makes free throw 1 of 2
2:24.0,,,101-116,,T. Thompson misses free throw 2 of 2
2:23.0,Defensive rebound by J. Nelson,,101-116,,
2:10.0,J. Murray misses 3-pt shot from 25 ft,,101-116,,
2:09.0,Offensive rebound by W. Chandler,,101-116,,
2:03.0,J. Murray makes 3-pt shot from 25 ft (assist by J. Nelson),3,104-116,,
1:44.0,,,104-116,,Shooting foul by W. Chandler (drawn by K. Love)
1:44.0,,,104-117,1,K. Love makes free throw 1 of 2
1:44.0,,,104-118,1,K. Love makes free throw 2 of 2
1:44.0,,,104-117,,D. Liggins enters the game for K. Irving
1:44.0,J. Hernangomez enters the game for W. Chandler,,104-117,,
1:44.0,J. O'Bryant enters the game for N. Jokic,,104-117,,
1:25.0,M. Beasley misses 2-pt shot from 1 ft,,104-118,,
1:23.0,,,104-118,,Defensive rebound by K. Love
1:09.0,,,104-118,,K. Love misses 2-pt shot from 7 ft
1:07.0,,,104-118,,Offensive rebound by T. Thompson
1:07.0,,,104-120,2,T. Thompson makes 2-pt shot from 1 ft
0:59.0,J. O'Bryant makes 2-pt shot at rim (assist by J. Murray),2,106-120,,
0:59.0,,,106-120,,Cleveland full timeout
0:59.0,,,106-120,,J. McRae enters the game for K. Love
0:59.0,,,106-120,,K. Felder enters the game for T. Thompson
0:59.0,,,106-120,,R. Jefferson enters the game for K. Korver
0:59.0,M. Miller enters the game for J. Nelson,,106-120,,
0:59.0,,,106-120,,J. Jones enters the game for D. Williams
0:38.0,,,106-122,2,D. Liggins makes 2-pt shot from 18 ft
0:30.0,J. Murray makes 3-pt shot from 26 ft,3,109-122,,
0:06.0,,,109-125,3,D. Liggins makes 3-pt shot from 26 ft
0:00.0,J. Murray misses 3-pt shot from 34 ft,,109-125,,
0:00.0,Offensive rebound by Team,,109-125,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
