time,Chicago,pts.away,score,pts.home,Boston
1:12.0,,,95-108,,J. Jerebko enters the game for J. Crowder
1:12.0,,,95-108,,T. Rozier enters the game for A. Horford
1:12.0,,,95-108,,G. Green enters the game for A. Bradley
1:12.0,,,95-108,,K. Olynyk enters the game for I. Thomas
1:12.0,M. Carter-Williams enters the game for I. Canaan,,95-108,,
1:12.0,B. Portis enters the game for N. Mirotic,,95-108,,
0:50.0,M. Carter-Williams makes 2-pt shot from 9 ft,2,97-108,,
0:30.0,,,97-108,,Turnover by J. Jerebko (3 sec)
0:21.0,B. Portis misses 2-pt shot from 11 ft,,97-108,,
0:20.0,,,97-108,,Defensive rebound by T. Rozier
0:00.0,End of 4th quarter,,,,End of 4th quarter
