time,Denver,pts.away,score,pts.home,LA Lakers
5:44.0,N. Jokic enters the game for K. Faried,,110-100,,
5:38.0,,,110-100,,Personal foul by B. Ingram (drawn by D. Gallinari)
5:38.0,Technical foul by D. Gallinari,,110-100,,
5:38.0,,,110-101,1,J. Clarkson makes technical free throw
5:27.0,W. Barton makes 2-pt shot from 12 ft,2,112-101,,
5:20.0,,,112-101,,Shooting foul by W. Chandler
5:20.0,,,112-102,1,L. Williams makes free throw 1 of 2
5:20.0,,,112-103,1,L. Williams makes free throw 2 of 2
5:20.0,E. Mudiay enters the game for J. Nelson,,112-102,,
5:10.0,N. Jokic misses 2-pt shot from 1 ft (block by I. Zubac),,112-103,,
5:06.0,Offensive rebound by N. Jokic,,112-103,,
5:05.0,N. Jokic makes 2-pt shot from 1 ft,2,114-103,,
4:56.0,,,114-106,3,L. Williams makes 3-pt shot from 26 ft
4:56.0,Denver full timeout,,114-106,,
4:44.0,N. Jokic misses 2-pt shot from 18 ft,,114-106,,
4:43.0,,,114-106,,Defensive rebound by L. Williams
4:35.0,,,114-108,2,I. Zubac makes 2-pt shot from 3 ft (assist by L. Williams)
4:15.0,D. Gallinari misses 2-pt shot from 4 ft,,114-108,,
4:09.0,Offensive rebound by N. Jokic,,114-108,,
4:09.0,N. Jokic makes 2-pt shot at rim,2,116-108,,
4:00.0,,,116-111,3,N. Young makes 3-pt shot from 26 ft (assist by L. Williams)
3:45.0,W. Barton misses 2-pt shot from 14 ft,,116-111,,
3:43.0,,,116-111,,Defensive rebound by I. Zubac
3:37.0,,,116-111,,N. Young misses 3-pt shot from 27 ft
3:35.0,Defensive rebound by E. Mudiay,,116-111,,
3:24.0,Turnover by E. Mudiay (bad pass),,116-111,,
3:13.0,,,116-114,3,L. Williams makes 3-pt shot from 26 ft
2:55.0,W. Barton misses 2-pt shot from 5 ft,,116-114,,
2:52.0,Offensive rebound by W. Barton,,116-114,,
2:51.0,W. Barton misses 2-pt shot from 1 ft,,116-114,,
2:51.0,Offensive rebound by N. Jokic,,116-114,,
2:51.0,N. Jokic misses 2-pt shot from 1 ft,,116-114,,
2:51.0,Offensive rebound by N. Jokic,,116-114,,
2:51.0,Shooting foul by I. Zubac (drawn by N. Jokic),,116-114,,
2:51.0,N. Jokic makes free throw 1 of 2,1,117-114,,
2:51.0,N. Jokic makes free throw 2 of 2,1,118-114,,
2:39.0,,,118-116,2,L. Williams makes 2-pt shot from 3 ft
2:15.0,D. Gallinari makes 2-pt shot from 16 ft (assist by E. Mudiay),2,120-116,,
1:59.0,,,120-116,,N. Young misses 3-pt shot from 22 ft
1:59.0,,,120-116,,Offensive rebound by Team
1:52.0,,,120-119,3,J. Clarkson makes 3-pt shot from 25 ft (assist by L. Williams)
1:38.0,W. Chandler makes 2-pt shot at rim,2,122-119,,
1:24.0,,,122-119,,Shooting foul by W. Chandler (drawn by I. Zubac)
1:24.0,,,122-120,1,I. Zubac makes free throw 1 of 2
1:24.0,,,122-120,,I. Zubac misses free throw 2 of 2
1:23.0,Defensive rebound by W. Chandler,,122-120,,
1:07.0,E. Mudiay misses 3-pt shot from 23 ft,,122-120,,
1:06.0,Offensive rebound by N. Jokic,,122-120,,
0:58.0,W. Barton makes 2-pt shot from 1 ft (assist by N. Jokic),2,124-120,,
0:50.0,,,124-120,,L. Williams misses 2-pt shot from 3 ft
0:46.0,Defensive rebound by N. Jokic,,124-120,,
0:29.0,Shooting foul by I. Zubac (drawn by W. Chandler),,124-120,,
0:29.0,W. Chandler misses free throw 1 of 2,,124-120,,
0:29.0,Offensive rebound by Team,,124-120,,
0:29.0,W. Chandler makes free throw 2 of 2,1,125-120,,
0:29.0,,,125-120,,LA Lakers full timeout
0:29.0,,,125-120,,LA Lakers full timeout
0:29.0,K. Faried enters the game for N. Jokic,,125-120,,
0:25.0,,,125-120,,B. Ingram misses 2-pt shot from 3 ft
0:25.0,,,125-120,,Offensive rebound by B. Ingram
0:25.0,,,125-120,,Shooting foul by K. Faried (drawn by B. Ingram)
0:25.0,,,125-121,1,B. Ingram makes free throw 1 of 2
0:25.0,,,125-121,,B. Ingram misses free throw 2 of 2
0:25.0,N. Jokic enters the game for E. Mudiay,,125-121,,
0:25.0,,,125-121,,T. Robinson enters the game for I. Zubac
0:24.0,Defensive rebound by K. Faried,,125-121,,
0:17.0,,,125-121,,Personal take foul by J. Clarkson (drawn by W. Chandler)
0:17.0,W. Chandler makes free throw 1 of 2,1,126-121,,
0:17.0,W. Chandler makes free throw 2 of 2,1,127-121,,
0:17.0,,,126-121,,I. Zubac enters the game for T. Robinson
0:17.0,E. Mudiay enters the game for N. Jokic,,126-121,,
0:08.0,,,127-121,,L. Williams misses 2-pt shot from 1 ft
0:07.0,,,127-121,,Offensive rebound by I. Zubac
0:07.0,,,127-121,,I. Zubac misses 2-pt shot from 1 ft
0:07.0,,,127-121,,Offensive rebound by Team
0:06.0,,,127-121,,Turnover by N. Young (step out of bounds)
0:00.0,End of 4th quarter,,,,End of 4th quarter
