time,Washington,pts.away,score,pts.home,Charlotte
1:24.0,,,105-97,2,M. Belinelli makes 2-pt shot from 19 ft (assist by M. Williams)
1:06.0,B. Beal misses 2-pt shot at rim,,105-97,,
1:04.0,,,105-97,,Defensive rebound by C. Zeller
0:58.0,,,105-97,,K. Walker misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by M. Gortat,,105-97,,
0:49.0,Washington full timeout,,105-97,,
0:49.0,K. Oubre enters the game for M. Gortat,,105-97,,
0:47.0,,,105-97,,Personal take foul by C. Zeller (drawn by B. Beal)
0:44.0,,,105-97,,Personal foul by C. Zeller (drawn by J. Wall)
0:44.0,J. Wall makes free throw 1 of 2,1,106-97,,
0:44.0,J. Wall makes free throw 2 of 2,1,107-97,,
0:44.0,,,105-97,,F. Kaminsky enters the game for C. Zeller
0:37.0,,,107-99,2,K. Walker makes 2-pt shot from 2 ft
0:37.0,,,107-99,,Shooting foul by M. Morris (drawn by K. Walker)
0:37.0,,,107-99,,K. Walker misses free throw 1 of 1
0:37.0,,,107-99,,M. Kidd-Gilchrist enters the game for M. Belinelli
0:35.0,Defensive rebound by M. Morris,,107-99,,
0:33.0,,,107-99,,Personal foul by K. Walker (drawn by J. Wall)
0:33.0,J. Wall makes free throw 1 of 2,1,108-99,,
0:33.0,J. Wall makes free throw 2 of 2,1,109-99,,
0:33.0,,,108-99,,M. Belinelli enters the game for M. Kidd-Gilchrist
0:24.0,,,109-99,,Charlotte full timeout
0:19.0,,,109-99,,K. Walker misses 3-pt shot from 25 ft
0:18.0,Defensive rebound by K. Oubre,,109-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
