time,LA Clippers,pts.away,score,pts.home,New Orleans
2:34.0,,,109-90,,Turnover by T. Frazier (lost ball; steal by C. Paul)
2:20.0,Turnover by C. Paul (palming),,109-90,,
2:20.0,R. Felton enters the game for C. Paul,,109-90,,
2:02.0,,,109-92,2,B. Hield makes 2-pt shot from 3 ft
1:45.0,R. Felton makes 3-pt shot from 29 ft (assist by M. Speights),3,112-92,,
1:27.0,,,112-94,2,T. Jones makes 2-pt shot from 2 ft
1:09.0,M. Speights makes 2-pt shot from 3 ft (assist by R. Felton),2,114-94,,
1:00.0,,,114-96,2,B. Hield makes 2-pt shot from 4 ft
0:35.0,W. Johnson misses 3-pt shot from 25 ft,,114-96,,
0:34.0,Offensive rebound by M. Speights,,114-96,,
0:20.0,A. Rivers misses 3-pt shot from 28 ft,,114-96,,
0:20.0,Offensive rebound by M. Speights,,114-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
