time,Chicago,pts.away,score,pts.home,New York
4:23.0,,,82-92,,C. Lee enters the game for B. Jennings
4:15.0,,,82-94,2,J. Noah makes 2-pt shot at rim
3:48.0,J. Grant misses 2-pt shot from 5 ft,,82-94,,
3:47.0,,,82-94,,Defensive rebound by C. Anthony
3:27.0,,,82-94,,C. Lee misses 3-pt shot from 23 ft
3:25.0,,,82-94,,Offensive rebound by J. Noah
3:07.0,,,82-94,,D. Rose misses 2-pt shot from 6 ft
3:05.0,Defensive rebound by B. Portis,,82-94,,
2:57.0,D. Wade makes 2-pt shot from 9 ft,2,84-94,,
2:36.0,,,84-96,2,M. Kuzminskas makes 2-pt shot from 2 ft (assist by C. Anthony)
2:34.0,Chicago full timeout,,84-96,,
2:19.0,J. Grant makes 3-pt shot from 25 ft (assist by D. Wade),3,87-96,,
1:48.0,,,87-99,3,C. Anthony makes 3-pt shot from 25 ft
1:38.0,B. Portis misses 3-pt shot from 23 ft,,87-99,,
1:37.0,Offensive rebound by C. Felicio,,87-99,,
1:36.0,C. Felicio makes 2-pt shot from 1 ft,2,89-99,,
1:15.0,,,89-99,,C. Anthony misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by P. Zipser,,89-99,,
0:53.0,D. Wade misses 2-pt shot from 17 ft,,89-99,,
0:51.0,,,89-99,,Defensive rebound by D. Rose
0:47.0,Violation by C. Felicio (def goaltending),,89-99,,
0:47.0,,,89-101,2,C. Lee makes 2-pt shot from 2 ft (assist by D. Rose)
0:47.0,Chicago full timeout,,89-101,,
0:47.0,D. McDermott enters the game for D. Wade,,89-101,,
0:40.0,P. Zipser misses 3-pt shot from 25 ft,,89-101,,
0:38.0,,,89-101,,Defensive rebound by D. Rose
0:20.0,,,89-104,3,M. Kuzminskas makes 3-pt shot from 24 ft (assist by D. Rose)
0:14.0,J. Grant misses 3-pt shot from 25 ft,,89-104,,
0:12.0,,,89-104,,Defensive rebound by C. Lee
0:00.0,End of 4th quarter,,,,End of 4th quarter
