time,Denver,pts.away,score,pts.home,Sacramento
4:50.0,,,90-107,3,A. Tolliver makes 3-pt shot from 25 ft (assist by D. Collison)
4:26.0,G. Harris misses 3-pt shot from 26 ft,,90-107,,
4:25.0,,,90-107,,Defensive rebound by A. Tolliver
4:02.0,,,90-107,,T. Evans misses 2-pt shot from 13 ft
4:01.0,Defensive rebound by N. Jokic,,90-107,,
3:52.0,G. Harris makes 2-pt shot from 2 ft (assist by J. Nelson),2,92-107,,
3:28.0,,,92-107,,W. Cauley-Stein misses 2-pt shot from 17 ft
3:27.0,Defensive rebound by D. Gallinari,,92-107,,
3:14.0,J. Nelson misses 2-pt shot from 2 ft,,92-107,,
3:13.0,,,92-107,,Defensive rebound by T. Lawson
2:50.0,,,92-109,2,D. Collison makes 2-pt shot from 2 ft (assist by A. Tolliver)
2:38.0,J. Nelson makes 2-pt shot from 6 ft,2,94-109,,
2:15.0,Personal foul by J. Nelson (drawn by T. Lawson),,94-109,,
2:15.0,J. Murray enters the game for D. Gallinari,,94-109,,
2:15.0,M. Plumlee enters the game for N. Jokic,,94-109,,
2:15.0,J. Hernangomez enters the game for J. Nelson,,94-109,,
2:13.0,,,94-109,,B. McLemore enters the game for T. Evans
1:54.0,,,94-109,,Turnover by W. Cauley-Stein (lost ball; steal by G. Harris)
1:53.0,,,94-109,,Personal foul by T. Lawson (drawn by G. Harris)
1:53.0,M. Miller enters the game for G. Harris,,94-109,,
1:44.0,Shooting foul by D. Collison (drawn by M. Plumlee),,94-109,,
1:44.0,M. Plumlee makes free throw 1 of 2,1,95-109,,
1:44.0,M. Plumlee makes free throw 2 of 2,1,96-109,,
1:30.0,,,96-111,2,W. Cauley-Stein makes 2-pt shot from 9 ft (assist by T. Lawson)
1:23.0,M. Plumlee makes 2-pt shot from 1 ft (assist by W. Barton),2,98-111,,
1:02.0,,,98-113,2,W. Cauley-Stein makes 2-pt shot from 3 ft
0:53.0,J. Murray misses 3-pt shot from 25 ft,,98-113,,
0:52.0,,,98-113,,Defensive rebound by A. Tolliver
0:28.0,,,98-116,3,D. Collison makes 3-pt shot from 25 ft
0:14.0,W. Barton misses 2-pt shot from 7 ft,,98-116,,
0:13.0,Offensive rebound by W. Barton,,98-116,,
0:05.0,W. Barton makes 2-pt shot from 3 ft (assist by M. Plumlee),2,100-116,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
