time,Atlanta,pts.away,score,pts.home,Toronto
8:45.0,P. Millsap enters the game for D. Howard,,105-92,,
8:45.0,D. Schroder enters the game for K. Bazemore,,105-92,,
8:32.0,,,105-95,3,K. Lowry makes 3-pt shot from 26 ft
8:17.0,P. Millsap makes 3-pt shot from 26 ft (assist by D. Schroder),3,108-95,,
7:58.0,,,108-95,,Turnover by K. Lowry (bad pass; steal by D. Schroder)
7:45.0,D. Schroder makes 2-pt shot from 4 ft,2,110-95,,
7:27.0,,,110-97,2,T. Ross makes 2-pt shot from 11 ft
7:10.0,K. Korver makes 3-pt shot from 24 ft (assist by P. Millsap),3,113-97,,
6:54.0,,,113-99,2,T. Ross makes 2-pt shot from 3 ft (assist by P. Patterson)
6:36.0,P. Millsap misses 2-pt shot from 2 ft,,113-99,,
6:36.0,,,113-99,,Defensive rebound by C. Joseph
6:29.0,,,113-101,2,C. Joseph makes 2-pt shot from 2 ft
6:03.0,K. Korver misses 3-pt shot from 31 ft,,113-101,,
6:03.0,,,113-101,,Defensive rebound by P. Patterson
5:57.0,,,113-101,,Shooting foul by D. Schroder (drawn by C. Joseph)
5:57.0,,,113-101,,Toronto full timeout
5:57.0,,,113-102,1,C. Joseph makes free throw 1 of 2
5:57.0,,,113-103,1,C. Joseph makes free throw 2 of 2
5:57.0,,,113-101,,D. DeRozan enters the game for N. Powell
5:46.0,Turnover by T. Hardaway (offensive foul),,113-103,,
5:46.0,Offensive foul by T. Hardaway,,113-103,,
5:46.0,T. Sefolosha enters the game for M. Delaney,,113-103,,
5:36.0,,,113-103,,K. Lowry misses 2-pt shot from 2 ft (block by P. Millsap)
5:35.0,Defensive rebound by P. Millsap,,113-103,,
5:21.0,,,113-103,,Violation by P. Patterson (kicked ball)
5:18.0,T. Hardaway makes 2-pt shot from 2 ft (assist by K. Korver),2,115-103,,
4:54.0,,,115-106,3,K. Lowry makes 3-pt shot from 25 ft (assist by C. Joseph)
4:40.0,D. Schroder misses 2-pt shot from 3 ft,,115-106,,
4:40.0,Offensive rebound by Team,,115-106,,
4:40.0,,,115-106,,Loose ball foul by K. Lowry (drawn by T. Sefolosha)
4:29.0,T. Hardaway makes 2-pt shot from 3 ft,2,117-106,,
4:14.0,,,117-109,3,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry)
3:54.0,D. Schroder misses 3-pt shot from 26 ft,,117-109,,
3:53.0,,,117-109,,Defensive rebound by D. DeRozan
3:47.0,,,117-111,2,D. DeRozan makes 2-pt shot at rim
3:47.0,Atlanta full timeout,,117-111,,
3:47.0,,,117-111,,J. Valanciunas enters the game for C. Joseph
3:47.0,D. Howard enters the game for T. Sefolosha,,117-111,,
3:47.0,K. Bazemore enters the game for K. Korver,,117-111,,
3:31.0,Turnover by P. Millsap (bad pass; steal by J. Valanciunas),,117-111,,
3:24.0,,,117-111,,K. Lowry misses 2-pt shot from 11 ft
3:24.0,Defensive rebound by P. Millsap,,117-111,,
3:06.0,P. Millsap misses 2-pt shot from 16 ft,,117-111,,
3:05.0,Offensive rebound by K. Bazemore,,117-111,,
2:45.0,D. Schroder makes 2-pt shot from 1 ft,2,119-111,,
2:35.0,,,119-113,2,D. DeRozan makes 2-pt shot from 1 ft
2:17.0,P. Millsap makes 2-pt shot at rim (assist by T. Hardaway),2,121-113,,
2:15.0,,,121-113,,Toronto full timeout
2:15.0,,,121-113,,C. Joseph enters the game for T. Ross
2:03.0,,,121-115,2,D. DeRozan makes 2-pt shot from 17 ft (assist by J. Valanciunas)
1:42.0,T. Hardaway misses 2-pt shot from 13 ft,,121-115,,
1:42.0,Offensive rebound by Team,,121-115,,
1:42.0,,,121-115,,Loose ball foul by J. Valanciunas (drawn by D. Howard)
1:27.0,D. Schroder makes 2-pt shot from 3 ft,2,123-115,,
1:08.0,,,123-115,,K. Lowry misses 3-pt shot from 24 ft
1:07.0,,,123-115,,Offensive rebound by J. Valanciunas
1:02.0,T. Sefolosha enters the game for T. Hardaway,,123-115,,
0:48.0,,,123-117,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
0:28.0,Turnover by D. Schroder (bad pass; steal by P. Patterson),,123-117,,
0:24.0,,,123-117,,Toronto full timeout
0:22.0,,,123-119,2,D. DeRozan makes 2-pt shot from 13 ft (assist by C. Joseph)
0:22.0,Atlanta full timeout,,123-119,,
0:22.0,,,123-119,,N. Powell enters the game for K. Lowry
0:22.0,,,123-119,,D. Carroll enters the game for J. Valanciunas
0:22.0,K. Korver enters the game for T. Sefolosha,,123-119,,
0:22.0,T. Hardaway enters the game for D. Howard,,123-119,,
0:22.0,M. Delaney enters the game for K. Bazemore,,123-119,,
0:17.0,,,123-119,,Personal foul by D. DeRozan (drawn by M. Delaney)
0:17.0,M. Delaney misses free throw 1 of 2,,123-119,,
0:17.0,Offensive rebound by Team,,123-119,,
0:17.0,M. Delaney makes free throw 2 of 2,1,124-119,,
0:17.0,K. Bazemore enters the game for T. Hardaway,,123-119,,
0:17.0,T. Sefolosha enters the game for K. Korver,,123-119,,
0:17.0,,,123-119,,K. Lowry enters the game for D. Carroll
0:17.0,,,123-119,,J. Valanciunas enters the game for N. Powell
0:11.0,,,124-121,2,D. DeRozan makes 2-pt shot from 3 ft
0:07.0,,,124-121,,Personal foul by C. Joseph (drawn by D. Schroder)
0:07.0,D. Schroder makes free throw 1 of 2,1,125-121,,
0:07.0,D. Schroder misses free throw 2 of 2,,125-121,,
0:07.0,T. Hardaway enters the game for M. Delaney,,125-121,,
0:06.0,,,125-121,,Defensive rebound by J. Valanciunas
0:06.0,,,125-121,,Toronto full timeout
0:02.0,,,125-121,,K. Lowry misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by T. Sefolosha,,125-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
