time,Utah,pts.away,score,pts.home,Minnesota
2:46.0,,,85-92,,Offensive rebound by K. Towns
2:28.0,,,85-92,,A. Wiggins misses 3-pt shot from 23 ft
2:27.0,,,85-92,,Offensive rebound by G. Dieng
2:24.0,,,85-92,,Z. LaVine misses 3-pt shot from 29 ft
2:23.0,,,85-92,,Offensive rebound by Team
2:23.0,,,85-92,,Turnover by Team (shot clock)
2:23.0,Utah full timeout,,85-92,,
2:08.0,D. Favors makes 2-pt shot from 20 ft (assist by G. Hayward),2,87-92,,
1:44.0,,,87-92,,Turnover by R. Rubio (bad pass)
1:29.0,D. Favors makes 3-pt shot from 24 ft (assist by G. Hayward),3,90-92,,
1:09.0,,,90-92,,A. Wiggins misses 2-pt shot from 20 ft
1:08.0,Defensive rebound by R. Gobert,,90-92,,
0:59.0,,,90-92,,Violation by Z. LaVine (kicked ball)
0:59.0,Utah full timeout,,90-92,,
0:52.0,,,90-92,,Personal foul by R. Rubio (drawn by G. Hill)
0:52.0,G. Hill makes free throw 1 of 2,1,91-92,,
0:52.0,G. Hill makes free throw 2 of 2,1,92-92,,
0:52.0,,,92-92,,Minnesota full timeout
0:52.0,,,92-92,,Minnesota full timeout
0:45.0,,,92-92,,G. Dieng misses 2-pt shot from 19 ft
0:43.0,Defensive rebound by J. Ingles,,92-92,,
0:28.0,D. Favors misses 2-pt shot from 6 ft,,92-92,,
0:28.0,Offensive rebound by R. Gobert,,92-92,,
0:28.0,R. Gobert makes 2-pt shot from 1 ft,2,94-92,,
0:28.0,,,94-92,,Minnesota full timeout
0:28.0,,,94-92,,N. Bjelica enters the game for G. Dieng
0:25.0,,,94-92,,K. Towns misses 2-pt shot from 11 ft
0:20.0,Jump ball: R. Gobert vs. K. Towns (Z. LaVine gains possession),,,,Jump ball: R. Gobert vs. K. Towns (Z. LaVine gains possession)
0:20.0,,,94-92,,Offensive rebound by Z. LaVine
0:02.0,,,94-92,,Z. LaVine misses 2-pt shot from 19 ft
0:01.0,Defensive rebound by G. Hill,,94-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
