time,Charlotte,pts.away,score,pts.home,Detroit
10:01.0,,,72-89,,Defensive rebound by J. Leuer
9:54.0,,,72-91,2,T. Harris makes 2-pt shot from 13 ft (assist by I. Smith)
9:54.0,Charlotte full timeout,,72-91,,
9:54.0,K. Walker enters the game for J. Lamb,,72-91,,
9:54.0,M. Williams enters the game for F. Kaminsky,,72-91,,
9:54.0,,,72-91,,A. Drummond enters the game for B. Marjanovic
9:27.0,K. Walker makes 2-pt shot from 9 ft,2,74-91,,
9:04.0,,,74-91,,T. Harris misses 3-pt shot from 24 ft
9:04.0,Defensive rebound by K. Walker,,74-91,,
8:53.0,S. Hawes misses 3-pt shot from 26 ft,,74-91,,
8:52.0,,,74-91,,Defensive rebound by K. Caldwell-Pope
8:42.0,,,74-91,,A. Drummond misses 2-pt shot from 7 ft
8:41.0,Defensive rebound by M. Williams,,74-91,,
8:29.0,K. Walker makes 2-pt shot from 2 ft (assist by S. Hawes),2,76-91,,
8:07.0,,,76-91,,Turnover by J. Leuer (bad pass; steal by M. Belinelli)
8:02.0,Shooting foul by J. Leuer (drawn by M. Williams),,76-91,,
8:02.0,M. Williams makes free throw 1 of 2,1,77-91,,
8:02.0,M. Williams makes free throw 2 of 2,1,78-91,,
7:38.0,,,78-91,,I. Smith misses 2-pt shot from 19 ft
7:38.0,Defensive rebound by K. Walker,,78-91,,
7:30.0,K. Walker misses 2-pt shot from 6 ft (block by I. Smith),,78-91,,
7:29.0,Offensive rebound by K. Walker,,78-91,,
7:26.0,M. Williams makes 3-pt shot from 27 ft (assist by K. Walker),3,81-91,,
7:26.0,,,81-91,,Detroit full timeout
7:26.0,,,81-91,,R. Jackson enters the game for J. Leuer
7:26.0,,,81-91,,M. Morris enters the game for I. Smith
7:06.0,,,81-91,,T. Harris misses 2-pt shot from 19 ft
7:06.0,,,81-91,,Offensive rebound by Team
7:06.0,Personal foul by M. Belinelli (drawn by M. Morris),,81-91,,
6:55.0,,,81-94,3,M. Morris makes 3-pt shot from 26 ft (assist by R. Jackson)
6:32.0,K. Walker makes 2-pt shot at rim,2,83-94,,
6:19.0,,,83-94,,R. Jackson misses 2-pt shot from 1 ft
6:18.0,Defensive rebound by M. Williams,,83-94,,
6:04.0,K. Walker makes 3-pt shot from 27 ft,3,86-94,,
5:50.0,,,86-97,3,T. Harris makes 3-pt shot from 26 ft (assist by R. Jackson)
5:31.0,S. Hawes makes 3-pt shot from 23 ft (assist by R. Sessions),3,89-97,,
5:13.0,,,89-99,2,A. Drummond makes 2-pt shot from 6 ft (assist by M. Morris)
4:58.0,K. Walker makes 2-pt shot at rim,2,91-99,,
4:58.0,,,91-99,,Away from play foul by A. Drummond (drawn by S. Hawes)
4:58.0,S. Hawes makes free throw 1 of 1,1,92-99,,
4:43.0,,,92-99,,A. Drummond misses 2-pt shot at rim
4:43.0,Defensive rebound by S. Hawes,,92-99,,
4:31.0,K. Walker misses 3-pt shot from 26 ft,,92-99,,
4:31.0,,,92-99,,Defensive rebound by A. Drummond
4:22.0,,,92-101,2,A. Drummond makes 2-pt shot from 2 ft (assist by R. Jackson)
4:04.0,M. Williams makes 2-pt shot from 15 ft (assist by K. Walker),2,94-101,,
3:51.0,,,94-103,2,R. Jackson makes 2-pt shot at rim
3:51.0,,,94-103,,Shooting foul by K. Walker (drawn by R. Jackson)
3:51.0,,,94-104,1,R. Jackson makes free throw 1 of 1
3:51.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,94-103,,
3:37.0,S. Hawes makes 2-pt shot from 1 ft (assist by M. Williams),2,96-104,,
3:18.0,,,96-104,,Shooting foul by K. Walker (drawn by R. Jackson)
3:18.0,,,96-105,1,R. Jackson makes free throw 1 of 2
3:18.0,,,96-106,1,R. Jackson makes free throw 2 of 2
3:07.0,R. Sessions makes 2-pt shot from 8 ft (assist by S. Hawes),2,98-106,,
2:46.0,,,98-106,,K. Caldwell-Pope misses 2-pt shot from 19 ft
2:46.0,,,98-106,,Offensive rebound by M. Morris
2:46.0,Personal foul by M. Kidd-Gilchrist (drawn by M. Morris),,98-106,,
2:46.0,Official timeout,,98-106,,
2:46.0,,,98-107,1,M. Morris makes free throw 1 of 2
2:46.0,,,98-108,1,M. Morris makes free throw 2 of 2
2:33.0,M. Williams misses 2-pt shot from 18 ft,,98-108,,
2:33.0,,,98-108,,Defensive rebound by A. Drummond
2:18.0,,,98-108,,A. Drummond misses 2-pt shot from 5 ft (block by M. Williams)
2:17.0,Defensive rebound by M. Kidd-Gilchrist,,98-108,,
2:12.0,K. Walker makes 3-pt shot from 25 ft (assist by M. Williams),3,101-108,,
1:54.0,,,101-108,,M. Morris misses 3-pt shot from 26 ft
1:54.0,Defensive rebound by M. Williams,,101-108,,
1:44.0,S. Hawes makes 3-pt shot from 26 ft (assist by K. Walker),3,104-108,,
1:31.0,,,104-110,2,R. Jackson makes 2-pt shot from 1 ft
1:18.0,K. Walker makes 2-pt shot from 8 ft,2,106-110,,
1:00.0,,,106-110,,R. Jackson misses 2-pt shot at rim
1:00.0,Defensive rebound by M. Kidd-Gilchrist,,106-110,,
0:48.0,S. Hawes misses 2-pt shot from 9 ft (block by M. Morris),,106-110,,
0:48.0,Offensive rebound by Team,,106-110,,
0:48.0,,,106-110,,J. Leuer enters the game for A. Drummond
0:43.0,K. Walker makes 2-pt shot from 18 ft,2,108-110,,
0:27.0,,,108-112,2,R. Jackson makes 2-pt shot from 15 ft
0:27.0,Charlotte full timeout,,108-112,,
0:27.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,108-112,,
0:19.0,K. Walker makes 2-pt shot from 1 ft,2,110-112,,
0:13.0,Personal foul by R. Sessions (drawn by R. Jackson),,110-112,,
0:13.0,,,110-112,,R. Jackson misses free throw 1 of 2
0:13.0,,,110-112,,Offensive rebound by Team
0:13.0,,,110-113,1,R. Jackson makes free throw 2 of 2
0:13.0,Charlotte full timeout,,110-113,,
0:13.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,110-112,,
0:13.0,M. Belinelli enters the game for M. Kidd-Gilchrist,,110-113,,
0:13.0,F. Kaminsky enters the game for M. Williams,,110-113,,
0:08.0,S. Hawes makes 3-pt shot from 25 ft (assist by M. Belinelli),3,113-113,,
0:08.0,,,113-113,,Detroit full timeout
0:08.0,M. Williams enters the game for S. Hawes,,113-113,,
0:08.0,M. Kidd-Gilchrist enters the game for M. Belinelli,,113-113,,
0:02.0,Personal foul by K. Walker (drawn by R. Jackson),,113-113,,
0:02.0,,,113-114,1,R. Jackson makes free throw 1 of 2
0:02.0,,,113-115,1,R. Jackson makes free throw 2 of 2
0:02.0,Charlotte full timeout,,113-115,,
0:02.0,,,113-115,,Away from play foul by M. Morris (drawn by M. Belinelli)
0:02.0,M. Belinelli makes free throw 1 of 1,1,114-115,,
0:02.0,S. Hawes enters the game for F. Kaminsky,,113-114,,
0:02.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,113-115,,
0:02.0,M. Belinelli enters the game for M. Williams,,113-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
