time,Atlanta,pts.away,score,pts.home,Toronto
3:09.0,T. Waller-Prince misses 3-pt shot from 24 ft,,79-119,,
3:08.0,,,79-119,,Defensive rebound by B. Caboclo
2:58.0,,,79-119,,Offensive charge foul by B. Caboclo
2:58.0,,,79-119,,Turnover by B. Caboclo (offensive foul)
2:58.0,Official timeout,,79-119,,
2:44.0,Turnover by T. Hardaway (lost ball; steal by N. Powell),,79-119,,
2:22.0,,,79-119,,Turnover by P. Siakam (bad pass; steal by T. Hardaway)
2:15.0,D. Bembry misses 2-pt shot from 3 ft (block by P. Siakam),,79-119,,
2:15.0,Offensive rebound by Team,,79-119,,
2:10.0,Turnover by T. Waller-Prince (lost ball; steal by P. Siakam),,79-119,,
2:05.0,,,79-121,2,P. Siakam makes 2-pt shot at rim (assist by F. VanVleet)
1:53.0,T. Hardaway makes 3-pt shot from 25 ft (assist by M. Scott),3,82-121,,
1:41.0,,,82-123,2,N. Powell makes 2-pt shot from 21 ft
1:29.0,Turnover by T. Waller-Prince (bad pass; steal by N. Powell),,82-123,,
1:26.0,,,82-123,,Turnover by N. Powell (lost ball; steal by R. Kelly)
1:22.0,T. Waller-Prince makes 2-pt shot from 2 ft (assist by R. Kelly),2,84-123,,
1:11.0,,,84-123,,N. Powell misses 2-pt shot from 5 ft
1:10.0,,,84-123,,Offensive rebound by J. Poeltl
1:06.0,,,84-123,,J. Poeltl misses 2-pt shot from 4 ft
1:06.0,,,84-123,,Offensive rebound by B. Caboclo
1:02.0,,,84-126,3,F. VanVleet makes 3-pt shot from 22 ft (assist by B. Caboclo)
0:56.0,Turnover by D. Bembry (bad pass; steal by J. Poeltl),,84-126,,
0:51.0,,,84-128,2,J. Poeltl makes 2-pt shot at rim (assist by F. VanVleet)
0:51.0,,,84-128,,Shooting foul by T. Hardaway (drawn by J. Poeltl)
0:51.0,,,84-128,,J. Poeltl misses free throw 1 of 1
0:49.0,Defensive rebound by T. Hardaway,,84-128,,
0:39.0,T. Waller-Prince misses 2-pt shot from 3 ft (block by P. Siakam),,84-128,,
0:37.0,,,84-128,,Defensive rebound by B. Caboclo
0:30.0,,,84-128,,B. Caboclo misses 2-pt shot from 17 ft
0:29.0,Defensive rebound by R. Kelly,,84-128,,
0:14.0,M. Scott misses 2-pt shot from 16 ft,,84-128,,
0:14.0,,,84-128,,Defensive rebound by F. VanVleet
0:00.0,End of 4th quarter,,,,End of 4th quarter
