time,Phoenix,pts.away,score,pts.home,Memphis
3:06.0,A. Len misses 2-pt shot from 15 ft,,102-117,,
3:05.0,,,102-117,,Defensive rebound by T. Douglas
2:49.0,,,102-120,3,M. Gasol makes 3-pt shot from 25 ft (assist by T. Douglas)
2:31.0,A. Len makes 2-pt shot at rim (assist by E. Bledsoe),2,104-120,,
2:08.0,,,104-120,,M. Conley misses 2-pt shot from 1 ft
2:05.0,Defensive rebound by D. Booker,,104-120,,
2:03.0,,,104-120,,Personal take foul by Z. Randolph (drawn by E. Bledsoe)
2:03.0,,,104-120,,Memphis full timeout
2:03.0,E. Bledsoe misses free throw 1 of 2,,104-120,,
2:03.0,Offensive rebound by Team,,104-120,,
2:03.0,E. Bledsoe makes free throw 2 of 2,1,105-120,,
2:03.0,,,104-120,,T. Daniels enters the game for M. Gasol
2:03.0,,,104-120,,A. Harrison enters the game for T. Allen
2:03.0,,,104-120,,B. Wright enters the game for M. Conley
2:03.0,,,104-120,,D. Davis enters the game for Z. Randolph
2:03.0,T. Ulis enters the game for T. Warren,,104-120,,
2:03.0,A. Williams enters the game for A. Len,,104-120,,
2:03.0,D. Jones enters the game for D. Booker,,104-120,,
2:01.0,Personal foul by D. Jones (drawn by T. Douglas),,105-120,,
2:01.0,R. Price enters the game for E. Bledsoe,,105-120,,
1:47.0,,,105-120,,Turnover by T. Daniels (lost ball; steal by R. Price)
1:43.0,D. Jones makes 2-pt shot at rim (assist by T. Ulis),2,107-120,,
1:28.0,,,107-122,2,D. Davis makes 2-pt shot from 1 ft (assist by T. Douglas)
1:28.0,,,107-122,,Shooting foul by M. Chriss (drawn by D. Davis)
1:28.0,,,107-123,1,D. Davis makes free throw 1 of 1
1:20.0,Turnover by M. Chriss (bad pass; steal by T. Douglas),,107-123,,
1:18.0,,,107-125,2,T. Douglas makes 2-pt shot from 1 ft
1:05.0,A. Williams misses 2-pt shot from 5 ft,,107-125,,
1:05.0,,,107-125,,Defensive rebound by A. Harrison
0:57.0,,,107-128,3,A. Harrison makes 3-pt shot from 27 ft
0:49.0,T. Ulis makes 3-pt shot from 26 ft,3,110-128,,
0:29.0,,,110-128,,T. Douglas misses 2-pt shot from 11 ft
0:29.0,Defensive rebound by M. Chriss,,110-128,,
0:24.0,D. Jones makes 2-pt shot at rim (assist by M. Chriss),2,112-128,,
0:23.0,Personal foul by D. Jones (drawn by T. Daniels),,112-128,,
0:23.0,,,112-129,1,T. Daniels makes free throw 1 of 2
0:23.0,,,112-130,1,T. Daniels makes free throw 2 of 2
0:14.0,T. Ulis misses 2-pt shot from 19 ft (block by T. Douglas),,112-130,,
0:14.0,Offensive rebound by Team,,112-130,,
0:05.0,A. Williams misses 2-pt shot from 9 ft,,112-130,,
0:03.0,,,112-130,,Defensive rebound by T. Daniels
0:00.0,End of 4th quarter,,,,End of 4th quarter
