time,Brooklyn,pts.away,score,pts.home,Indiana
3:04.0,,,87-109,,G. Robinson misses 2-pt shot from 7 ft
3:01.0,,,87-109,,Offensive rebound by L. Allen
3:01.0,,,87-109,,L. Allen misses 2-pt shot from 1 ft
3:00.0,Defensive rebound by I. Whitehead,,87-109,,
2:47.0,Y. Ferrell misses 3-pt shot from 25 ft,,87-109,,
2:45.0,Offensive rebound by A. Bennett,,87-109,,
2:43.0,A. Bennett makes 2-pt shot from 1 ft,2,89-109,,
2:37.0,,,89-109,,Indiana full timeout
2:26.0,,,89-112,3,G. Niang makes 3-pt shot from 24 ft (assist by J. Young)
2:19.0,C. McCullough makes 2-pt shot from 3 ft (assist by I. Whitehead),2,91-112,,
2:19.0,Shooting foul by G. Robinson (drawn by C. McCullough),,91-112,,
2:19.0,C. McCullough makes free throw 1 of 1,1,92-112,,
2:06.0,,,92-112,,G. Niang misses 2-pt shot from 13 ft
2:05.0,Defensive rebound by A. Bennett,,92-112,,
1:59.0,Turnover by Y. Ferrell (bad pass; steal by G. Niang),,92-112,,
1:45.0,,,92-114,2,J. Young makes 2-pt shot from 8 ft
1:41.0,C. McCullough makes 2-pt shot from 2 ft (assist by I. Whitehead),2,94-114,,
1:33.0,,,94-116,2,G. Niang makes 2-pt shot from 3 ft (assist by J. Young)
1:24.0,J. Harris misses 3-pt shot from 26 ft,,94-116,,
1:24.0,,,94-116,,Defensive rebound by J. Young
1:14.0,,,94-118,2,L. Allen makes 2-pt shot from 2 ft (assist by J. Young)
1:00.0,Y. Ferrell misses 3-pt shot from 27 ft,,94-118,,
1:00.0,,,94-118,,Defensive rebound by G. Robinson
0:45.0,,,94-118,,A. Brooks misses 3-pt shot from 26 ft
0:45.0,Defensive rebound by A. Bennett,,94-118,,
0:37.0,Y. Ferrell makes 3-pt shot from 25 ft (assist by I. Whitehead),3,97-118,,
0:13.0,,,97-118,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
