time,Golden State,pts.away,score,pts.home,Chicago
1:01.0,Offensive rebound by Team,,85-91,,
0:57.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,87-91,,
0:49.0,,,87-91,,J. Butler misses 3-pt shot from 25 ft
0:48.0,Defensive rebound by S. Curry,,87-91,,
0:32.0,S. Curry misses 2-pt shot from 19 ft,,87-91,,
0:31.0,,,87-91,,Defensive rebound by B. Portis
0:30.0,Personal take foul by M. Barnes (drawn by B. Portis),,87-91,,
0:28.0,Personal foul by A. Iguodala (drawn by J. Butler),,87-91,,
0:28.0,,,87-92,1,J. Butler makes free throw 1 of 2
0:28.0,,,87-93,1,J. Butler makes free throw 2 of 2
0:22.0,K. Thompson misses 3-pt shot from 25 ft,,87-93,,
0:20.0,,,87-93,,Defensive rebound by B. Portis
0:15.0,Personal foul by D. Green (drawn by B. Portis),,87-93,,
0:15.0,,,87-94,1,B. Portis makes free throw 1 of 2
0:15.0,,,87-94,,B. Portis misses free throw 2 of 2
0:14.0,Defensive rebound by D. Green,,87-94,,
0:09.0,K. Thompson misses 3-pt shot from 26 ft,,87-94,,
0:09.0,,,87-94,,Defensive rebound by B. Portis
0:00.0,End of 4th quarter,,,,End of 4th quarter
