time,Houston,pts.away,score,pts.home,Memphis
5:28.0,,,104-92,2,M. Gasol makes 2-pt shot from 12 ft
5:28.0,,,104-92,,Shooting foul by T. Ariza (drawn by M. Gasol)
5:28.0,,,104-92,,M. Gasol misses free throw 1 of 1
5:28.0,N. Hilario enters the game for M. Harrell,,104-92,,
5:27.0,Defensive rebound by T. Ariza,,104-92,,
5:12.0,E. Gordon makes 2-pt shot from 2 ft,2,106-92,,
4:48.0,,,106-92,,M. Conley misses 2-pt shot from 19 ft
4:48.0,Defensive rebound by Team,,106-92,,
4:42.0,N. Hilario makes 2-pt shot at rim (assist by E. Gordon),2,108-92,,
4:42.0,,,108-92,,Memphis full timeout
4:23.0,,,108-92,,M. Conley misses 3-pt shot from 27 ft
4:22.0,Defensive rebound by T. Ariza,,108-92,,
4:06.0,J. Harden makes 2-pt shot from 19 ft,2,110-92,,
3:45.0,,,110-92,,Z. Randolph misses 3-pt shot from 24 ft
3:45.0,Defensive rebound by E. Gordon,,110-92,,
3:25.0,J. Harden makes 3-pt shot from 26 ft,3,113-92,,
3:02.0,,,113-92,,M. Conley misses 2-pt shot from 11 ft
2:59.0,Defensive rebound by E. Gordon,,113-92,,
2:59.0,,,113-92,,Personal take foul by Z. Randolph (drawn by N. Hilario)
2:59.0,,,113-92,,J. Green enters the game for M. Gasol
2:59.0,,,113-92,,J. Martin enters the game for M. Conley
2:59.0,,,113-92,,A. Harrison enters the game for V. Carter
2:59.0,,,113-92,,D. Davis enters the game for Z. Randolph
2:59.0,P. Beverley enters the game for J. Harden,,113-92,,
2:59.0,S. Dekker enters the game for N. Hilario,,113-92,,
2:59.0,C. Capela enters the game for E. Gordon,,113-92,,
2:49.0,S. Dekker makes 3-pt shot from 23 ft (assist by P. Beverley),3,116-92,,
2:31.0,,,116-92,,J. Ennis misses 2-pt shot from 20 ft
2:29.0,Defensive rebound by P. Beverley,,116-92,,
2:25.0,S. Dekker makes 2-pt shot from 1 ft (assist by P. Beverley),2,118-92,,
2:09.0,,,118-92,,A. Harrison misses 3-pt shot from 25 ft
2:08.0,Defensive rebound by P. Beverley,,118-92,,
1:58.0,S. Dekker misses 3-pt shot from 26 ft,,118-92,,
1:57.0,,,118-92,,Defensive rebound by D. Davis
1:37.0,,,118-92,,A. Harrison misses 3-pt shot from 25 ft
1:37.0,Defensive rebound by P. Beverley,,118-92,,
1:22.0,S. Dekker misses 3-pt shot from 25 ft,,118-92,,
1:22.0,,,118-92,,Defensive rebound by J. Martin
1:13.0,,,118-95,3,J. Green makes 3-pt shot from 24 ft (assist by J. Martin)
0:59.0,Shooting foul by A. Harrison (drawn by C. Capela),,118-95,,
0:59.0,C. Capela makes free throw 1 of 2,1,119-95,,
0:59.0,C. Capela misses free throw 2 of 2,,119-95,,
0:59.0,K. McDaniels enters the game for T. Ariza,,119-95,,
0:59.0,B. Brown enters the game for P. Beverley,,119-95,,
0:59.0,T. Ennis enters the game for C. Brewer,,119-95,,
0:58.0,,,119-95,,Defensive rebound by D. Davis
0:38.0,,,119-95,,Turnover by J. Green (bad pass; steal by K. McDaniels)
0:23.0,Turnover by T. Ennis (step out of bounds),,119-95,,
0:14.0,,,119-95,,J. Martin misses 3-pt shot from 25 ft
0:13.0,Defensive rebound by K. McDaniels,,119-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
