time,Boston,pts.away,score,pts.home,Atlanta
2:12.0,,,94-92,3,M. Dunleavy makes 3-pt shot from 23 ft (assist by T. Hardaway)
2:11.0,Boston full timeout,,94-92,,
2:11.0,K. Olynyk enters the game for T. Rozier,,94-92,,
2:00.0,Shooting foul by M. Dunleavy (drawn by K. Olynyk),,94-92,,
2:00.0,K. Olynyk makes free throw 1 of 2,1,95-92,,
2:00.0,K. Olynyk makes free throw 2 of 2,1,96-92,,
1:37.0,,,96-92,,K. Bazemore misses 2-pt shot from 1 ft
1:34.0,Defensive rebound by K. Olynyk,,96-92,,
1:19.0,I. Thomas makes 2-pt shot from 15 ft,2,98-92,,
1:05.0,,,98-95,3,M. Delaney makes 3-pt shot from 23 ft (assist by M. Dunleavy)
0:52.0,I. Thomas makes 3-pt shot from 25 ft,3,101-95,,
0:52.0,,,101-95,,Atlanta full timeout
0:52.0,T. Rozier enters the game for K. Olynyk,,101-95,,
0:50.0,,,101-98,3,T. Hardaway makes 3-pt shot from 25 ft (assist by M. Delaney)
0:36.0,I. Thomas misses 2-pt shot at rim,,101-98,,
0:34.0,,,101-98,,Defensive rebound by P. Millsap
0:26.0,,,101-101,3,P. Millsap makes 3-pt shot from 25 ft (assist by K. Bazemore)
0:02.0,I. Thomas makes 2-pt shot from 19 ft,2,103-101,,
0:02.0,,,103-101,,Atlanta full timeout
0:02.0,K. Olynyk enters the game for T. Rozier,,103-101,,
0:02.0,T. Rozier enters the game for I. Thomas,,103-101,,
0:00.0,,,103-101,,P. Millsap misses 2-pt shot from 18 ft
0:00.0,,,103-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
