time,Boston,pts.away,score,pts.home,Chicago
6:11.0,Shooting foul by M. Carter-Williams (drawn by I. Thomas),,85-95,,
6:11.0,I. Thomas misses free throw 1 of 2,,85-95,,
6:11.0,Offensive rebound by Team,,85-95,,
6:11.0,I. Thomas misses free throw 2 of 2,,85-95,,
6:11.0,,,85-95,,R. Rondo enters the game for D. McDermott
6:09.0,,,85-95,,Defensive rebound by R. Rondo
5:45.0,,,85-95,,R. Rondo misses 2-pt shot from 20 ft
5:44.0,Defensive rebound by A. Johnson,,85-95,,
5:39.0,I. Thomas misses 3-pt shot from 25 ft,,85-95,,
5:38.0,,,85-95,,Defensive rebound by R. Lopez
5:29.0,Personal foul by J. Crowder (drawn by N. Mirotic),,85-95,,
5:29.0,A. Horford enters the game for A. Johnson,,85-95,,
5:14.0,,,85-95,,N. Mirotic misses 3-pt shot from 25 ft
5:13.0,Defensive rebound by I. Thomas,,85-95,,
5:00.0,I. Thomas makes 3-pt shot from 24 ft,3,88-95,,
4:44.0,,,88-95,,Turnover by N. Mirotic (traveling)
4:34.0,I. Thomas makes 2-pt shot from 2 ft,2,90-95,,
4:32.0,,,90-95,,Chicago full timeout
4:32.0,,,90-95,,T. Gibson enters the game for R. Lopez
4:32.0,,,90-95,,D. Wade enters the game for M. Carter-Williams
4:17.0,,,90-95,,D. Wade misses 2-pt shot from 13 ft
4:16.0,Defensive rebound by A. Bradley,,90-95,,
4:02.0,,,90-95,,Violation by T. Gibson (kicked ball)
3:52.0,I. Thomas misses 3-pt shot from 25 ft,,90-95,,
3:50.0,Offensive rebound by J. Crowder,,90-95,,
3:44.0,I. Thomas makes 2-pt shot from 3 ft,2,92-95,,
3:19.0,,,92-97,2,T. Gibson makes 2-pt shot from 2 ft (assist by D. Wade)
3:01.0,J. Crowder makes 2-pt shot from 22 ft (assist by I. Thomas),2,94-97,,
2:35.0,,,94-99,2,T. Gibson makes 2-pt shot from 3 ft (assist by D. Wade)
2:18.0,Shooting foul by D. Wade (drawn by I. Thomas),,94-99,,
2:18.0,I. Thomas makes free throw 1 of 2,1,95-99,,
2:18.0,I. Thomas misses free throw 2 of 2,,95-99,,
2:16.0,,,95-99,,Defensive rebound by T. Gibson
1:58.0,,,95-99,,J. Butler misses 2-pt shot from 20 ft
1:58.0,Defensive rebound by Team,,95-99,,
1:46.0,Shooting foul by D. Wade (drawn by J. Crowder),,95-99,,
1:46.0,J. Crowder makes free throw 1 of 2,1,96-99,,
1:46.0,J. Crowder makes free throw 2 of 2,1,97-99,,
1:31.0,,,97-99,,J. Butler misses 3-pt shot from 24 ft
1:30.0,Defensive rebound by A. Horford,,97-99,,
1:10.0,A. Horford misses 3-pt shot from 24 ft,,97-99,,
1:10.0,,,97-99,,Defensive rebound by Team
1:10.0,Loose ball foul by J. Crowder (drawn by J. Butler),,97-99,,
1:10.0,,,97-100,1,J. Butler makes free throw 1 of 2
1:10.0,,,97-101,1,J. Butler makes free throw 2 of 2
1:10.0,Boston full timeout,,97-101,,
1:10.0,G. Green enters the game for J. Brown,,97-101,,
1:10.0,,,97-101,,M. Carter-Williams enters the game for N. Mirotic
1:08.0,Shooting foul by T. Gibson (drawn by A. Horford),,97-101,,
1:08.0,A. Horford makes free throw 1 of 2,1,98-101,,
1:08.0,A. Horford makes free throw 2 of 2,1,99-101,,
1:08.0,,,98-101,,N. Mirotic enters the game for M. Carter-Williams
1:08.0,J. Brown enters the game for G. Green,,98-101,,
0:54.0,,,99-101,,D. Wade misses 2-pt shot from 17 ft
0:54.0,Defensive rebound by Team,,99-101,,
0:43.0,Turnover by J. Brown (traveling),,99-101,,
0:26.0,,,99-104,3,D. Wade makes 3-pt shot from 25 ft (assist by J. Butler)
0:26.0,Boston full timeout,,99-104,,
0:26.0,,,99-104,,M. Carter-Williams enters the game for N. Mirotic
0:26.0,G. Green enters the game for J. Brown,,99-104,,
0:24.0,G. Green misses 3-pt shot from 25 ft (block by D. Wade),,99-104,,
0:24.0,,,99-104,,Defensive rebound by Team
0:24.0,,,99-104,,N. Mirotic enters the game for M. Carter-Williams
0:24.0,,,99-104,,D. McDermott enters the game for T. Gibson
0:24.0,J. Brown enters the game for A. Horford,,99-104,,
0:24.0,T. Rozier enters the game for G. Green,,99-104,,
0:24.0,,,99-104,,Chicago full timeout
0:24.0,A. Johnson enters the game for T. Rozier,,99-104,,
0:22.0,Personal take foul by A. Johnson (drawn by J. Butler),,99-104,,
0:22.0,,,99-105,1,J. Butler makes free throw 1 of 2
0:22.0,,,99-105,,J. Butler misses free throw 2 of 2
0:22.0,,,99-105,,T. Gibson enters the game for N. Mirotic
0:22.0,,,99-105,,M. Carter-Williams enters the game for D. McDermott
0:22.0,A. Horford enters the game for A. Johnson,,99-105,,
0:21.0,Defensive rebound by J. Crowder,,99-105,,
0:07.0,J. Brown misses 2-pt shot from 14 ft,,99-105,,
0:06.0,,,99-105,,Defensive rebound by J. Butler
0:00.0,End of 4th quarter,,,,End of 4th quarter
