time,Sacramento,pts.away,score,pts.home,New Orleans
5:20.0,,,78-100,3,D. Cousins makes 3-pt shot from 26 ft
5:09.0,L. Galloway misses 2-pt shot from 19 ft,,78-100,,
5:08.0,,,78-100,,Defensive rebound by A. Davis
4:49.0,,,78-102,2,D. Cousins makes 2-pt shot from 9 ft (assist by J. Holiday)
4:37.0,Sacramento full timeout,,78-102,,
4:33.0,W. Cauley-Stein makes 2-pt shot from 2 ft,2,80-102,,
4:18.0,,,80-105,3,D. Cousins makes 3-pt shot from 26 ft (assist by E. Moore)
4:06.0,B. McLemore misses 2-pt shot from 2 ft (block by S. Hill),,80-105,,
4:03.0,,,80-105,,Defensive rebound by Team
3:50.0,,,80-105,,A. Davis misses 2-pt shot from 2 ft
3:49.0,Defensive rebound by W. Cauley-Stein,,80-105,,
3:45.0,Turnover by W. Cauley-Stein (lost ball; steal by S. Hill),,80-105,,
3:38.0,,,80-107,2,A. Davis makes 2-pt shot at rim (assist by S. Hill)
3:29.0,Turnover by S. Labissiere (lost ball; steal by D. Cousins),,80-107,,
3:16.0,,,80-107,,Shooting foul by S. Labissiere (drawn by D. Cousins)
3:16.0,,,80-108,1,D. Cousins makes free throw 1 of 3
3:16.0,,,80-109,1,D. Cousins makes free throw 2 of 3
3:16.0,,,80-110,1,D. Cousins makes free throw 3 of 3
3:16.0,,,80-109,,C. Diallo enters the game for A. Davis
3:16.0,,,80-109,,Q. Cook enters the game for J. Holiday
3:16.0,G. Papagiannis enters the game for W. Cauley-Stein,,80-109,,
3:15.0,,,80-110,,Personal take foul by Q. Cook (drawn by L. Galloway)
3:15.0,,,80-110,,D. Motiejunas enters the game for D. Cousins
3:05.0,B. McLemore misses 2-pt shot from 2 ft (block by E. Moore),,80-110,,
3:03.0,,,80-110,,Defensive rebound by E. Moore
2:51.0,,,80-110,,Turnover by D. Motiejunas (traveling)
2:51.0,,,80-110,,J. Crawford enters the game for S. Hill
2:35.0,S. Labissiere makes 2-pt shot from 11 ft (assist by G. Temple),2,82-110,,
2:12.0,,,82-113,3,Q. Cook makes 3-pt shot from 26 ft (assist by J. Crawford)
1:58.0,B. McLemore misses 3-pt shot from 26 ft,,82-113,,
1:57.0,,,82-113,,Defensive rebound by J. Crawford
1:47.0,,,82-113,,C. Diallo misses 2-pt shot from 19 ft
1:47.0,Defensive rebound by B. McLemore,,82-113,,
1:25.0,G. Temple makes 3-pt shot from 26 ft (assist by B. McLemore),3,85-113,,
1:12.0,,,85-115,2,Q. Cook makes 2-pt shot from 10 ft
1:03.0,Turnover by G. Temple (bad pass; steal by E. Moore),,85-115,,
1:01.0,,,85-117,2,E. Moore makes 2-pt shot at rim
0:50.0,L. Galloway misses 2-pt shot from 18 ft,,85-117,,
0:49.0,Offensive rebound by G. Papagiannis,,85-117,,
0:46.0,G. Papagiannis makes 2-pt shot at rim,2,87-117,,
0:28.0,,,87-117,,D. Motiejunas misses 3-pt shot from 26 ft
0:27.0,Defensive rebound by S. Labissiere,,87-117,,
0:13.0,S. Labissiere misses 2-pt shot from 13 ft,,87-117,,
0:12.0,Offensive rebound by G. Papagiannis,,87-117,,
0:10.0,G. Papagiannis makes 2-pt shot at rim,2,89-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
