time,Milwaukee,pts.away,score,pts.home,Indiana
0:55.0,G. Antetokounmpo makes free throw 2 of 2,1,110-95,,
0:55.0,,,110-95,,Indiana full timeout
0:53.0,,,110-98,3,P. George makes 3-pt shot from 25 ft (assist by M. Ellis)
0:47.0,,,110-98,,Personal take foul by P. George (drawn by G. Antetokounmpo)
0:47.0,G. Antetokounmpo makes free throw 1 of 2,1,111-98,,
0:47.0,G. Antetokounmpo makes free throw 2 of 2,1,112-98,,
0:47.0,,,110-98,,G. Robinson enters the game for P. George
0:40.0,,,112-100,2,J. Teague makes 2-pt shot from 1 ft
0:39.0,,,112-100,,Personal take foul by M. Ellis (drawn by M. Brogdon)
0:39.0,M. Brogdon makes free throw 1 of 2,1,113-100,,
0:39.0,M. Brogdon makes free throw 2 of 2,1,114-100,,
0:33.0,,,114-100,,C. Miles misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by G. Antetokounmpo,,114-100,,
0:21.0,G. Antetokounmpo makes 2-pt shot from 4 ft,2,116-100,,
0:04.0,,,116-100,,Turnover by M. Ellis (bad pass; steal by T. Maker)
0:00.0,End of 4th quarter,,,,End of 4th quarter
