time,Oklahoma City,pts.away,score,pts.home,LA Clippers
7:04.0,,,74-74,,Shooting foul by D. Sabonis (drawn by B. Griffin)
7:04.0,,,74-74,,B. Griffin misses free throw 1 of 2
7:04.0,,,74-74,,Offensive rebound by Team
7:04.0,,,74-74,,B. Griffin misses free throw 2 of 2
7:04.0,,,74-74,,Offensive rebound by Team
7:04.0,Loose ball foul by S. Adams (drawn by D. Jordan),,74-74,,
7:04.0,S. Adams enters the game for J. Lauvergne,,74-74,,
7:04.0,V. Oladipo enters the game for J. Grant,,74-74,,
6:46.0,,,74-74,,J. Crawford misses 3-pt shot from 26 ft
6:45.0,Defensive rebound by R. Westbrook,,74-74,,
6:45.0,,,74-74,,Personal foul by B. Griffin (drawn by R. Westbrook)
6:45.0,R. Westbrook makes free throw 1 of 2,1,75-74,,
6:45.0,R. Westbrook makes free throw 2 of 2,1,76-74,,
6:22.0,,,76-76,2,C. Paul makes 2-pt shot from 16 ft
5:57.0,R. Westbrook misses 3-pt shot from 26 ft,,76-76,,
5:56.0,,,76-76,,Defensive rebound by C. Paul
5:49.0,,,76-78,2,C. Paul makes 2-pt shot from 14 ft
5:49.0,Oklahoma City full timeout,,76-78,,
5:49.0,,,76-78,,J. Redick enters the game for J. Crawford
5:49.0,A. Roberson enters the game for A. Abrines,,76-78,,
5:35.0,R. Westbrook misses 2-pt shot from 14 ft,,76-78,,
5:32.0,,,76-78,,Defensive rebound by C. Paul
5:29.0,,,76-78,,Turnover by C. Paul (lost ball)
5:12.0,R. Westbrook misses 2-pt shot from 3 ft,,76-78,,
5:08.0,,,76-78,,Defensive rebound by J. Redick
4:55.0,,,76-78,,Turnover by C. Paul (bad pass)
4:43.0,Offensive charge foul by S. Adams,,76-78,,
4:43.0,Turnover by S. Adams (offensive foul),,76-78,,
4:30.0,,,76-78,,Shooting foul by R. Westbrook (drawn by D. Jordan)
4:30.0,,,76-78,,D. Jordan misses free throw 1 of 2
4:30.0,,,76-78,,Offensive rebound by Team
4:30.0,,,76-78,,D. Jordan misses free throw 2 of 2
4:30.0,A. Morrow enters the game for A. Roberson,,76-78,,
4:28.0,Defensive rebound by R. Westbrook,,76-78,,
4:17.0,D. Sabonis makes 3-pt shot from 27 ft (assist by R. Westbrook),3,79-78,,
3:57.0,,,79-78,,B. Griffin misses 2-pt shot from 13 ft
3:54.0,Defensive rebound by R. Westbrook,,79-78,,
3:52.0,Turnover by R. Westbrook (lost ball; steal by C. Paul),,79-78,,
3:35.0,,,79-78,,Turnover by B. Griffin (lost ball; steal by D. Sabonis)
3:30.0,Turnover by R. Westbrook (lost ball; steal by B. Griffin),,79-78,,
3:19.0,,,79-78,,LA Clippers full timeout
3:19.0,A. Roberson enters the game for A. Morrow,,79-78,,
3:10.0,,,79-78,,B. Griffin misses 2-pt shot from 15 ft
3:08.0,Defensive rebound by S. Adams,,79-78,,
2:46.0,R. Westbrook misses 2-pt shot from 12 ft,,79-78,,
2:43.0,,,79-78,,Defensive rebound by D. Jordan
2:36.0,,,79-78,,C. Paul misses 2-pt shot from 12 ft
2:33.0,Defensive rebound by S. Adams,,79-78,,
2:27.0,Turnover by R. Westbrook (lost ball; steal by L. Mbah a Moute),,79-78,,
2:20.0,,,79-78,,Turnover by C. Paul (bad pass; steal by R. Westbrook)
2:15.0,R. Westbrook makes 2-pt shot from 2 ft,2,81-78,,
1:50.0,,,81-78,,C. Paul misses 3-pt shot from 26 ft
1:49.0,,,81-78,,Offensive rebound by Team
1:48.0,,,81-78,,Turnover by Team (shot clock)
1:48.0,,,81-78,,J. Crawford enters the game for J. Redick
1:48.0,A. Morrow enters the game for A. Roberson,,81-78,,
1:28.0,Turnover by R. Westbrook (bad pass; steal by C. Paul),,81-78,,
1:22.0,,,81-78,,LA Clippers full timeout
1:22.0,,,81-78,,J. Redick enters the game for L. Mbah a Moute
1:22.0,A. Roberson enters the game for A. Morrow,,81-78,,
1:13.0,,,81-78,,Turnover by J. Crawford (lost ball; steal by R. Westbrook)
1:11.0,R. Westbrook makes 2-pt shot at rim,2,83-78,,
1:00.0,,,83-81,3,J. Redick makes 3-pt shot from 27 ft (assist by C. Paul)
0:39.0,R. Westbrook misses 3-pt shot from 25 ft,,83-81,,
0:39.0,Offensive rebound by Team,,83-81,,
0:39.0,,,83-81,,Loose ball foul by J. Crawford (drawn by A. Roberson)
0:39.0,A. Roberson misses free throw 1 of 2,,83-81,,
0:39.0,Offensive rebound by Team,,83-81,,
0:39.0,A. Roberson misses free throw 2 of 2,,83-81,,
0:39.0,Offensive rebound by Team,,83-81,,
0:38.0,,,83-81,,L. Mbah a Moute enters the game for J. Redick
0:38.0,,,83-81,,A. Rivers enters the game for J. Crawford
0:35.0,A. Morrow enters the game for A. Roberson,,83-81,,
0:19.0,R. Westbrook makes 2-pt shot from 17 ft,2,85-81,,
0:19.0,,,85-81,,LA Clippers full timeout
0:19.0,,,85-81,,J. Redick enters the game for L. Mbah a Moute
0:19.0,,,85-81,,J. Crawford enters the game for A. Rivers
0:19.0,A. Roberson enters the game for A. Morrow,,85-81,,
0:03.0,,,85-83,2,D. Jordan makes 2-pt shot from 3 ft (assist by C. Paul)
0:00.0,,,85-83,,Personal foul by C. Paul (drawn by D. Sabonis)
0:00.0,R. Westbrook misses free throw 1 of 2,,85-83,,
0:00.0,Offensive rebound by Team,,85-83,,
0:00.0,R. Westbrook misses free throw 2 of 2,,85-83,,
0:00.0,,,85-83,,Defensive rebound by B. Griffin
0:00.0,End of 4th quarter,,,,End of 4th quarter
