time,Houston,pts.away,score,pts.home,Oklahoma City
4:18.0,J. Harden makes 2-pt shot from 1 ft,2,96-93,,
4:11.0,Personal take foul by T. Ariza (drawn by A. Roberson),,96-93,,
4:11.0,,,96-93,,A. Roberson misses free throw 1 of 2
4:11.0,,,96-93,,Offensive rebound by Team
4:11.0,,,96-93,,A. Roberson misses free throw 2 of 2
4:10.0,,,96-93,,Offensive rebound by Team
4:07.0,Personal take foul by L. Williams (drawn by A. Roberson),,96-93,,
4:07.0,,,96-94,1,A. Roberson makes free throw 1 of 2
4:07.0,,,96-95,1,A. Roberson makes free throw 2 of 2
3:56.0,Shooting foul by T. Gibson (drawn by J. Harden),,96-95,,
3:56.0,J. Harden makes free throw 1 of 3,1,97-95,,
3:56.0,J. Harden misses free throw 2 of 3,,97-95,,
3:56.0,Offensive rebound by Team,,97-95,,
3:56.0,J. Harden makes free throw 3 of 3,1,98-95,,
3:55.0,Personal take foul by T. Ariza (drawn by A. Roberson),,98-95,,
3:55.0,,,98-95,,A. Roberson misses free throw 1 of 2
3:55.0,,,98-95,,Offensive rebound by Team
3:55.0,,,98-95,,A. Roberson misses free throw 2 of 2
3:55.0,Defensive rebound by J. Harden,,98-95,,
3:36.0,J. Harden misses 3-pt shot from 25 ft,,98-95,,
3:35.0,Offensive rebound by E. Gordon,,98-95,,
3:33.0,J. Harden makes 2-pt shot from 1 ft (assist by E. Gordon),2,100-95,,
3:29.0,Personal take foul by L. Williams (drawn by A. Roberson),,100-95,,
3:29.0,,,100-95,,A. Roberson misses free throw 1 of 2
3:29.0,,,100-95,,Offensive rebound by Team
3:29.0,,,100-95,,A. Roberson misses free throw 2 of 2
3:29.0,Defensive rebound by T. Ariza,,100-95,,
3:07.0,J. Harden misses 3-pt shot from 24 ft,,100-95,,
3:06.0,,,100-95,,Defensive rebound by R. Westbrook
3:02.0,Shooting block foul by L. Williams (drawn by R. Westbrook),,100-95,,
3:02.0,,,100-96,1,R. Westbrook makes free throw 1 of 3
3:02.0,,,100-97,1,R. Westbrook makes free throw 2 of 3
3:02.0,,,100-98,1,R. Westbrook makes free throw 3 of 3
3:02.0,,,100-97,,J. Grant enters the game for A. Roberson
3:02.0,P. Beverley enters the game for L. Williams,,100-97,,
2:50.0,E. Gordon makes 3-pt shot from 24 ft,3,103-98,,
2:33.0,,,103-100,2,R. Westbrook makes 2-pt shot from 1 ft
2:12.0,P. Beverley misses 3-pt shot from 24 ft,,103-100,,
2:10.0,Offensive rebound by N. Hilario,,103-100,,
2:10.0,N. Hilario makes 2-pt shot from 2 ft,2,105-100,,
1:53.0,,,105-103,3,V. Oladipo makes 3-pt shot from 26 ft (assist by R. Westbrook)
1:32.0,P. Beverley misses 3-pt shot from 23 ft,,105-103,,
1:29.0,,,105-103,,Defensive rebound by R. Westbrook
1:28.0,,,105-103,,Turnover by R. Westbrook (bad pass; steal by P. Beverley)
1:28.0,,,105-103,,Personal foul by V. Oladipo (drawn by N. Hilario)
1:28.0,Official timeout,,105-103,,
1:28.0,N. Hilario misses free throw 1 of 2,,105-103,,
1:28.0,Offensive rebound by Team,,105-103,,
1:28.0,N. Hilario makes free throw 2 of 2,1,106-103,,
1:28.0,,,105-103,,A. Roberson enters the game for J. Grant
1:28.0,,,105-103,,A. Abrines enters the game for T. Gibson
1:06.0,,,106-103,,Turnover by R. Westbrook (bad pass; steal by P. Beverley)
0:42.0,J. Harden makes 2-pt shot from 15 ft,2,108-103,,
0:42.0,,,108-103,,Oklahoma City full timeout
0:34.0,,,108-103,,R. Westbrook misses 3-pt shot from 24 ft
0:33.0,,,108-103,,Offensive rebound by Team
0:28.0,,,108-103,,R. Westbrook misses 3-pt shot from 27 ft
0:28.0,Defensive rebound by Team,,108-103,,
0:23.0,Turnover by J. Harden (bad pass; steal by R. Westbrook),,108-103,,
0:22.0,Personal take foul by N. Hilario (drawn by S. Adams),,108-103,,
0:22.0,,,108-104,1,S. Adams makes free throw 1 of 2
0:22.0,,,108-104,,S. Adams misses free throw 2 of 2
0:22.0,,,108-104,,J. Grant enters the game for A. Abrines
0:21.0,,,108-104,,Offensive rebound by S. Adams
0:18.0,,,108-107,3,R. Westbrook makes 3-pt shot from 27 ft (assist by S. Adams)
0:12.0,N. Hilario makes 2-pt shot from 1 ft (assist by T. Ariza),2,110-107,,
0:12.0,Shooting foul by J. Grant (drawn by N. Hilario),,110-107,,
0:12.0,N. Hilario makes free throw 1 of 1,1,111-107,,
0:12.0,,,111-107,,Oklahoma City full timeout
0:12.0,,,111-107,,A. Abrines enters the game for A. Roberson
0:09.0,,,111-107,,R. Westbrook misses 3-pt shot from 28 ft
0:08.0,,,111-107,,Offensive rebound by A. Abrines
0:08.0,,,111-109,2,A. Abrines makes 2-pt shot from 1 ft
0:06.0,,,111-109,,Personal take foul by R. Westbrook (drawn by E. Gordon)
0:06.0,E. Gordon makes free throw 1 of 2,1,112-109,,
0:06.0,E. Gordon makes free throw 2 of 2,1,113-109,,
0:04.0,,,113-109,,Turnover by R. Westbrook (lost ball; steal by P. Beverley)
0:00.0,End of 4th quarter,,,,End of 4th quarter
