time,New Orleans,pts.away,score,pts.home,Oklahoma City
7:43.0,,,93-97,2,R. Westbrook makes 2-pt shot from 15 ft (assist by J. Grant)
7:29.0,,,93-97,,Personal foul by J. Grant (drawn by A. Davis)
7:23.0,Turnover by J. Holiday (bad pass; steal by J. Grant),,93-97,,
7:12.0,,,93-97,,A. Abrines misses 3-pt shot from 23 ft
7:10.0,Defensive rebound by E. Moore,,93-97,,
7:00.0,A. Davis misses 3-pt shot from 25 ft,,93-97,,
6:59.0,,,93-97,,Defensive rebound by R. Westbrook
6:45.0,,,93-100,3,R. Westbrook makes 3-pt shot from 26 ft (assist by E. Kanter)
6:32.0,D. Motiejunas misses 3-pt shot from 25 ft,,93-100,,
6:32.0,,,93-100,,Defensive rebound by A. Roberson
6:26.0,Personal foul by D. Motiejunas (drawn by E. Kanter),,93-100,,
6:26.0,,,93-101,1,E. Kanter makes free throw 1 of 2
6:26.0,,,93-102,1,E. Kanter makes free throw 2 of 2
6:26.0,D. Cousins enters the game for D. Motiejunas,,93-101,,
6:26.0,S. Hill enters the game for H. Thompson,,93-101,,
6:08.0,Shooting foul by E. Kanter (drawn by D. Cousins),,93-102,,
6:08.0,D. Cousins makes free throw 1 of 2,1,94-102,,
6:08.0,D. Cousins makes free throw 2 of 2,1,95-102,,
5:55.0,,,95-105,3,R. Westbrook makes 3-pt shot from 25 ft
5:30.0,D. Cousins misses 2-pt shot from 3 ft,,95-105,,
5:29.0,Offensive rebound by A. Davis,,95-105,,
5:28.0,A. Davis makes 2-pt shot from 1 ft,2,97-105,,
5:06.0,,,97-105,,R. Westbrook misses 3-pt shot from 25 ft
5:06.0,Defensive rebound by Team,,97-105,,
5:06.0,,,97-105,,Loose ball foul by E. Kanter (drawn by A. Davis)
5:06.0,,,97-105,,Oklahoma City full timeout
5:06.0,,,97-105,,S. Adams enters the game for E. Kanter
4:46.0,D. Cousins misses 2-pt shot from 3 ft,,97-105,,
4:45.0,Offensive rebound by A. Davis,,97-105,,
4:45.0,A. Davis makes 2-pt shot from 2 ft,2,99-105,,
4:25.0,,,99-105,,R. Westbrook misses 2-pt shot from 14 ft
4:23.0,,,99-105,,Offensive rebound by R. Westbrook
4:21.0,,,99-105,,Turnover by R. Westbrook (bad pass; steal by E. Moore)
4:12.0,Turnover by A. Davis (step out of bounds),,99-105,,
4:01.0,,,99-105,,R. Westbrook misses 3-pt shot from 26 ft
4:01.0,Defensive rebound by D. Cousins,,99-105,,
3:52.0,E. Moore makes 3-pt shot from 22 ft (assist by D. Cousins),3,102-105,,
3:50.0,,,102-105,,Oklahoma City full timeout
3:38.0,,,102-107,2,R. Westbrook makes 2-pt shot from 13 ft
3:23.0,,,102-107,,Personal foul by A. Roberson (drawn by D. Cousins)
3:23.0,D. Cousins makes free throw 1 of 2,1,103-107,,
3:23.0,D. Cousins makes free throw 2 of 2,1,104-107,,
3:23.0,,,103-107,,E. Kanter enters the game for J. Grant
3:04.0,,,104-107,,E. Kanter misses 2-pt shot from 16 ft
3:03.0,Defensive rebound by D. Cousins,,104-107,,
2:55.0,New Orleans full timeout,,104-107,,
2:47.0,,,104-107,,Personal foul by A. Roberson (drawn by D. Cousins)
2:47.0,D. Cousins makes free throw 1 of 2,1,105-107,,
2:47.0,D. Cousins makes free throw 2 of 2,1,106-107,,
2:47.0,,,104-107,,J. Grant enters the game for A. Roberson
2:38.0,,,106-109,2,R. Westbrook makes 2-pt shot at rim
2:38.0,,,106-109,,Shooting foul by D. Cousins (drawn by R. Westbrook)
2:38.0,,,106-110,1,R. Westbrook makes free throw 1 of 1
2:38.0,D. Cunningham enters the game for D. Cousins,,106-109,,
2:17.0,Shooting foul by J. Grant (drawn by S. Hill),,106-110,,
2:17.0,S. Hill makes free throw 1 of 2,1,107-110,,
2:17.0,S. Hill makes free throw 2 of 2,1,108-110,,
2:02.0,,,108-112,2,R. Westbrook makes 2-pt shot at rim
1:50.0,A. Davis misses 2-pt shot from 1 ft,,108-112,,
1:50.0,,,108-112,,Defensive rebound by E. Kanter
1:42.0,,,108-112,,A. Abrines misses 3-pt shot from 23 ft
1:41.0,,,108-112,,Offensive rebound by S. Adams
1:41.0,Personal take foul by E. Moore (drawn by S. Adams),,108-112,,
1:41.0,,,108-112,,S. Adams misses free throw 1 of 2
1:41.0,,,108-112,,Offensive rebound by Team
1:41.0,,,108-112,,S. Adams misses free throw 2 of 2
1:41.0,Defensive rebound by A. Davis,,108-112,,
1:41.0,New Orleans full timeout,,108-112,,
1:33.0,J. Holiday misses 3-pt shot from 23 ft,,108-112,,
1:32.0,,,108-112,,Defensive rebound by E. Kanter
1:13.0,,,108-112,,Shooting foul by D. Cunningham (drawn by R. Westbrook)
1:13.0,,,108-113,1,R. Westbrook makes free throw 1 of 2
1:13.0,,,108-114,1,R. Westbrook makes free throw 2 of 2
1:13.0,New Orleans full timeout,,108-114,,
1:13.0,,,108-114,,T. Gibson enters the game for E. Kanter
1:13.0,H. Thompson enters the game for S. Hill,,108-114,,
1:04.0,A. Davis misses 2-pt shot from 8 ft,,108-114,,
1:03.0,,,108-114,,Defensive rebound by R. Westbrook
0:58.0,Personal foul by J. Holiday (drawn by R. Westbrook),,108-114,,
0:58.0,,,108-115,1,R. Westbrook makes free throw 1 of 2
0:58.0,,,108-116,1,R. Westbrook makes free throw 2 of 2
0:52.0,A. Davis makes 2-pt shot at rim (assist by J. Holiday),2,110-116,,
0:52.0,,,110-116,,Oklahoma City full timeout
0:52.0,,,110-116,,D. McDermott enters the game for J. Grant
0:40.0,,,110-116,,A. Abrines misses 3-pt shot from 24 ft
0:39.0,,,110-116,,Offensive rebound by A. Abrines
0:35.0,,,110-116,,Oklahoma City full timeout
0:31.0,,,110-118,2,R. Westbrook makes 2-pt shot at rim
0:23.0,A. Davis misses 2-pt shot from 13 ft,,110-118,,
0:23.0,,,110-118,,Defensive rebound by D. McDermott
0:00.0,End of 4th quarter,,,,End of 4th quarter
