time,Minnesota,pts.away,score,pts.home,Portland
1:55.0,A. Wiggins misses 2-pt shot from 6 ft (block by A. Aminu),,94-99,,
1:54.0,,,94-99,,Defensive rebound by D. Lillard
1:36.0,,,94-99,,Turnover by D. Lillard (lost ball; steal by G. Dieng)
1:36.0,Jump ball: G. Dieng vs. D. Lillard (K. Towns gains possession),,,,Jump ball: G. Dieng vs. D. Lillard (K. Towns gains possession)
1:18.0,A. Wiggins misses 2-pt shot from 5 ft,,94-99,,
1:17.0,Offensive rebound by A. Wiggins,,94-99,,
1:17.0,A. Wiggins misses 2-pt shot from 1 ft,,94-99,,
1:16.0,,,94-99,,Defensive rebound by N. Vonleh
0:59.0,Shooting block foul by G. Dieng (drawn by D. Lillard),,94-99,,
0:59.0,,,94-100,1,D. Lillard makes free throw 1 of 2
0:59.0,,,94-101,1,D. Lillard makes free throw 2 of 2
0:59.0,O. Casspi enters the game for G. Dieng,,94-99,,
0:59.0,,,94-100,,E. Turner enters the game for N. Vonleh
0:59.0,,,94-100,,M. Harkless enters the game for A. Crabbe
0:48.0,B. Rush misses 3-pt shot from 23 ft,,94-101,,
0:46.0,,,94-101,,Defensive rebound by D. Lillard
0:39.0,,,94-101,,Turnover by D. Lillard (step out of bounds)
0:39.0,Minnesota full timeout,,94-101,,
0:37.0,A. Wiggins misses 3-pt shot from 25 ft,,94-101,,
0:35.0,Offensive rebound by O. Casspi,,94-101,,
0:33.0,O. Casspi misses 2-pt shot from 6 ft,,94-101,,
0:32.0,,,94-101,,Defensive rebound by D. Lillard
0:29.0,,,94-103,2,E. Turner makes 2-pt shot at rim (assist by D. Lillard)
0:19.0,R. Rubio misses 2-pt shot from 9 ft,,94-103,,
0:19.0,Offensive rebound by K. Towns,,94-103,,
0:19.0,K. Towns makes 2-pt shot at rim,2,96-103,,
0:16.0,,,96-103,,Portland full timeout
0:16.0,,,96-103,,A. Crabbe enters the game for M. Harkless
0:10.0,Personal take foul by O. Casspi (drawn by E. Turner),,96-103,,
0:10.0,,,96-103,,E. Turner misses free throw 1 of 2
0:10.0,,,96-103,,Offensive rebound by Team
0:10.0,,,96-104,1,E. Turner makes free throw 2 of 2
0:07.0,R. Rubio makes 2-pt shot from 2 ft,2,98-104,,
0:02.0,Personal take foul by O. Casspi (drawn by A. Aminu),,98-104,,
0:02.0,,,98-104,,A. Aminu misses free throw 1 of 2
0:02.0,,,98-104,,Offensive rebound by Team
0:02.0,,,98-105,1,A. Aminu makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
