time,Phoenix,pts.away,score,pts.home,Sacramento
9:56.0,Offensive rebound by Team,,82-97,,
9:56.0,E. Millsap makes free throw 2 of 2,1,83-97,,
9:40.0,,,83-99,2,L. Galloway makes 2-pt shot from 14 ft
9:24.0,M. Chriss makes 3-pt shot from 25 ft (assist by D. Jones),3,86-99,,
9:07.0,,,86-99,,L. Galloway misses 3-pt shot from 25 ft
9:07.0,Defensive rebound by Team,,86-99,,
8:58.0,M. Chriss misses 2-pt shot from 8 ft (block by A. Tolliver),,86-99,,
8:56.0,,,86-99,,Defensive rebound by A. Tolliver
8:51.0,,,86-99,,B. Hield misses 3-pt shot from 24 ft
8:49.0,Defensive rebound by Team,,86-99,,
8:49.0,Official timeout,,86-99,,
8:49.0,T. Warren enters the game for E. Millsap,,86-99,,
8:47.0,,,86-99,,T. Lawson enters the game for L. Galloway
8:47.0,,,86-99,,S. Labissiere enters the game for A. Tolliver
8:41.0,M. Chriss makes 2-pt shot at rim (assist by R. Price),2,88-99,,
8:22.0,,,88-101,2,B. Hield makes 2-pt shot from 3 ft
8:12.0,A. Williams makes 2-pt shot from 3 ft (assist by R. Price),2,90-101,,
7:49.0,,,90-104,3,G. Temple makes 3-pt shot from 23 ft (assist by T. Lawson)
7:39.0,D. Jones misses 2-pt shot from 11 ft,,90-104,,
7:38.0,,,90-104,,Defensive rebound by S. Labissiere
7:27.0,,,90-106,2,T. Lawson makes 2-pt shot from 3 ft
7:23.0,Turnover by M. Chriss (bad pass; steal by B. Hield),,90-106,,
7:16.0,,,90-106,,B. Hield misses 3-pt shot from 25 ft
7:14.0,,,90-106,,Offensive rebound by G. Papagiannis
7:14.0,,,90-108,2,G. Papagiannis makes 2-pt shot from 1 ft
6:52.0,R. Price misses 3-pt shot from 25 ft,,90-108,,
6:51.0,,,90-108,,Defensive rebound by T. Lawson
6:45.0,,,90-110,2,S. Labissiere makes 2-pt shot at rim (assist by G. Temple)
6:45.0,Phoenix full timeout,,90-110,,
6:45.0,D. Bender enters the game for D. Jones,,90-110,,
6:45.0,T. Ulis enters the game for A. Williams,,90-110,,
6:35.0,T. Ulis makes 2-pt shot from 4 ft,2,92-110,,
6:13.0,,,92-110,,G. Papagiannis misses 2-pt shot from 11 ft
6:11.0,Defensive rebound by T. Warren,,92-110,,
6:05.0,M. Chriss makes 2-pt shot at rim (assist by T. Ulis),2,94-110,,
5:49.0,,,94-110,,T. Lawson misses 2-pt shot from 2 ft
5:48.0,Defensive rebound by T. Ulis,,94-110,,
5:40.0,M. Chriss misses 3-pt shot from 25 ft,,94-110,,
5:38.0,Offensive rebound by T. Ulis,,94-110,,
5:35.0,T. Ulis misses 2-pt shot from 14 ft,,94-110,,
5:34.0,,,94-110,,Defensive rebound by T. Lawson
5:30.0,,,94-112,2,B. Hield makes 2-pt shot from 1 ft (assist by T. Lawson)
5:19.0,T. Ulis misses 2-pt shot from 10 ft,,94-112,,
5:18.0,Offensive rebound by T. Ulis,,94-112,,
5:18.0,Shooting foul by T. Lawson (drawn by T. Ulis),,94-112,,
5:18.0,T. Ulis makes free throw 1 of 2,1,95-112,,
5:18.0,T. Ulis makes free throw 2 of 2,1,96-112,,
5:18.0,,,95-112,,L. Galloway enters the game for T. Lawson
5:18.0,A. Williams enters the game for R. Price,,95-112,,
5:07.0,,,96-112,,Turnover by G. Papagiannis (traveling)
4:51.0,T. Ulis misses 2-pt shot from 19 ft,,96-112,,
4:50.0,,,96-112,,Defensive rebound by G. Papagiannis
4:41.0,,,96-112,,Shooting foul by M. Chriss (drawn by B. Hield)
4:41.0,,,96-113,1,B. Hield makes free throw 1 of 2
4:41.0,,,96-114,1,B. Hield makes free throw 2 of 2
4:41.0,,,96-113,,B. McLemore enters the game for G. Temple
4:30.0,M. Chriss makes 2-pt shot from 17 ft,2,98-114,,
4:17.0,,,98-114,,B. McLemore misses 3-pt shot from 26 ft
4:16.0,Defensive rebound by M. Chriss,,98-114,,
4:05.0,M. Chriss misses 3-pt shot from 25 ft,,98-114,,
4:03.0,,,98-114,,Defensive rebound by B. McLemore
3:45.0,,,98-116,2,S. Labissiere makes 2-pt shot from 10 ft
3:24.0,D. Bender misses 3-pt shot from 25 ft,,98-116,,
3:23.0,Offensive rebound by T. Warren,,98-116,,
3:20.0,T. Warren misses 2-pt shot from 11 ft,,98-116,,
3:19.0,,,98-116,,Defensive rebound by L. Galloway
3:12.0,,,98-116,,Turnover by G. Papagiannis (offensive goaltending)
3:02.0,T. Warren makes 2-pt shot from 9 ft,2,100-116,,
2:47.0,,,100-119,3,B. Hield makes 3-pt shot from 25 ft (assist by L. Galloway)
2:31.0,T. Warren misses 2-pt shot from 7 ft,,100-119,,
2:30.0,,,100-119,,Defensive rebound by B. McLemore
2:22.0,,,100-119,,Sacramento full timeout
2:13.0,,,100-121,2,G. Papagiannis makes 2-pt shot at rim (assist by S. Labissiere)
1:50.0,D. Bender misses 3-pt shot from 25 ft,,100-121,,
1:49.0,,,100-121,,Defensive rebound by B. McLemore
1:39.0,,,100-121,,B. Hield misses 3-pt shot from 25 ft
1:39.0,Defensive rebound by Team,,100-121,,
1:30.0,T. Ulis makes 2-pt shot from 12 ft,2,102-121,,
1:17.0,,,102-124,3,B. Hield makes 3-pt shot from 25 ft (assist by S. Labissiere)
1:09.0,T. Ulis misses 3-pt shot from 24 ft,,102-124,,
1:07.0,,,102-124,,Defensive rebound by B. Hield
1:04.0,,,102-124,,Shooting foul by A. Williams (drawn by B. McLemore)
1:04.0,,,102-124,,B. McLemore misses free throw 1 of 2
1:04.0,,,102-124,,Offensive rebound by Team
1:04.0,,,102-125,1,B. McLemore makes free throw 2 of 2
0:52.0,Shooting foul by G. Papagiannis (drawn by M. Chriss),,102-125,,
0:52.0,M. Chriss misses free throw 1 of 2,,102-125,,
0:52.0,Offensive rebound by Team,,102-125,,
0:52.0,M. Chriss misses free throw 2 of 2,,102-125,,
0:51.0,,,102-125,,Defensive rebound by B. McLemore
0:47.0,,,102-128,3,B. Hield makes 3-pt shot from 26 ft (assist by B. McLemore)
0:33.0,M. Chriss misses 2-pt shot from 20 ft,,102-128,,
0:32.0,Offensive rebound by A. Williams,,102-128,,
0:32.0,A. Williams makes 2-pt shot from 10 ft,2,104-128,,
0:11.0,Personal foul by A. Williams (drawn by B. McLemore),,104-128,,
0:11.0,,,104-128,,B. McLemore misses free throw 1 of 2
0:11.0,,,104-128,,Offensive rebound by Team
0:11.0,,,104-129,1,B. McLemore makes free throw 2 of 2
0:04.0,T. Ulis misses 3-pt shot from 25 ft,,104-129,,
0:03.0,,,104-129,,Defensive rebound by B. Hield
0:00.0,End of 4th quarter,,,,End of 4th quarter
