time,Utah,pts.away,score,pts.home,Dallas
0:48.0,Utah full timeout,,96-96,,
0:39.0,R. Gobert makes 2-pt shot at rim (assist by J. Ingles),2,98-96,,
0:39.0,,,98-96,,Dallas full timeout
0:39.0,,,98-96,,D. Nowitzki enters the game for D. Powell
0:25.0,,,98-96,,Turnover by W. Matthews (bad pass; steal by J. Johnson)
0:21.0,R. Gobert makes 2-pt shot at rim (assist by A. Burks),2,100-96,,
0:21.0,,,100-96,,Dallas full timeout
0:21.0,Inbound foul by R. Gobert,,100-96,,
0:21.0,,,100-96,,D. Nowitzki misses free throw 1 of 1
0:21.0,,,100-96,,Offensive rebound by Team
0:21.0,D. Favors enters the game for R. Gobert,,100-96,,
0:20.0,,,100-98,2,H. Barnes makes 2-pt shot at rim (assist by S. Curry)
0:15.0,Turnover by A. Burks (step out of bounds),,100-98,,
0:07.0,,,100-98,,H. Barnes misses 2-pt shot from 17 ft
0:04.0,,,100-98,,Offensive rebound by D. Nowitzki
0:03.0,,,100-100,2,D. Nowitzki makes 2-pt shot from 20 ft
0:03.0,Utah full timeout,,100-100,,
0:03.0,,,100-100,,D. Powell enters the game for D. Nowitzki
0:01.0,G. Hayward misses 3-pt shot from 23 ft,,100-100,,
0:00.0,,,100-100,,Defensive rebound by D. Harris
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: D. Favors vs. D. Nowitzki (D. Harris gains possession),,,,Jump ball: D. Favors vs. D. Nowitzki (D. Harris gains possession)
4:36.0,Defensive rebound by D. Favors,,100-100,,
4:17.0,G. Hayward misses 3-pt shot from 26 ft,,100-100,,
4:16.0,,,100-100,,Defensive rebound by D. Harris
4:06.0,,,100-102,2,D. Harris makes 2-pt shot from 4 ft
3:52.0,J. Johnson misses 2-pt shot from 10 ft,,100-102,,
3:51.0,Offensive rebound by D. Favors,,100-102,,
3:51.0,D. Favors misses 2-pt shot from 1 ft,,100-102,,
3:51.0,Offensive rebound by Team,,100-102,,
3:51.0,,,100-102,,Loose ball foul by D. Nowitzki (drawn by D. Favors)
3:51.0,B. Diaw enters the game for S. Mack,,100-102,,
3:42.0,Turnover by B. Diaw (bad pass; steal by D. Harris),,100-102,,
3:39.0,Violation by G. Hayward (def goaltending),,100-102,,
3:39.0,,,100-104,2,D. Harris makes 2-pt shot at rim (assist by D. Nowitzki)
3:27.0,D. Favors misses 2-pt shot from 13 ft,,100-104,,
3:24.0,Offensive rebound by D. Favors,,100-104,,
3:20.0,G. Hayward misses 2-pt shot from 11 ft,,100-104,,
3:18.0,,,100-104,,Defensive rebound by D. Nowitzki
3:00.0,,,100-104,,S. Curry misses 3-pt shot from 29 ft
2:59.0,Defensive rebound by J. Ingles,,100-104,,
2:49.0,Turnover by J. Johnson (bad pass),,100-104,,
2:34.0,,,100-106,2,H. Barnes makes 2-pt shot from 5 ft
2:34.0,,,100-106,,Shooting foul by D. Favors (drawn by H. Barnes)
2:34.0,,,100-107,1,H. Barnes makes free throw 1 of 1
2:11.0,G. Hayward makes 3-pt shot from 25 ft,3,103-107,,
1:53.0,,,103-109,2,H. Barnes makes 2-pt shot from 1 ft
1:41.0,G. Hayward misses 2-pt shot from 19 ft,,103-109,,
1:38.0,,,103-109,,Defensive rebound by D. Nowitzki
1:24.0,,,103-109,,H. Barnes misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by G. Hayward,,103-109,,
1:05.0,J. Johnson misses 3-pt shot from 28 ft,,103-109,,
1:05.0,Offensive rebound by G. Hayward,,103-109,,
0:56.0,B. Diaw makes 2-pt shot from 3 ft,2,105-109,,
0:34.0,,,105-111,2,H. Barnes makes 2-pt shot from 6 ft
0:34.0,Utah full timeout,,105-111,,
0:34.0,,,105-111,,D. Powell enters the game for D. Nowitzki
0:28.0,J. Johnson misses 3-pt shot from 27 ft,,105-111,,
0:27.0,,,105-111,,Defensive rebound by W. Matthews
0:24.0,Personal take foul by G. Hayward (drawn by W. Matthews),,105-111,,
0:24.0,A. Burks enters the game for B. Diaw,,105-111,,
0:17.0,Personal take foul by J. Johnson (drawn by H. Barnes),,105-111,,
0:17.0,,,105-112,1,H. Barnes makes free throw 1 of 2
0:17.0,,,105-112,,H. Barnes misses free throw 2 of 2
0:17.0,Defensive rebound by A. Burks,,105-112,,
0:17.0,Utah full timeout,,105-112,,
0:17.0,,,105-112,,Y. Ferrell enters the game for D. Harris
0:06.0,J. Johnson misses 3-pt shot from 26 ft,,105-112,,
0:04.0,,,105-112,,Defensive rebound by W. Matthews
0:00.0,End of 1st overtime,,,,End of 1st overtime
