time,Portland,pts.away,score,pts.home,Utah
4:01.0,M. Leonard misses 3-pt shot from 24 ft,,76-98,,
4:01.0,,,76-98,,Defensive rebound by G. Hayward
3:47.0,,,76-98,,Shooting foul by J. Layman (drawn by G. Hayward)
3:47.0,,,76-99,1,G. Hayward makes free throw 1 of 3
3:47.0,,,76-99,,G. Hayward misses free throw 2 of 3
3:47.0,,,76-99,,Offensive rebound by Team
3:47.0,,,76-100,1,G. Hayward makes free throw 3 of 3
3:47.0,,,76-99,,D. Exum enters the game for G. Hill
3:35.0,M. Leonard makes 2-pt shot from 17 ft (assist by S. Napier),2,78-100,,
3:20.0,,,78-102,2,G. Hayward makes 2-pt shot from 16 ft
3:00.0,T. Quarterman misses 2-pt shot from 10 ft (block by R. Gobert),,78-102,,
3:00.0,,,78-102,,Defensive rebound by D. Exum
2:52.0,,,78-104,2,D. Exum makes 2-pt shot at rim (assist by J. Ingles)
2:40.0,,,78-104,,Personal foul by D. Exum (drawn by S. Napier)
2:40.0,,,78-104,,A. Burks enters the game for G. Hayward
2:40.0,,,78-104,,R. Neto enters the game for J. Ingles
2:25.0,S. Napier misses 2-pt shot from 7 ft,,78-104,,
2:24.0,,,78-104,,Defensive rebound by R. Neto
2:18.0,Violation by T. Quarterman (kicked ball),,78-104,,
2:18.0,,,78-104,,J. Withey enters the game for R. Gobert
2:18.0,,,78-104,,T. Lyles enters the game for J. Johnson
2:17.0,,,78-106,2,D. Exum makes 2-pt shot at rim (assist by A. Burks)
2:05.0,S. Napier makes 3-pt shot from 24 ft,3,81-106,,
1:49.0,,,81-106,,J. Withey misses 2-pt shot from 3 ft
1:48.0,,,81-106,,Offensive rebound by J. Withey
1:46.0,,,81-106,,J. Withey misses 2-pt shot from 2 ft
1:45.0,,,81-106,,Offensive rebound by J. Withey
1:42.0,,,81-106,,J. Withey misses 2-pt shot from 3 ft
1:40.0,Defensive rebound by N. Vonleh,,81-106,,
1:37.0,T. Quarterman makes 3-pt shot from 25 ft (assist by S. Napier),3,84-106,,
1:25.0,,,84-108,2,R. Neto makes 2-pt shot from 8 ft
1:25.0,,,84-108,,Shooting foul by T. Quarterman (drawn by R. Neto)
1:25.0,,,84-109,1,R. Neto makes free throw 1 of 1
1:05.0,M. Leonard makes 2-pt shot from 7 ft (assist by T. Quarterman),2,86-109,,
0:49.0,,,86-111,2,J. Withey makes 2-pt shot at rim (assist by T. Lyles)
0:36.0,T. Quarterman misses 2-pt shot from 5 ft (block by J. Withey),,86-111,,
0:35.0,,,86-111,,Defensive rebound by A. Burks
0:27.0,,,86-111,,Turnover by J. Withey (bad pass)
0:14.0,S. Napier makes 2-pt shot from 1 ft,2,88-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
