time,Brooklyn,pts.away,score,pts.home,Washington
5:39.0,,,95-118,3,B. Jennings makes 3-pt shot from 32 ft
5:12.0,R. Foye misses 2-pt shot from 4 ft (block by B. Bogdanovic),,95-118,,
5:11.0,,,95-118,,Defensive rebound by J. Smith
5:07.0,,,95-120,2,K. Oubre makes 2-pt shot at rim (assist by B. Jennings)
4:43.0,K. McDaniels makes 2-pt shot from 7 ft,2,97-120,,
4:36.0,,,97-120,,B. Jennings misses 3-pt shot from 27 ft
4:35.0,Defensive rebound by J. Hamilton,,97-120,,
4:27.0,Shooting foul by D. Ochefu (drawn by J. Hamilton),,97-120,,
4:27.0,J. Hamilton makes free throw 1 of 2,1,98-120,,
4:27.0,J. Hamilton misses free throw 2 of 2,,98-120,,
4:27.0,,,98-120,,T. Satoransky enters the game for B. Jennings
4:26.0,,,98-120,,Defensive rebound by K. Oubre
4:08.0,,,98-122,2,B. Bogdanovic makes 2-pt shot from 3 ft
3:47.0,J. Hamilton misses 2-pt shot from 2 ft (block by T. Satoransky),,98-122,,
3:46.0,,,98-122,,Defensive rebound by J. Smith
3:32.0,,,98-122,,T. Satoransky misses 2-pt shot from 5 ft
3:31.0,,,98-122,,Offensive rebound by Team
3:26.0,,,98-122,,B. Bogdanovic misses 3-pt shot from 26 ft
3:25.0,Defensive rebound by R. Foye,,98-122,,
3:12.0,A. Nicholson misses 2-pt shot from 10 ft,,98-122,,
3:11.0,,,98-122,,Defensive rebound by D. Ochefu
3:00.0,,,98-124,2,B. Bogdanovic makes 2-pt shot at rim (assist by J. Smith)
3:00.0,Brooklyn full timeout,,98-124,,
3:00.0,,,98-124,,T. Burke enters the game for B. Bogdanovic
2:41.0,A. Nicholson misses 2-pt shot from 10 ft,,98-124,,
2:41.0,,,98-124,,Defensive rebound by D. Ochefu
2:26.0,,,98-127,3,J. Smith makes 3-pt shot from 26 ft (assist by T. Satoransky)
2:14.0,Shooting foul by D. Ochefu (drawn by A. Goodwin),,98-127,,
2:14.0,A. Goodwin makes 2-pt shot from 2 ft,2,100-127,,
2:14.0,A. Goodwin makes free throw 1 of 1,1,101-127,,
2:02.0,,,101-129,2,D. Ochefu makes 2-pt shot at rim (assist by T. Burke)
1:44.0,A. Nicholson makes 2-pt shot from 14 ft,2,103-129,,
1:35.0,,,103-129,,D. Ochefu misses 2-pt shot at rim
1:34.0,Defensive rebound by J. Hamilton,,103-129,,
1:27.0,J. Hamilton makes 2-pt shot from 3 ft (assist by A. Goodwin),2,105-129,,
1:07.0,,,105-129,,D. Ochefu misses 2-pt shot from 9 ft (block by K. McDaniels)
1:05.0,Defensive rebound by Team,,105-129,,
0:56.0,Shooting foul by D. Ochefu (drawn by A. Goodwin),,105-129,,
0:56.0,A. Goodwin makes free throw 1 of 2,1,106-129,,
0:56.0,A. Goodwin misses free throw 2 of 2,,106-129,,
0:55.0,,,106-129,,Defensive rebound by D. Ochefu
0:41.0,,,106-129,,T. Satoransky misses 2-pt shot from 6 ft
0:39.0,Defensive rebound by J. Hamilton,,106-129,,
0:29.0,A. Goodwin makes 2-pt shot from 1 ft (assist by K. McDaniels),2,108-129,,
0:09.0,,,108-129,,T. Burke misses 3-pt shot from 25 ft
0:07.0,Defensive rebound by Team,,108-129,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
